event_id,key,route,segment,split_scan,split_ns,parent_pid,parent_members,parent_member_count,observed_parent_members,raw_dropout_count,child_count,children,parent_representative,owner_child_pid,owner_child_members,owner_child_representative,new_pid_births,new_pids,failure_edge,failure_reason,failure_excess,publication_gap,new_public_point,alias_change,representative_change,external_visible,internal_only,rejoin_scan,rejoin_ns,rejoin_latency_s,rejoin_pid,rejoin_members,rejoin_to_parent_pid
00000261--4ff9c41127--14:195:1000254:241|245,00000261--4ff9c41127--14,00000261,14,195,1026477242094,1000254,241|245,2,241|245,0,2,1000254:245;1000286:241,245,1000254,245,245,1,1000286,241|245,DISTANCE_GROWTH,0.25,0,1,0,0,1,0,196,1026577248605,0.100006511,1000254,241|245,1
00000261--4ff9c41127--14:296:1000412:392|396,00000261--4ff9c41127--14,00000261,14,296,1036577222834,1000412,392|396,2,392|396,0,2,1000412:392;1000430:396,392,1000412,392,392,1,1000430,392|396,DISTANCE_GROWTH,0.75,0,1,0,0,1,0,298,1036768703027,0.191480193,1000412,392|396,1
00000261--4ff9c41127--14:306:1000432:409|413,00000261--4ff9c41127--14,00000261,14,306,1037577023025,1000432,409|413,2,409|413,0,2,1000432:409;1000447:413,409,1000432,409,409,1,1000447,409|413,DISTANCE_DIAMETER,1.0,0,1,0,0,1,0,309,1037877082153,0.300059128,1000432,409|413,1
00000261--4ff9c41127--14:546:1000748:706|718,00000261--4ff9c41127--14,00000261,14,546,1061567771902,1000748,706|718,2,706|718,0,2,1000748:718;1000794:706,718,1000748,718,718,1,1000794,706|718,LATERAL_GROWTH,0.03125,0,1,0,0,1,0,547,1061667136221,0.099364319,1000748,706|718,1
00000261--4ff9c41127--15:401:1000521:495|497,00000261--4ff9c41127--15,00000261,15,401,1107047402681,1000521,495|497,2,495|497,0,2,1000521:497;1000532:495,497,1000521,497,497,1,1000532,495|497,DISTANCE_DIAMETER,1.0,0,1,0,0,1,0,427,1109647185631,2.59978295,1000518,495|497,0
00000261--4ff9c41127--15:427:1000521:497|529,00000261--4ff9c41127--15,00000261,15,427,1109647185631,1000521,497|529,2,497|529,0,2,1000518:495|497;1000521:529,497,1000521,529,529,0,,497|529,DISTANCE_DIAMETER,0.25,0,1,0,1,1,0,430,1109947171771,0.29998614,1000521,497|529,1
00000261--4ff9c41127--16:128:1000160:151|152,00000261--4ff9c41127--16,00000261,16,128,1139706907620,1000160,151|152,2,151|152,0,2,1000160:151;1000170:152,151,1000160,151,151,1,1000170,151|152,LATERAL_DIAMETER,0.71875,0,1,0,0,1,0,134,1140308653085,0.601745465,1000160,151|152|159,1
00000261--4ff9c41127--16:155:1000196:186|195,00000261--4ff9c41127--16,00000261,16,155,1142407355435,1000196,186|195,2,186|195,0,2,1000196:186;1000216:195,186,1000196,186,186,1,1000216,186|195,DISTANCE_GROWTH,0.5,0,1,0,0,1,0,162,1143108108693,0.700753258,1000215,186|187|195,0
00000261--4ff9c41127--16:160:1000178:168|175,00000261--4ff9c41127--16,00000261,16,160,1142907663805,1000178,168|175,2,168|175,0,2,1000178:168;1000224:175,168,1000178,168,168,1,1000224,168|175,DISTANCE_GROWTH,0.25,0,1,0,0,1,0,161,1143008029473,0.100365668,1000178,168|175,1
00000261--4ff9c41127--16:287:1000383:359|361,00000261--4ff9c41127--16,00000261,16,287,1155597153897,1000383,359|361,2,359|361,0,2,1000383:361;1000384:359|360,359,1000383,361,361,0,,359|361,DISTANCE_DIAMETER,1.0,0,1,0,1,1,0,300,1156898967828,1.301813931,1000383,359|361,1
00000261--4ff9c41127--16:289:1000365:343|346,00000261--4ff9c41127--16,00000261,16,289,1155797053405,1000365,343|346,2,343|346,0,2,1000365:343;1000395:346,343,1000365,343,343,1,1000395,343|346,DISTANCE_GROWTH,0.75,0,1,0,0,1,0,290,1155897030688,0.099977283,1000365,343|346,1
00000261--4ff9c41127--16:293:1000365:343|346,00000261--4ff9c41127--16,00000261,16,293,1156197464473,1000365,343|346,2,343|346,0,2,1000365:346;1000399:343,346,1000365,346,346,1,1000399,343|346,DISTANCE_GROWTH,0.25,0,1,0,0,1,0,294,1156297086933,0.09962246,1000365,343|346,1
00000261--4ff9c41127--16:295:1000365:343|346,00000261--4ff9c41127--16,00000261,16,295,1156397227004,1000365,343|346,2,343|346,0,2,1000365:346;1000406:343,346,1000365,346,346,1,1000406,343|346,DISTANCE_GROWTH,0.25,0,1,0,0,1,0,297,1156597119439,0.199892435,1000365,343|346,1
00000261--4ff9c41127--16:315:1000415:383|384,00000261--4ff9c41127--16,00000261,16,315,1158399225548,1000415,383|384,2,383|384,0,2,1000415:383;1000445:384,383,1000415,383,383,1,1000445,383|384,DISTANCE_DIAMETER,3.75,0,1,0,0,1,0,327,1159597364334,1.198138786,1000415,383|384,1
00000261--4ff9c41127--16:324:1000423:391|398,00000261--4ff9c41127--16,00000261,16,324,1159297240505,1000423,391|398,2,391|398,0,2,1000423:391;1000458:398,391,1000423,391,391,1,1000458,391|398,DISTANCE_DIAMETER,1.25,0,1,0,0,1,0,327,1159597364334,0.300123829,1000423,391|398,1
00000261--4ff9c41127--16:325:1000424:392|393,00000261--4ff9c41127--16,00000261,16,325,1159397508323,1000424,392|393,2,392|393,0,2,1000424:392;1000459:393,392,1000424,392,392,1,1000459,392|393,DISTANCE_GROWTH,0.25,0,1,0,0,1,0,331,1159989692993,0.59218467,1000424,392|393,1
00000261--4ff9c41127--16:332:1000424:392|393,00000261--4ff9c41127--16,00000261,16,332,1160099036918,1000424,392|393,2,392|393,0,2,1000424:393;1000473:392,393,1000424,393,393,1,1000473,392|393,DISTANCE_GROWTH,1.25,0,1,0,0,1,0,346,1161488835677,1.389798759,1000424,392|393,1
00000261--4ff9c41127--16:416:1000579:518|520,00000261--4ff9c41127--16,00000261,16,416,1168487115102,1000579,518|520,2,518|520,0,2,1000579:518;1000586:520,518,1000579,518,518,1,1000586,518|520,DISTANCE_DIAMETER,0.25,0,1,0,0,1,0,421,1168987296939,0.500181837,1000579,518|520,1
00000261--4ff9c41127--17:168:1000206:195|201,00000261--4ff9c41127--17,00000261,17,168,1203667642771,1000206,195|201,2,195|201,0,2,1000206:195;1000248:201,195,1000206,195,195,1,1000248,195|201,DISTANCE_DIAMETER,1.0,0,1,0,0,1,0,171,1203967107312,0.299464541,1000206,195|201,1
00000261--4ff9c41127--17:181:1000217:206|238,00000261--4ff9c41127--17,00000261,17,181,1204959225245,1000217,206|238,2,206|238,0,2,1000217:238;1000261:206,238,1000217,238,238,1,1000261,206|238,DISTANCE_DIAMETER,1.0,0,1,0,0,1,0,184,1205268030570,0.308805325,1000217,206|238,1
00000261--4ff9c41127--17:182:1000242:227|228,00000261--4ff9c41127--17,00000261,17,182,1205059085124,1000242,227|228,2,227|228,0,2,1000242:227;1000266:228,227,1000242,227,227,1,1000266,227|228,DISTANCE_GROWTH,0.25,0,1,0,0,1,0,184,1205268030570,0.208945446,1000266,227|228,0
00000261--4ff9c41127--17:184:1000242:227|239,00000261--4ff9c41127--17,00000261,17,184,1205268030570,1000242,227|239,2,227|239,0,2,1000242:239;1000266:227|228,227,1000242,239,239,0,,227|239,DISTANCE_DIAMETER,0.5,0,1,0,1,1,0,200,1206857593074,1.589562504,1000242,227|239,1
00000261--4ff9c41127--17:228:1000335:309|310,00000261--4ff9c41127--17,00000261,17,228,1209657180512,1000335,309|310,2,309|310,0,2,1000335:309;1000338:310|312,310,1000335,309,309,0,,309|310,DISTANCE_DIAMETER,0.25,0,1,0,1,1,0,248,1211657771003,2.000590491,1000335,309|310,1
00000261--4ff9c41127--17:248:1000338:310|312,00000261--4ff9c41127--17,00000261,17,248,1211657771003,1000338,310|312,2,310|312,0,2,1000335:309|310;1000338:312,312,1000338,312,312,0,,310|312,DISTANCE_DIAMETER,0.25,0,1,0,0,1,0,253,1212156894016,0.499123013,1000338,310|312,1
00000261--4ff9c41127--17:287:1000407:374|376,00000261--4ff9c41127--17,00000261,17,287,1215557289897,1000407,374|376,2,374|376,0,2,1000407:376;1000434:374,376,1000407,376,376,1,1000434,374|376,DISTANCE_DIAMETER,0.25,0,1,0,0,1,0,302,1217057294495,1.500004598,1000407,374|376,1
00000261--4ff9c41127--17:440:1000619:568|572,00000261--4ff9c41127--17,00000261,17,440,1230847003280,1000619,568|572,2,568|572,0,2,1000619:572;1000638:568,572,1000619,572,572,1,1000638,568|572,LATERAL_GROWTH,0.09375,0,1,0,0,1,0,441,1230947960156,0.100956876,1000619,568|572,1
00000261--4ff9c41127--17:448:1000608:562|574,00000261--4ff9c41127--17,00000261,17,448,1231646940153,1000608,562|574,2,562|574,0,2,1000608:562;1000653:574,562,1000608,562,562,1,1000653,562|574,LATERAL_DIAMETER,0.03125,0,1,0,0,1,0,452,1232047714509,0.400774356,1000608,562|574,1
00000261--4ff9c41127--17:462:1000657:607|623,00000261--4ff9c41127--17,00000261,17,462,1233047557988,1000657,607|623,2,607|623,0,2,1000657:607;1000677:623,607,1000657,607,607,1,1000677,607|623,DISTANCE_DIAMETER,1.0,0,1,0,0,1,0,465,1233347660428,0.30010244,1000657,607|623,1
00000261--4ff9c41127--17:487:1000668:618|626,00000261--4ff9c41127--17,00000261,17,487,1235547066867,1000668,618|626,2,618|626,0,2,1000668:618;1000723:626,618,1000668,618,618,1,1000723,618|626,DISTANCE_DIAMETER,1.0,0,1,0,0,1,0,491,1235947578394,0.400511527,1000668,618|626,1
00000261--4ff9c41127--18:196:1000194:190|204,00000261--4ff9c41127--18,00000261,18,196,1266537005299,1000194,190|204,2,190|204,0,2,1000194:190;1000213:204,190,1000194,190,190,1,1000213,190|204,DISTANCE_DIAMETER,1.25,0,1,0,0,1,0,199,1266838186859,0.30118156,1000213,190|204,0
00000261--4ff9c41127--18:229:1000238:233|243,00000261--4ff9c41127--18,00000261,18,229,1269828835152,1000238,233|243,2,233|243,0,2,1000238:233;1000266:243,233,1000238,233,233,1,1000266,233|243,LATERAL_GROWTH,0.09375,0,1,0,0,1,0,230,1269938223437,0.109388285,1000238,233|243,1
00000261--4ff9c41127--18:275:1000320:306|309,00000261--4ff9c41127--18,00000261,18,275,1274426878110,1000320,306|309,2,306|309,0,2,1000320:306;1000326:309|312,306,1000320,306,306,0,,306|309,LATERAL_DIAMETER,0.03125,0,1,0,0,1,0,294,1276327492505,1.900614395,1000320,306|309,1
00000261--4ff9c41127--18:294:1000326:309|312,00000261--4ff9c41127--18,00000261,18,294,1276327492505,1000326,309|312,2,309|312,0,2,1000320:306|309;1000326:312,309,1000326,312,312,0,,309|312,LATERAL_GROWTH,0.125,0,1,0,1,1,0,311,1278026941776,1.699449271,1000326,309|312,1
00000261--4ff9c41127--18:296:1000320:306|309,00000261--4ff9c41127--18,00000261,18,296,1276527164515,1000320,306|309,2,306|309,0,2,1000320:306;1000354:309,306,1000320,306,306,1,1000354,306|309,LATERAL_GROWTH,0.0625,0,1,0,0,1,0,297,1276626966469,0.099801954,1000320,306|309,1
00000261--4ff9c41127--18:321:1000359:339|343,00000261--4ff9c41127--18,00000261,18,321,1279027168823,1000359,339|343,2,339|343,0,2,1000359:339;1000383:343,339,1000359,339,339,1,1000383,339|343,DISTANCE_GROWTH,0.5,0,1,0,0,1,0,327,1279627749748,0.600580925,1000359,339|343,1
00000261--4ff9c41127--18:387:1000465:439|442,00000261--4ff9c41127--18,00000261,18,387,1285627294258,1000465,439|442,2,439|442,0,2,1000455:429|439;1000465:442,439,1000465,442,442,0,,439|442,LATERAL_GROWTH,0.09375,0,1,0,1,1,0,388,1285728026977,0.100732719,1000455,429|439|442,0
00000261--4ff9c41127--18:388:1000460:434|443,00000261--4ff9c41127--18,00000261,18,388,1285728026977,1000460,434|443,2,434|443,0,2,1000460:434;1000475:443|449,443,1000460,434,434,0,,434|443,LATERAL_GROWTH,0.125,0,1,0,1,1,0,392,1286127930225,0.399903248,1000460,434|443,1
00000261--4ff9c41127--18:389:1000475:443|449,00000261--4ff9c41127--18,00000261,18,389,1285827693786,1000475,443|449,2,443|449,0,2,1000475:443;1000478:449,443,1000475,443,443,1,1000478,443|449,DISTANCE_GROWTH,0.5,0,1,0,0,1,0,391,1286027011263,0.199317477,1000475,443|449,1
00000261--4ff9c41127--18:400:1000482:455|462,00000261--4ff9c41127--18,00000261,18,400,1286928023303,1000482,455|462,2,455|462,0,2,1000482:455;1000500:462,455,1000482,455,455,1,1000500,455|462,LATERAL_GROWTH,0.25,0,1,0,0,1,0,401,1287027666328,0.099643025,1000482,455|462,1
00000261--4ff9c41127--18:403:1000482:455|462,00000261--4ff9c41127--18,00000261,18,403,1287227441752,1000482,455|462,2,455|462,0,2,1000482:455;1000508:462,455,1000482,455,455,1,1000508,455|462,LATERAL_GROWTH,0.25,0,1,0,0,1,0,406,1287527190160,0.299748408,1000504,455|462|474,0
00000261--4ff9c41127--18:413:1000517:485|486,00000261--4ff9c41127--18,00000261,18,413,1288227732040,1000517,485|486,2,485|486,0,2,1000517:486;1000526:485,486,1000517,486,486,1,1000526,485|486,DISTANCE_GROWTH,0.25,0,1,0,0,1,0,415,1288427354394,0.199622354,1000517,485|486,1
00000261--4ff9c41127--18:436:1000553:515|520,00000261--4ff9c41127--18,00000261,18,436,1290527255909,1000553,515|520,2,515|520,0,2,1000553:520;1000572:515|530,515,1000553,520,520,0,,515|520,DISTANCE_DIAMETER,0.25,0,1,0,1,1,0,440,1290927688815,0.400432906,1000553,515|520,1
00000261--4ff9c41127--18:442:1000576:534|541,00000261--4ff9c41127--18,00000261,18,442,1291128287258,1000576,534|541,2,534|541,0,2,1000576:534;1000587:541,534,1000576,534,534,1,1000587,534|541,DISTANCE_GROWTH,0.25,0,1,0,0,1,0,443,1291228976956,0.100689698,1000576,534|541,1
00000261--4ff9c41127--18:446:1000576:534|541,00000261--4ff9c41127--18,00000261,18,446,1291527466633,1000576,534|541,2,534|541,0,2,1000576:534;1000594:541,534,1000576,534,534,1,1000594,534|541,LATERAL_GROWTH,0.0625,0,1,0,0,1,0,447,1291627245055,0.099778422,1000576,534|541,1
00000261--4ff9c41127--18:515:1000681:629|649,00000261--4ff9c41127--18,00000261,18,515,1298426973807,1000681,629|649,2,629|649,0,2,1000681:629;1000707:649,629,1000681,629,629,1,1000707,629|649,DISTANCE_DIAMETER,0.25,0,1,0,0,1,0,533,1300218865706,1.791891899,1000681,629|649,1
00000261--4ff9c41127--18:533:1000696:644|659,00000261--4ff9c41127--18,00000261,18,533,1300218865706,1000696,644|659,2,644|659,0,2,1000696:644;1000710:657|659,644,1000696,644,644,0,,644|659,DISTANCE_DIAMETER,0.25,0,1,0,0,1,0,544,1301317097915,1.098232209,1000696,644|659,1
00000261--4ff9c41127--18:534:1000681:629|649,00000261--4ff9c41127--18,00000261,18,534,1300317710526,1000681,629|649,2,629|649,0,2,1000681:629;1000737:649,629,1000681,629,629,1,1000737,629|649,DISTANCE_DIAMETER,0.5,0,1,0,0,1,0,538,1300717588804,0.399878278,1000681,629|649,1
00000261--4ff9c41127--18:544:1000731:675|686,00000261--4ff9c41127--18,00000261,18,544,1301317097915,1000731,675|686,2,675|686,0,2,1000731:686;1000749:675,686,1000731,686,686,1,1000749,675|686,LATERAL_GROWTH,0.4375,0,1,0,0,1,0,546,1301518818857,0.201720942,1000731,675|686,1
00000261--4ff9c41127--19:110:1000097:96|103,00000261--4ff9c41127--19,00000261,19,110,1317817163168,1000097,96|103,2,96|103,0,2,1000097:96;1000121:103,96,1000097,96,96,1,1000121,96|103,DISTANCE_DIAMETER,0.25,0,1,0,0,1,0,113,1318118700443,0.301537275,1000097,96|103,1
00000261--4ff9c41127--19:111:1000098:97|98,00000261--4ff9c41127--19,00000261,19,111,1317917787800,1000098,97|98,2,97|98,0,2,1000098:97;1000123:98,97,1000098,97,97,1,1000123,97|98,DISTANCE_DIAMETER,0.25,0,1,0,0,1,0,115,1318318959845,0.401172045,1000098,97|98,1
00000261--4ff9c41127--19:232:1000252:238|251,00000261--4ff9c41127--19,00000261,19,232,1330007808585,1000252,238|251,2,238|251,0,2,1000252:238;1000277:251,238,1000252,238,238,1,1000277,238|251,LATERAL_DIAMETER,0.125,0,1,0,0,1,0,236,1330408004362,0.400195777,1000252,238|251,1
00000261--4ff9c41127--19:239:1000252:238|251|267,00000261--4ff9c41127--19,00000261,19,239,1330717856143,1000252,238|251|267,3,238|251|267,0,2,1000252:251|267;1000286:238,238,1000252,251|267,267,1,1000286,238|267,LATERAL_DIAMETER,0.125,0,1,0,1,1,0,242,1331007391615,0.289535472,1000252,238|251|267,1
00000261--4ff9c41127--19:294:1000311:294|299|320,00000261--4ff9c41127--19,00000261,19,294,1336207403436,1000311,294|299|320,3,294|299|320,0,2,1000311:299|320;1000351:294,294,1000311,299|320,299,1,1000351,294|320,LATERAL_GROWTH,0.125,0,1,0,1,1,0,297,1336508490155,0.301086719,1000311,294|299|320,1
00000261--4ff9c41127--19:299:1000345:328|334,00000261--4ff9c41127--19,00000261,19,299,1336707472355,1000345,328|334,2,328|334,0,2,1000345:334;1000356:328,334,1000345,334,334,1,1000356,328|334,DISTANCE_GROWTH,0.25,0,1,0,0,1,0,303,1337107580274,0.400107919,1000345,328|334,1
00000261--4ff9c41127--19:335:1000410:389|390,00000261--4ff9c41127--19,00000261,19,335,1340307096486,1000410,389|390,2,389|390,0,2,1000410:389;1000422:390,389,1000410,389,389,1,1000422,389|390,LATERAL_DIAMETER,0.78125,0,1,0,0,1,0,341,1340907458236,0.60036175,1000410,389|390,1
00000261--4ff9c41127--19:412:1000538:492|497,00000261--4ff9c41127--19,00000261,19,412,1348007580591,1000538,492|497,2,492|497,0,2,1000538:497;1000552:492,497,1000538,497,497,1,1000552,492|497,DISTANCE_DIAMETER,1.0,0,1,0,0,1,0,416,1348407207261,0.39962667,1000538,492|497,1
00000261--4ff9c41127--19:414:1000536:504|507|512,00000261--4ff9c41127--19,00000261,19,414,1348207313157,1000536,504|507|512,3,504|507|512,0,2,1000536:504|512;1000554:507,512,1000536,504|512,504,1,1000554,504|507,DISTANCE_GROWTH,0.25,0,1,0,1,1,0,415,1348307240468,0.099927311,1000536,504|507|512,1
00000261--4ff9c41127--19:419:1000548:515|521,00000261--4ff9c41127--19,00000261,19,419,1348707807816,1000548,515|521,2,515|521,0,2,1000548:515;1000561:521,515,1000548,515,515,1,1000561,515|521,DISTANCE_DIAMETER,1.0,0,1,0,0,1,0,423,1349107131232,0.399323416,1000548,515|521,1
00000261--4ff9c41127--19:429:1000549:516|517,00000261--4ff9c41127--19,00000261,19,429,1349707918121,1000549,516|517,2,516|517,0,2,1000549:516;1000577:517,516,1000549,516,516,1,1000577,516|517,LATERAL_GROWTH,0.34375,0,1,0,0,1,0,433,1350107738446,0.399820325,1000549,516|517,1
00000261--4ff9c41127--19:455:1000581:541|542,00000261--4ff9c41127--19,00000261,19,455,1352307743720,1000581,541|542,2,541|542,0,2,1000581:541;1000607:542,541,1000581,541,541,1,1000607,541|542,DISTANCE_DIAMETER,1.0,0,1,0,0,1,0,458,1352607223514,0.299479794,1000581,541|542,1
00000261--4ff9c41127--19:465:1000579:539|544,00000261--4ff9c41127--19,00000261,19,465,1353307126387,1000579,539|544,2,539|544,0,2,1000579:544;1000617:539,544,1000579,544,544,1,1000617,539|544,DISTANCE_DIAMETER,1.0,0,1,0,0,1,0,472,1354007760512,0.700634125,1000579,539|544,1
00000261--4ff9c41127--19:486:1000600:559|560,00000261--4ff9c41127--19,00000261,19,486,1355407232742,1000600,559|560,2,559|560,0,2,1000600:560;1000616:559|579,560,1000600,560,560,0,,559|560,DISTANCE_GROWTH,0.25,0,1,0,0,1,0,490,1355807387744,0.400155002,1000600,559|560,1
00000261--4ff9c41127--19:518:1000688:628|638,00000261--4ff9c41127--19,00000261,19,518,1358598938224,1000688,628|638,2,628|638,0,2,1000688:638;1000705:628,638,1000688,638,638,1,1000705,628|638,DISTANCE_DIAMETER,1.0,0,1,0,0,1,0,521,1358907718186,0.308779962,1000688,628|638,1
00000261--4ff9c41127--19:550:1000737:677|680,00000261--4ff9c41127--19,00000261,19,550,1361797691469,1000737,677|680,2,677|680,0,2,1000737:680;1000749:677|688,677,1000737,680,680,0,,677|680,DISTANCE_GROWTH,0.25,0,1,0,1,1,0,552,1361997381908,0.199690439,1000737,677|680,1
00000261--4ff9c41127--2:8:1000000:1|17,00000261--4ff9c41127--2,00000261,2,8,287937123402,1000000,1|17,2,1|17,0,2,1000000:1;1000028:17,1,1000000,1,1,1,1000028,1|17,LATERAL_DIAMETER,0.0625,0,1,0,0,1,0,82,295337505147,7.400381745,1000000,1|17,1
00000261--4ff9c41127--2:27:1000004:5|35,00000261--4ff9c41127--2,00000261,2,27,289838641755,1000004,5|35,2,5|35,0,2,1000004:5;1000050:35,5,1000004,5,5,1,1000050,5|35,DISTANCE_DIAMETER,0.25,0,1,0,0,1,0,42,291337622190,1.498980435,1000004,5|35,1
00000261--4ff9c41127--2:43:1000004:5|35,00000261--4ff9c41127--2,00000261,2,43,291438587290,1000004,5|35,2,5|35,0,2,1000004:5;1000064:35,5,1000004,5,5,1,1000064,5|35,DISTANCE_DIAMETER,0.25,0,1,0,0,1,0,51,292237761913,0.799174623,1000004,5|35,1
00000261--4ff9c41127--2:53:1000004:5|35,00000261--4ff9c41127--2,00000261,2,53,292436969219,1000004,5|35,2,5|35,0,2,1000004:5;1000071:35,5,1000004,5,5,1,1000071,5|35,DISTANCE_DIAMETER,0.25,0,1,0,0,1,0,59,293037194174,0.600224955,1000004,5|35,1
00000261--4ff9c41127--2:60:1000004:5|35,00000261--4ff9c41127--2,00000261,2,60,293138008660,1000004,5|35,2,5|35,0,2,1000004:5;1000076:35,5,1000004,5,5,1,1000076,5|35,DISTANCE_DIAMETER,0.5,0,1,0,0,1,0,72,294337698565,1.199689905,1000004,5|35,1
00000261--4ff9c41127--2:74:1000004:5|35,00000261--4ff9c41127--2,00000261,2,74,294537471602,1000004,5|35,2,5|35,0,2,1000004:5;1000086:35,5,1000004,5,5,1,1000086,5|35,DISTANCE_DIAMETER,0.5,0,1,0,0,1,0,88,295937606938,1.400135336,1000004,5|35,1
00000261--4ff9c41127--2:90:1000004:5|35,00000261--4ff9c41127--2,00000261,2,90,296137189505,1000004,5|35,2,5|35,0,2,1000004:5;1000106:35,5,1000004,5,5,1,1000106,5|35,DISTANCE_DIAMETER,0.25,0,1,0,0,1,0,112,298337459192,2.200269687,1000004,5|35,1
00000261--4ff9c41127--2:110:1000005:6|56,00000261--4ff9c41127--2,00000261,2,110,298137828907,1000005,6|56,2,6|56,0,2,1000005:6;1000130:56,6,1000005,6,6,1,1000130,6|56,LATERAL_GROWTH,0.0625,0,1,0,0,1,0,111,298237897708,0.100068801,1000005,6|56,1
00000261--4ff9c41127--2:132:1000005:56|123,00000261--4ff9c41127--2,00000261,2,132,300337809426,1000005,56|123,2,56|123,0,2,1000005:56;1000158:123,56,1000005,56,56,1,1000158,56|123,LATERAL_GROWTH,0.3125,0,1,0,0,1,0,138,300938060091,0.600250665,1000157,56|123|146,0
00000261--4ff9c41127--2:227:1000224:207|234,00000261--4ff9c41127--2,00000261,2,227,309837982646,1000224,207|234,2,207|234,0,2,1000224:207;1000257:234,207,1000224,207,207,1,1000257,207|234,LATERAL_GROWTH,0.03125,0,1,0,0,1,0,228,309947136823,0.109154177,1000224,207|234,1
00000261--4ff9c41127--2:406:1000389:363|364|367,00000261--4ff9c41127--2,00000261,2,406,327749355553,1000389,363|364|367,3,363|364|367,0,2,1000389:363|367;1000401:364,367,1000389,363|367,367,1,1000401,364|367,LATERAL_GROWTH,0.0625,0,1,0,0,1,0,408,327947591932,0.198236379,1000389,363|364|367,1
00000261--4ff9c41127--2:428:1000385:357|359,00000261--4ff9c41127--2,00000261,2,428,329947936688,1000385,357|359,2,357|359,0,2,1000385:357;1000425:359|396,357,1000385,357,357,0,,357|359,DISTANCE_GROWTH,0.5,0,1,0,0,1,0,435,330648762068,0.70082538,1000385,357|359,1
00000261--4ff9c41127--2:439:1000422:393|410,00000261--4ff9c41127--2,00000261,2,439,331047510997,1000422,393|410,2,393|410,0,2,1000422:393;1000438:408|410,393,1000422,393,393,0,,393|410,LATERAL_DIAMETER,0.21875,0,1,0,0,1,0,449,332047027415,0.999516418,1000452,393|410|421,0
00000261--4ff9c41127--2:446:1000422:393|421,00000261--4ff9c41127--2,00000261,2,446,331747347922,1000422,393|421,2,393|421,0,2,1000422:393;1000452:410|421,393,1000422,393,393,1,1000452,393|421,DISTANCE_DIAMETER,0.25,0,1,0,0,1,0,449,332047027415,0.299679493,1000452,393|410|421,0
00000261--4ff9c41127--2:452:1000452:393|410,00000261--4ff9c41127--2,00000261,2,452,332347746773,1000452,393|410,2,393|410,0,2,1000452:410;1000463:393,410,1000452,410,410,1,1000463,393|410,DISTANCE_GROWTH,0.25,0,1,0,0,1,0,456,332747443029,0.399696256,1000452,393|410,1
00000261--4ff9c41127--2:463:1000442:412|415,00000261--4ff9c41127--2,00000261,2,463,333447472847,1000442,412|415,2,412|415,0,2,1000442:412;1000478:415,412,1000442,412,412,1,1000478,412|415,LATERAL_GROWTH,0.0625,0,1,0,0,1,0,464,333547638078,0.100165231,1000442,412|415,1
00000261--4ff9c41127--2:515:1000507:479|502,00000261--4ff9c41127--2,00000261,2,515,338647775539,1000507,479|502,2,479|502,0,2,1000507:502;1000562:479,502,1000507,502,502,1,1000562,479|502,LATERAL_DIAMETER,0.15625,0,1,0,0,1,0,528,339937803008,1.290027469,1000507,479|502|533,1
00000261--4ff9c41127--2:528:1000552:479|514,00000261--4ff9c41127--2,00000261,2,528,339937803008,1000552,479|514,2,479|514,0,2,1000507:479|502|533;1000552:514,514,1000552,514,514,0,,479|514,DISTANCE_DIAMETER,0.5,0,1,0,0,1,0,537,340837888668,0.90008566,1000507,479|514,0
00000261--4ff9c41127--20:11:1000008:9|10,00000261--4ff9c41127--20,00000261,20,11,1367897704123,1000008,9|10,2,9|10,0,2,1000008:9;1000030:10,9,1000008,9,9,1,1000030,9|10,DISTANCE_DIAMETER,0.25,0,1,0,0,1,0,15,1368299191300,0.401487177,1000008,9|10,1
00000261--4ff9c41127--20:25:1000008:9|34,00000261--4ff9c41127--20,00000261,20,25,1369297180165,1000008,9|34,2,9|34,0,2,1000008:34;1000058:9,34,1000008,34,34,1,1000058,9|34,DISTANCE_DIAMETER,0.75,0,1,0,0,1,0,29,1369698141307,0.400961142,1000008,9|34,1
00000261--4ff9c41127--20:25:1000018:19|46,00000261--4ff9c41127--20,00000261,20,25,1369297180165,1000018,19|46,2,19|46,0,2,1000018:19;1000060:46,19,1000018,19,19,1,1000060,19|46,DISTANCE_DIAMETER,3.0,0,1,0,0,1,0,28,1369597649721,0.300469556,1000018,19|46,1
00000261--4ff9c41127--20:25:1000019:20|22,00000261--4ff9c41127--20,00000261,20,25,1369297180165,1000019,20|22,2,20|22,0,2,1000019:20;1000059:22,20,1000019,20,20,1,1000059,20|22,DISTANCE_DIAMETER,1.0,0,1,0,0,1,0,28,1369597649721,0.300469556,1000019,20|22,1
00000261--4ff9c41127--20:42:1000070:39|57,00000261--4ff9c41127--20,00000261,20,42,1370997039666,1000070,39|57,2,39|57,0,2,1000070:39;1000073:57|63,57,1000070,39,39,0,,39|57,DISTANCE_GROWTH,0.25,0,1,0,1,1,0,52,1371996958947,0.999919281,1000073,39|57|63,0
00000261--4ff9c41127--20:83:1000101:87|106,00000261--4ff9c41127--20,00000261,20,83,1375097724417,1000101,87|106,2,87|106,0,2,1000101:106;1000148:87|93,87,1000101,106,106,0,,87|106,DISTANCE_DIAMETER,1.0,0,1,0,1,1,0,92,1375997262519,0.899538102,1000101,87|106,1
