key,candidate,scans,baseline_fractures,suppressed_fractures,grouping_changed_scans,member_count_changed_scans,new_merge_objects,new_split_objects,new_merge_episodes,persistent_new_merges,publication_changed_scans,representative_changes,pid_births,relaxed_edge_scans,state_peak,cpu_mean_us,cpu_p95_us,cpu_p99_us,cpu_max_us
00000269--4014745f93--23,C_QUANTIZED,600,14,4,3,3,4,1,4,0,583,9,153,6,20,111.76202067355824,425.8299999999999,862.5759999999951,129190.4
00000269--4014745f93--24,C_QUANTIZED,600,37,7,7,7,7,0,7,0,323,28,432,10,28,153.51848025329102,794.6,1723.4,100201.5
00000269--4014745f93--25,C_QUANTIZED,600,16,7,7,5,7,2,7,0,418,36,515,11,20,184.06528911848056,1041.8,1661.1,149851.5
00000269--4014745f93--26,C_QUANTIZED,600,66,25,78,57,85,101,27,2,539,85,807,31,42,177.54035672612096,1056.7799999999988,2070.9339999999993,101389.0
00000269--4014745f93--27,C_QUANTIZED,600,86,25,33,25,34,11,30,1,508,48,471,54,48,166.3881019830028,1090.2,1665.8,51957.4
00000269--4014745f93--3,C_QUANTIZED,599,62,26,27,24,27,4,27,0,581,143,910,34,46,182.9302818075703,1224.6399999999999,2147.528,70883.1
00000269--4014745f93--4,C_QUANTIZED,599,36,18,17,14,18,4,18,0,564,27,668,17,22,176.12683903252724,1078.68,1737.856000000001,117496.8
00000269--4014745f93--5,C_QUANTIZED,599,70,21,23,20,24,3,23,0,483,19,593,25,34,176.30542028018664,1201.5,1746.5600000000002,69507.3
00000269--4014745f93--6,C_QUANTIZED,599,51,5,5,3,5,2,5,0,261,190,798,7,70,222.79243557772196,1225.0500000000002,3483.1379999999936,141384.9
00000269--4014745f93--7,C_QUANTIZED,600,51,20,20,20,20,0,20,0,435,152,895,27,56,212.1415902650436,1310.439999999998,2365.637999999992,158695.1
00000269--4014745f93--8,C_QUANTIZED,599,7,5,4,4,5,0,5,0,571,66,559,6,28,170.56966310873858,924.1,2287.5750000000057,67713.0
00000269--4014745f93--9,C_QUANTIZED,600,19,6,7,6,7,1,7,0,383,132,614,12,26,148.84611027819403,845.4299999999995,1582.6679999999928,84971.3
0000026a--171a0a1f5c--0,C_QUANTIZED,620,42,8,10,6,10,4,10,0,574,41,515,18,30,153.6525907990316,853.7999999999993,1321.8679999999986,129713.4
0000026a--171a0a1f5c--1,C_QUANTIZED,600,18,2,2,1,2,1,2,0,2,5,96,5,10,120.02987337554183,658.7699999999998,871.6939999999998,75547.4
0000026a--171a0a1f5c--10,C_QUANTIZED,599,43,5,6,5,6,1,6,0,505,489,1000,7,46,288.5996662216291,1944.5849999999987,3402.636000000003,125819.8
0000026a--171a0a1f5c--11,C_QUANTIZED,599,20,4,4,4,4,0,4,0,297,145,652,4,34,172.56841754210416,1001.4199999999998,1620.3399999999997,143599.4
0000026a--171a0a1f5c--12,C_QUANTIZED,600,8,5,5,4,5,1,5,0,592,41,566,5,12,165.7870348740194,1038.3999999999999,1691.2879999999998,61300.1
0000026a--171a0a1f5c--13,C_QUANTIZED,600,24,8,9,7,10,5,9,0,310,89,779,8,20,146.8325833333332,878.6300000000001,1462.0980000000022,59524.8
0000026a--171a0a1f5c--14,C_QUANTIZED,600,19,5,5,4,5,1,5,0,510,91,669,6,22,149.99471226021706,909.5200000000003,1394.2900000000027,84992.1
0000026a--171a0a1f5c--15,C_QUANTIZED,600,8,4,4,4,4,0,4,0,416,56,531,4,16,146.61602862849546,803.9649999999999,1152.8160000000005,104876.8
0000026a--171a0a1f5c--16,C_QUANTIZED,600,13,1,1,1,1,0,1,0,130,102,653,1,28,188.42757989347547,1157.9599999999998,2024.990000000001,112455.8
0000026a--171a0a1f5c--17,C_QUANTIZED,600,6,3,3,3,3,0,3,0,354,13,251,3,10,119.58065967016488,651.3499999999998,988.9839999999953,61474.5
0000026a--171a0a1f5c--18,C_QUANTIZED,600,0,0,0,0,0,0,0,0,0,3,145,4,8,97.46394535154934,529.7549999999998,787.6769999999996,49644.3
0000026a--171a0a1f5c--19,C_QUANTIZED,600,21,1,1,1,1,0,1,0,26,33,498,3,26,161.35818060646417,946.7899999999998,1533.354999999999,102175.5
0000026a--171a0a1f5c--2,C_QUANTIZED,600,37,13,13,13,13,0,13,0,537,46,468,14,30,181.88728757081,1251.4399999999998,1871.7399999999986,89906.8
0000026a--171a0a1f5c--20,C_QUANTIZED,600,15,12,11,8,12,3,12,0,394,51,596,14,16,144.42598398932577,857.2,1424.800000000001,78911.8
0000026a--171a0a1f5c--21,C_QUANTIZED,600,9,5,5,5,5,0,5,0,240,52,538,5,14,162.54400199933355,1027.385,1519.4819999999995,103560.0
0000026a--171a0a1f5c--22,C_QUANTIZED,600,1,0,0,0,0,0,0,0,0,13,565,0,6,143.9174195699286,807.6,1205.6159999999995,117935.7
0000026a--171a0a1f5c--23,C_QUANTIZED,600,7,2,2,1,2,1,2,0,323,109,769,2,12,155.58620229961673,986.9,1481.2,73018.1
0000026a--171a0a1f5c--24,C_QUANTIZED,600,20,15,12,10,17,3,16,0,280,58,774,18,32,187.30926512247945,1044.4,1899.0,122539.6
0000026a--171a0a1f5c--25,C_QUANTIZED,600,33,20,18,14,21,13,21,0,570,168,827,31,50,179.80339999999984,1139.110000000001,1999.489000000004,79968.5
0000026a--171a0a1f5c--26,C_QUANTIZED,600,14,5,5,5,5,0,5,0,294,187,811,6,42,226.77815364105922,1394.7,2820.6,135413.7
0000026a--171a0a1f5c--27,C_QUANTIZED,600,28,22,18,12,22,14,22,0,472,174,790,28,56,247.6567522507498,1632.034999999999,3075.7239999999924,110923.9
0000026a--171a0a1f5c--28,C_QUANTIZED,600,63,20,22,16,23,6,20,1,526,321,731,26,60,215.70510255127607,1496.499999999998,2714.3119999999994,107290.6
0000026a--171a0a1f5c--29,C_QUANTIZED,600,38,13,13,12,13,1,13,0,426,24,551,14,28,222.48035000000036,1592.345,2139.422000000001,125315.5
0000026a--171a0a1f5c--3,C_QUANTIZED,600,33,12,13,12,13,1,13,0,572,42,901,16,22,155.40593432238686,1028.6399999999987,1711.8599999999985,82653.9
0000026a--171a0a1f5c--30,C_QUANTIZED,600,32,20,21,16,21,7,21,0,590,108,792,27,30,174.65490751541412,994.5,1707.9,143133.6
0000026a--171a0a1f5c--31,C_QUANTIZED,599,13,1,1,1,1,0,1,0,339,33,559,1,36,260.63052175362685,1902.739999999999,2386.5259999999994,143321.3
0000026a--171a0a1f5c--32,C_QUANTIZED,599,21,5,5,5,5,0,5,0,406,87,616,10,50,199.90896666666706,1342.3000000000004,2393.2400000000007,98824.9
0000026a--171a0a1f5c--33,C_QUANTIZED,599,31,11,62,11,66,54,12,2,468,194,728,17,44,232.83083847307867,1617.829999999998,2677.5539999999824,170353.1
0000026a--171a0a1f5c--34,C_QUANTIZED,349,32,10,12,9,12,3,12,0,295,67,523,15,38,201.47666761283025,1332.5699999999997,2146.3919999999985,99837.9
0000026a--171a0a1f5c--4,C_QUANTIZED,600,10,1,1,1,1,0,1,0,434,13,440,1,6,164.50151666666684,1025.6550000000002,1518.6220000000005,122794.5
0000026a--171a0a1f5c--5,C_QUANTIZED,599,0,0,0,0,0,0,0,0,0,0,95,0,4,110.04646666666629,506.9,679.7440000000009,120039.7
0000026a--171a0a1f5c--6,C_QUANTIZED,600,5,3,3,3,3,0,3,0,223,3,187,3,8,125.08818727090946,581.56,895.6289999999984,130364.4
0000026a--171a0a1f5c--7,C_QUANTIZED,599,26,11,23,16,28,21,15,3,412,40,361,25,38,141.69884980830093,783.5199999999994,1516.5219999999995,60752.0
0000026a--171a0a1f5c--8,C_QUANTIZED,599,2,0,0,0,0,0,0,0,0,1,109,1,8,82.7924333333334,433.1650000000003,601.403,2753.7
0000026a--171a0a1f5c--9,C_QUANTIZED,599,4,2,2,2,2,0,2,0,23,24,280,2,28,126.32772128688097,637.2699999999996,1463.6319999999969,58000.9
0000026b--4dfb361eee--0,C_QUANTIZED,621,68,24,24,20,24,4,24,0,545,90,795,30,46,200.97631791068952,1254.7799999999997,2133.8819999999932,146787.7
0000026b--4dfb361eee--1,C_QUANTIZED,600,72,22,40,39,42,33,26,2,585,63,622,30,32,205.5110444777611,1367.2399999999986,2175.249999999997,134547.3
0000026b--4dfb361eee--10,C_QUANTIZED,600,56,25,26,21,28,7,25,1,571,48,613,34,40,162.53391101483084,1065.7,1626.0,56734.7
0000026b--4dfb361eee--11,C_QUANTIZED,596,33,11,18,15,18,8,14,2,582,41,498,21,32,137.45272393048108,629.429999999999,1314.2440000000001,140755.5
0000026b--4dfb361eee--2,C_QUANTIZED,600,30,11,13,10,13,3,11,1,484,40,719,11,26,219.69391260840558,1461.625,1990.8500000000017,124528.5
0000026b--4dfb361eee--3,C_QUANTIZED,600,27,10,11,9,11,2,11,0,571,29,794,12,24,223.780286618897,1577.4,2064.7,105140.7
0000026b--4dfb361eee--4,C_QUANTIZED,600,33,6,7,5,8,3,8,0,485,96,646,13,52,227.3249166666662,1491.6200000000003,2521.311,145948.7
0000026b--4dfb361eee--5,C_QUANTIZED,600,27,10,20,14,20,18,10,1,351,53,382,12,36,142.80601666666664,748.51,1705.721000000007,83056.0
0000026b--4dfb361eee--6,C_QUANTIZED,600,9,4,4,3,4,1,4,0,7,1,107,4,10,124.48263333333342,675.0500000000002,867.2050000000002,89950.1
0000026b--4dfb361eee--7,C_QUANTIZED,600,8,4,4,4,4,0,4,0,481,6,194,4,12,126.5962839526747,687.4,1007.7,55460.4
0000026b--4dfb361eee--8,C_QUANTIZED,600,35,19,19,17,19,2,19,0,275,99,550,24,30,181.58020329944986,1057.3,2117.1,56121.3
0000026b--4dfb361eee--9,C_QUANTIZED,600,65,27,33,26,34,10,29,2,488,71,753,46,50,199.39306551091875,1346.3599999999997,1849.1419999999919,71212.2
0000026d--2363789071--0,C_QUANTIZED,617,8,3,9,1,9,8,3,1,77,6,165,9,16,123.64207694815794,644.435,951.934,86142.8
0000026d--2363789071--1,C_QUANTIZED,600,5,1,5,3,5,6,1,1,299,62,491,2,36,157.41734727755627,880.614999999998,1710.4639999999986,110437.3
0000026d--2363789071--10,C_QUANTIZED,600,9,4,4,4,4,0,4,0,310,11,407,4,8,128.75685423276002,642.9599999999989,1127.4039999999998,96218.0
0000026d--2363789071--11,C_QUANTIZED,600,4,1,1,1,1,0,1,0,153,14,487,1,6,147.21653922872324,747.6500000000001,1765.255,60141.7
0000026d--2363789071--12,C_QUANTIZED,600,3,2,2,2,2,0,2,0,199,18,504,2,8,130.03817213251213,760.4599999999998,1119.6459999999977,78146.8
0000026d--2363789071--13,C_QUANTIZED,600,3,1,1,1,1,0,1,0,179,33,467,1,6,137.987018187886,745.4799999999999,1070.2039999999997,100855.6
0000026d--2363789071--14,C_QUANTIZED,600,8,3,3,1,3,2,3,0,4,42,491,3,18,140.0038525683792,792.925,1248.32,83089.8
0000026d--2363789071--15,C_QUANTIZED,600,10,7,7,4,7,5,7,0,364,24,463,8,20,126.25577051367554,759.5999999999999,1146.3550000000007,71598.5
0000026d--2363789071--16,C_QUANTIZED,600,10,6,6,5,6,1,6,0,137,35,454,7,16,130.30456362425053,736.2449999999991,1064.1910000000003,100774.1
0000026d--2363789071--17,C_QUANTIZED,600,4,4,4,4,4,0,4,0,266,25,420,5,6,118.35602931379083,639.0199999999994,1002.2180000000023,110337.9
0000026d--2363789071--18,C_QUANTIZED,600,3,0,0,0,0,0,0,0,0,29,410,3,16,111.94571666666646,560.4200000000001,897.2580000000013,108024.7
0000026d--2363789071--19,C_QUANTIZED,600,19,7,17,8,21,13,10,2,518,102,509,8,18,139.4494577006506,783.9,1205.572,84033.6
0000026d--2363789071--2,C_QUANTIZED,599,6,4,4,3,4,1,4,0,499,55,628,6,22,181.5707500000002,1161.1350000000011,1749.0200000000004,102396.6
0000026d--2363789071--20,C_QUANTIZED,600,8,5,5,5,5,0,5,0,560,61,473,5,12,148.1180090045023,752.8799999999999,1381.9479999999999,114673.2
0000026d--2363789071--21,C_QUANTIZED,600,51,29,31,22,42,18,33,2,425,59,653,35,42,173.24203406813632,947.3049999999994,1962.143,102027.6
0000026d--2363789071--22,C_QUANTIZED,599,6,2,2,2,2,0,2,0,112,44,693,2,20,145.92193128752518,860.35,1214.2500000000005,90673.4
0000026d--2363789071--23,C_QUANTIZED,600,16,11,11,6,11,5,11,0,252,38,674,11,14,140.89338650714532,797.0399999999994,1132.292,120482.7
0000026d--2363789071--24,C_QUANTIZED,599,3,2,2,2,2,0,2,0,241,28,619,2,8,161.67486666666665,894.2300000000002,1781.992000000004,114888.3
0000026d--2363789071--25,C_QUANTIZED,600,4,3,3,3,3,0,3,0,187,63,482,3,12,120.51275391275406,765.2,1177.145,3201.4
0000026d--2363789071--26,C_QUANTIZED,599,5,1,2,2,2,0,2,0,409,14,486,3,4,122.15857071464225,657.6199999999989,1118.529999999994,83556.4
0000026d--2363789071--27,C_QUANTIZED,599,6,5,5,5,5,0,5,0,187,19,428,5,8,146.2934456304199,815.425,1356.820000000001,103592.7
0000026d--2363789071--28,C_QUANTIZED,599,9,4,4,2,4,2,4,0,179,54,541,5,10,152.8589333333335,849.690000000001,1269.3490000000008,156588.8
0000026d--2363789071--29,C_QUANTIZED,599,13,9,14,10,16,6,12,1,467,49,492,11,16,148.46016666666685,846.2,1279.644000000001,113158.1
0000026d--2363789071--3,C_QUANTIZED,599,28,13,20,14,23,13,17,2,569,78,505,22,44,164.64319092122804,877.4849999999998,1785.881,111796.2
0000026d--2363789071--30,C_QUANTIZED,600,4,2,2,2,2,0,2,0,568,40,444,3,12,155.51481666666606,879.7100000000002,1374.4060000000002,124987.6
0000026d--2363789071--31,C_QUANTIZED,600,0,0,0,0,0,0,0,0,0,15,384,0,8,119.52406604402948,671.175,1006.770000000001,56308.9
0000026d--2363789071--32,C_QUANTIZED,600,6,1,1,0,1,1,1,0,1,16,321,1,8,114.07978670221601,616.6,908.9,59539.6
0000026d--2363789071--33,C_QUANTIZED,600,4,3,3,3,3,0,3,0,428,30,518,3,6,137.58075383589048,729.0249999999999,1187.9300000000028,109871.4
0000026d--2363789071--34,C_QUANTIZED,600,3,2,2,2,2,0,2,0,2,8,443,2,10,164.4902016330618,845.2,1561.2,139035.7
0000026d--2363789071--35,C_QUANTIZED,600,1,1,1,1,1,0,1,0,1,3,197,1,4,129.79101067378252,705.5249999999999,995.9650000000001,61687.5
0000026d--2363789071--36,C_QUANTIZED,600,3,3,3,2,3,1,3,0,4,20,316,3,8,134.5611064822531,640.8,931.9,141406.0
0000026d--2363789071--37,C_QUANTIZED,600,13,6,9,5,9,4,6,1,536,35,598,6,12,160.6695499999998,910.6150000000001,1391.288000000002,123691.8
0000026d--2363789071--38,C_QUANTIZED,600,5,4,4,4,4,0,4,0,454,33,330,4,8,119.27016841754177,590.4199999999998,968.0919999999999,76207.0
0000026d--2363789071--39,C_QUANTIZED,600,4,1,1,0,1,1,1,0,231,45,433,1,16,111.67118333333339,618.405,883.1740000000017,79658.5
0000026d--2363789071--4,C_QUANTIZED,599,9,5,6,6,6,0,6,0,160,53,440,6,20,139.90599500416266,853.48,1211.556,60547.5
0000026d--2363789071--40,C_QUANTIZED,600,5,2,2,0,2,2,2,0,2,13,369,3,8,132.48622644655666,718.8999999999999,1029.6439999999998,127309.6
0000026d--2363789071--41,C_QUANTIZED,600,2,0,0,0,0,0,0,0,0,9,284,0,4,122.11736666666665,642.0300000000001,939.7200000000005,81161.9
0000026d--2363789071--42,C_QUANTIZED,600,10,8,8,8,8,0,8,0,361,59,482,8,12,136.07359119706572,738.9249999999995,1488.8949999999984,59329.6
0000026d--2363789071--43,C_QUANTIZED,600,2,1,1,1,1,0,1,0,65,59,472,1,8,138.36431901431888,788.9000000000001,1096.0549999999996,98823.9
0000026d--2363789071--44,C_QUANTIZED,600,3,0,0,0,0,0,0,0,0,5,297,0,6,121.0674434087882,608.8649999999999,988.3700000000084,88769.2
0000026d--2363789071--45,C_QUANTIZED,600,7,5,5,2,5,3,5,0,199,51,421,6,14,129.26471176274586,725.6850000000001,1087.8839999999998,60975.8
0000026d--2363789071--46,C_QUANTIZED,600,12,7,7,7,7,0,7,0,54,76,546,7,22,154.16045659056837,924.5,1307.6,79327.5
0000026d--2363789071--47,C_QUANTIZED,600,7,3,3,1,3,2,3,0,227,26,408,4,14,120.3186209193871,648.8399999999998,1010.2980000000008,49874.6
0000026d--2363789071--48,C_QUANTIZED,600,13,8,8,7,8,1,8,0,333,30,385,9,16,123.74190698449704,628.8199999999998,1122.427999999997,55592.9
0000026d--2363789071--49,C_QUANTIZED,600,32,11,14,11,14,4,12,1,510,79,536,16,30,149.8881833333333,795.9250000000001,1480.0030000000002,100676.3
0000026d--2363789071--5,C_QUANTIZED,599,16,8,8,7,8,1,8,0,482,70,515,13,18,138.86487252124633,752.5,1425.8,82831.8
0000026d--2363789071--50,C_QUANTIZED,600,11,10,20,6,24,18,10,1,262,52,490,8,20,146.45024178756057,792.3,1435.4159999999997,82031.7
0000026d--2363789071--51,C_QUANTIZED,599,4,1,1,1,1,0,1,0,89,15,515,1,8,156.44236412137388,923.8199999999997,1451.6869999999992,108279.1
0000026d--2363789071--52,C_QUANTIZED,599,4,3,3,3,3,0,3,0,200,19,355,3,8,121.91102375376396,643.9449999999999,955.1909999999992,99667.5
0000026d--2363789071--53,C_QUANTIZED,599,0,0,0,0,0,0,0,0,0,1,351,0,6,96.34194032338729,457.7799999999996,729.9559999999987,79305.7
0000026d--2363789071--54,C_QUANTIZED,599,12,7,5,5,7,0,7,0,141,58,456,6,10,137.28068690891004,735.0699999999997,1309.373999999999,87496.2
0000026d--2363789071--55,C_QUANTIZED,599,7,3,3,3,3,0,3,0,65,26,360,3,8,122.23781036493921,648.8,1059.5,80499.5
0000026d--2363789071--56,C_QUANTIZED,599,6,2,2,2,2,0,2,0,428,39,570,3,12,139.61071131101124,770.8699999999998,1275.963999999997,108267.8
0000026d--2363789071--57,C_QUANTIZED,600,18,7,7,5,7,2,7,0,499,71,504,7,16,158.34523492169262,889.3799999999999,1521.2869999999996,99401.0
0000026d--2363789071--58,C_QUANTIZED,600,4,2,2,2,2,0,2,0,386,37,463,2,10,176.6872248165437,1017.9250000000001,1713.4100000000021,95881.0
0000026d--2363789071--59,C_QUANTIZED,600,0,0,0,0,0,0,0,0,0,9,351,0,6,134.08734789131486,714.8799999999995,1267.033999999997,93555.0
0000026d--2363789071--6,C_QUANTIZED,599,4,3,3,3,3,0,3,0,574,55,478,3,14,157.06311229590122,859.9,1344.554999999999,133640.1
0000026d--2363789071--60,C_QUANTIZED,600,1,0,0,0,0,0,0,0,0,1,297,0,2,163.04141094062655,940.8249999999999,1430.4600000000012,125559.4
0000026d--2363789071--61,C_QUANTIZED,600,10,3,3,3,3,0,3,0,160,38,391,3,18,153.4860569715143,784.0,1247.6239999999984,150461.3
0000026d--2363789071--62,C_QUANTIZED,600,14,7,7,5,7,2,7,0,346,25,428,8,10,136.92308718119656,788.2999999999989,1224.3759999999982,76951.9
0000026d--2363789071--63,C_QUANTIZED,600,7,2,2,2,2,0,2,0,226,27,384,2,6,166.09231410470198,935.1449999999999,1327.1899999999991,152808.2
0000026d--2363789071--64,C_QUANTIZED,600,2,1,1,1,1,0,1,0,101,3,244,1,4,127.51345993669825,694.3499999999995,1167.321999999996,110320.8
0000026d--2363789071--65,C_QUANTIZED,600,2,2,2,1,2,1,2,0,2,5,267,2,4,125.73815635939336,702.51,928.8599999999985,104668.9
0000026d--2363789071--66,C_QUANTIZED,600,18,15,14,14,15,1,15,0,454,53,413,16,14,155.55594067655434,930.4,1365.0,122405.6
0000026d--2363789071--67,C_QUANTIZED,600,14,5,9,6,10,4,7,1,348,43,332,7,16,154.94354274287656,846.0,1283.5,137127.8
0000026d--2363789071--68,C_QUANTIZED,600,4,3,3,3,3,0,3,0,93,12,274,4,12,131.04448149383134,730.5949999999996,1212.5729999999976,58727.6
0000026d--2363789071--69,C_QUANTIZED,600,2,0,0,0,0,0,0,0,0,3,322,0,6,120.87352107982005,666.4,1027.5,53441.5
0000026d--2363789071--7,C_QUANTIZED,600,16,8,7,5,8,2,8,0,282,47,681,7,14,174.0000834585212,1042.9,1693.6300000000035,119306.7
0000026d--2363789071--70,C_QUANTIZED,600,6,3,3,3,3,0,3,0,197,61,450,4,20,122.92003333333354,683.5650000000003,1135.5190000000005,64449.4
0000026d--2363789071--71,C_QUANTIZED,600,10,6,6,4,6,2,6,0,544,49,524,6,6,157.47067155474068,834.9,1544.4,138251.1
0000026d--2363789071--72,C_QUANTIZED,600,7,2,2,2,2,0,2,0,343,17,447,2,8,128.7731711381432,633.8,1257.8,130504.7
0000026d--2363789071--73,C_QUANTIZED,600,9,3,3,3,3,0,3,0,123,34,467,3,8,125.30408401400224,670.8599999999985,1191.8339999999992,78690.0
0000026d--2363789071--74,C_QUANTIZED,600,1,0,0,0,0,0,0,0,0,22,293,0,8,94.9257752584194,545.3449999999998,822.4719999999993,2885.7
0000026d--2363789071--75,C_QUANTIZED,600,1,1,1,1,1,0,1,0,95,24,377,1,8,151.2214071357114,900.7949999999995,1564.7,67122.1
0000026d--2363789071--76,C_QUANTIZED,600,11,7,8,5,9,4,8,0,468,32,385,6,10,103.25955992665435,572.3099999999995,968.5599999999986,52402.3
0000026d--2363789071--77,C_QUANTIZED,599,4,3,3,1,3,2,3,0,4,34,284,4,10,117.61389259506305,530.15,912.105,132101.8
0000026d--2363789071--78,C_QUANTIZED,599,3,2,2,2,2,0,2,0,85,44,485,3,16,130.4090863621212,736.9999999999985,1057.3099999999981,86752.3
0000026d--2363789071--79,C_QUANTIZED,599,1,1,1,1,1,0,1,0,215,18,307,1,6,116.62531265632741,553.0999999999999,799.7079999999999,93224.1
0000026d--2363789071--8,C_QUANTIZED,600,9,3,3,2,3,1,3,0,498,48,539,3,14,155.53870429120065,950.8199999999986,1555.683999999998,58761.2
0000026d--2363789071--80,C_QUANTIZED,600,14,8,8,7,8,1,8,0,333,28,350,10,12,113.11738333333302,589.105,893.6010000000001,62502.1
0000026d--2363789071--81,C_QUANTIZED,600,5,2,2,1,2,1,2,0,330,43,314,2,14,129.47247125479063,621.0,1014.6,89274.3
0000026d--2363789071--82,C_QUANTIZED,599,2,0,0,0,0,0,0,0,0,2,284,0,2,117.61463821273752,619.2899999999997,851.8959999999992,80204.7
0000026d--2363789071--83,C_QUANTIZED,599,4,3,3,3,3,0,3,0,201,20,366,4,8,112.07199266911057,613.1499999999999,863.4869999999997,60374.1
0000026d--2363789071--84,C_QUANTIZED,599,3,1,1,1,1,0,1,0,4,7,254,1,4,98.08459873459883,472.27500000000003,664.4749999999999,63741.3
0000026d--2363789071--85,C_QUANTIZED,600,1,0,0,0,0,0,0,0,0,9,276,0,6,102.9341105929377,468.38999999999925,835.7670000000003,99906.5
0000026d--2363789071--86,C_QUANTIZED,600,1,0,0,0,0,0,0,0,0,8,379,0,8,132.69118480253272,741.6,1055.5,78783.1
0000026d--2363789071--87,C_QUANTIZED,600,3,2,2,2,2,0,2,0,508,28,352,2,12,122.8161752457105,655.3899999999999,987.2339999999964,101896.2
0000026d--2363789071--88,C_QUANTIZED,600,3,1,1,1,1,0,1,0,47,23,379,1,6,134.2433072178696,762.2699999999991,1028.269999999996,80334.2
0000026d--2363789071--89,C_QUANTIZED,600,7,3,3,2,3,1,3,0,232,38,423,4,10,125.64649341995651,674.7499999999998,1080.5179999999982,93610.9
0000026d--2363789071--9,C_QUANTIZED,600,4,2,2,2,2,0,2,0,2,61,608,2,20,138.3035749916861,746.4149999999995,1169.531,104273.3
0000026d--2363789071--90,C_QUANTIZED,600,13,5,5,5,5,0,5,0,359,65,531,8,20,150.17829638273074,881.0299999999999,1388.7619999999986,73865.9
0000026d--2363789071--91,C_QUANTIZED,600,8,6,6,5,6,1,6,0,591,43,555,6,14,130.87141666666636,763.84,1204.6340000000007,70413.8
0000026d--2363789071--92,C_QUANTIZED,600,1,0,0,0,0,0,0,0,0,18,472,0,10,156.76676671669185,910.92,1352.1479999999997,120062.5
0000026d--2363789071--93,C_QUANTIZED,600,5,3,3,3,3,0,3,0,130,9,471,3,8,155.84899966655559,894.1349999999996,1463.2219999999957,101507.5
0000026d--2363789071--94,C_QUANTIZED,600,16,7,7,7,7,0,7,0,493,26,588,8,16,163.09163054351464,1032.6799999999996,1769.4089999999999,95856.8
0000026d--2363789071--95,C_QUANTIZED,600,43,12,20,15,20,12,13,1,540,131,752,29,48,188.90381539486825,1204.1449999999993,2100.553999999997,119080.3
0000026d--2363789071--96,C_QUANTIZED,600,25,6,6,5,6,1,6,0,359,103,682,9,36,191.79481580263442,1163.369999999999,2157.485999999998,122834.9
0000026d--2363789071--97,C_QUANTIZED,600,5,1,1,1,1,0,1,0,1,30,364,1,16,153.77791298549826,733.41,1464.406,144175.3
0000026d--2363789071--98,C_QUANTIZED,600,52,18,36,12,38,26,19,2,486,200,684,23,52,321.56457152384127,2272.839999999997,3936.2349999999988,143284.1
0000026d--2363789071--99,C_QUANTIZED,600,33,13,21,13,22,11,14,1,310,59,568,18,42,162.11403099483454,1055.4,1562.9,86196.6
00000273--d384c0a41a--0,C_QUANTIZED,618,5,0,0,0,0,0,0,0,0,13,335,0,10,133.19400615583996,679.8599999999997,1145.7519999999997,129289.2
00000273--d384c0a41a--1,C_QUANTIZED,600,13,6,6,5,6,1,6,0,481,38,482,6,10,133.8406604402937,694.55,1243.765000000001,113216.2
00000273--d384c0a41a--10,C_QUANTIZED,599,3,1,1,1,1,0,1,0,1,3,181,1,2,132.09461346633475,606.9200000000003,1063.2799999999957,109198.4
00000273--d384c0a41a--11,C_QUANTIZED,600,5,3,3,3,3,0,3,0,226,1,224,3,4,102.76332778702152,630.8300000000002,932.3189999999998,2764.4
00000273--d384c0a41a--12,C_QUANTIZED,600,1,0,0,0,0,0,0,0,0,7,257,0,4,134.3550408265293,684.0,1028.8,124826.3
00000273--d384c0a41a--13,C_QUANTIZED,600,12,3,3,2,3,1,3,0,160,44,329,6,14,136.52279240253227,667.7499999999998,1674.1509999999967,49211.4
00000273--d384c0a41a--14,C_QUANTIZED,600,9,3,3,2,3,1,3,0,439,11,332,4,18,124.90579395558557,613.119999999998,1509.3439999999982,55931.7
00000273--d384c0a41a--15,C_QUANTIZED,600,0,0,0,0,0,0,0,0,0,25,291,0,6,136.62103419516257,714.7700000000004,1119.8920000000035,126143.9
00000273--d384c0a41a--16,C_QUANTIZED,600,2,0,0,0,0,0,0,0,0,17,395,0,6,139.52891445722878,825.0199999999998,1394.0359999999998,61992.8
00000273--d384c0a41a--17,C_QUANTIZED,600,15,3,3,2,3,1,3,0,125,37,347,3,18,156.00783072309235,830.2749999999999,1349.8999999999978,136038.6
00000273--d384c0a41a--18,C_QUANTIZED,600,6,3,3,2,3,1,3,0,367,12,408,3,10,149.58077114841282,874.8799999999999,1294.824,134621.8
00000273--d384c0a41a--19,C_QUANTIZED,600,7,3,3,3,3,0,3,0,237,33,511,4,16,126.26940410615936,753.0,1143.3400000000017,70923.9
00000273--d384c0a41a--2,C_QUANTIZED,600,3,0,0,0,0,0,0,0,0,8,451,0,4,127.78904452226108,669.4399999999998,1076.3879999999995,125192.2
00000273--d384c0a41a--20,C_QUANTIZED,600,4,1,1,1,1,0,1,0,112,28,459,1,12,118.7592432072013,659.5599999999991,1181.3199999999995,67202.2
00000273--d384c0a41a--21,C_QUANTIZED,600,13,11,14,10,14,8,12,1,545,40,459,14,12,125.15963654551473,643.4499999999996,1089.843999999999,60801.5
00000273--d384c0a41a--22,C_QUANTIZED,600,11,4,4,4,4,0,4,0,454,49,373,4,14,129.68089925062392,662.08,1082.5760000000002,86372.5
00000273--d384c0a41a--23,C_QUANTIZED,600,8,5,7,6,8,2,8,0,465,23,324,9,14,126.49260739260698,568.35,1070.5049999999997,136163.4
