key,candidate,scans,baseline_fractures,suppressed_fractures,grouping_changed_scans,member_count_changed_scans,new_merge_objects,new_split_objects,new_merge_episodes,persistent_new_merges,publication_changed_scans,representative_changes,pid_births,relaxed_edge_scans,state_peak,cpu_mean_us,cpu_p95_us,cpu_p99_us,cpu_max_us
00000280--91181081d4--44,A_HYSTERESIS,600,74,31,69,43,75,51,39,5,592,67,724,61,44,170.2527949274149,1056.1799999999996,1904.3559999999993,58240.4
00000280--91181081d4--5,A_HYSTERESIS,599,36,20,43,25,44,27,21,2,537,88,763,39,34,204.1007169056358,1459.1649999999995,2049.5899999999965,96454.4
00000280--91181081d4--6,A_HYSTERESIS,600,27,12,13,13,13,1,12,0,577,89,613,18,46,174.8861499999994,1041.4400000000005,1949.0460000000053,125200.2
00000280--91181081d4--7,A_HYSTERESIS,600,26,9,45,11,55,44,11,5,499,114,680,15,30,168.67560000000012,1072.6150000000005,1843.5030000000022,91890.2
00000280--91181081d4--8,A_HYSTERESIS,600,19,8,9,8,9,1,9,0,510,69,584,10,16,126.97314552425397,683.9499999999997,1134.3519999999987,76709.5
00000280--91181081d4--9,A_HYSTERESIS,600,3,3,3,2,3,1,3,0,3,9,492,3,10,138.46266666666662,737.415,1021.2440000000009,112843.8
00000283--b395338ef9--0,A_HYSTERESIS,620,46,26,42,38,48,20,28,5,439,102,614,47,44,201.5921312005162,1198.3399999999992,2295.4519999999993,108479.7
00000283--b395338ef9--1,A_HYSTERESIS,600,29,9,9,6,9,3,9,0,508,31,705,28,28,193.96831138523058,1451.5199999999995,2175.0199999999973,72876.8
00000283--b395338ef9--10,A_HYSTERESIS,600,24,12,13,12,13,1,12,0,440,120,505,14,16,147.2445222611301,812.1799999999997,1414.716,82975.6
00000283--b395338ef9--11,A_HYSTERESIS,600,6,4,4,3,4,1,4,0,324,38,403,4,10,143.34737543742642,779.7,1060.6,137800.4
00000283--b395338ef9--12,A_HYSTERESIS,600,28,9,12,11,12,1,9,1,461,139,684,13,26,182.3420806935648,1068.3249999999994,2016.3509999999994,123069.5
00000283--b395338ef9--13,A_HYSTERESIS,600,11,7,7,7,7,0,7,0,494,28,568,7,14,136.54925000000034,741.915,1485.2320000000009,88354.9
00000283--b395338ef9--14,A_HYSTERESIS,600,6,4,7,7,7,0,5,0,390,26,623,7,8,141.70753207798714,826.4,1174.0,98055.2
00000283--b395338ef9--15,A_HYSTERESIS,600,10,4,4,4,4,0,4,0,267,29,444,4,6,143.1349558259711,766.01,1157.4219999999996,135815.0
00000283--b395338ef9--16,A_HYSTERESIS,600,13,5,5,5,5,0,5,0,144,11,353,6,8,122.40906515580735,527.7,1320.0,95148.2
00000283--b395338ef9--17,A_HYSTERESIS,599,8,4,5,5,5,0,4,0,327,34,506,5,12,124.87106666666676,684.4400000000004,1210.8440000000007,87040.4
00000283--b395338ef9--18,A_HYSTERESIS,599,3,1,1,1,1,0,1,0,376,32,436,3,14,142.37225741913932,730.7999999999993,1191.510999999999,145188.2
00000283--b395338ef9--19,A_HYSTERESIS,600,8,2,2,2,2,0,2,0,116,38,425,2,12,128.62903064623592,654.7699999999999,962.8440000000013,141470.8
00000283--b395338ef9--2,A_HYSTERESIS,600,28,12,15,12,15,3,12,1,446,35,727,22,38,255.32358333333357,1927.9550000000004,2439.6370000000006,88083.2
00000283--b395338ef9--20,A_HYSTERESIS,599,20,13,31,9,49,42,14,3,417,52,472,19,32,145.83287808127892,785.4399999999986,1273.7470000000014,113245.9
00000283--b395338ef9--21,A_HYSTERESIS,600,6,2,2,1,2,1,2,0,20,46,453,2,10,134.57734843437729,692.7949999999996,1032.997,129427.3
00000283--b395338ef9--22,A_HYSTERESIS,600,20,16,18,13,18,5,16,0,510,36,388,25,24,129.72862856190628,630.5,1036.2,117684.9
00000283--b395338ef9--23,A_HYSTERESIS,599,23,12,18,14,18,5,12,1,337,79,426,16,24,131.52868333333296,743.9550000000002,1151.814,52051.4
00000283--b395338ef9--24,A_HYSTERESIS,599,15,9,14,13,14,5,10,2,355,151,573,14,28,152.4348441926346,860.9,1296.9,117985.5
00000283--b395338ef9--25,A_HYSTERESIS,600,43,25,69,45,101,57,30,8,394,140,646,41,42,152.82373333333345,878.83,1874.3490000000008,50401.1
00000283--b395338ef9--26,A_HYSTERESIS,600,39,23,30,27,31,8,25,2,531,127,823,37,46,208.57295000000028,1394.9900000000005,2375.484000000002,139214.2
00000283--b395338ef9--27,A_HYSTERESIS,600,36,12,13,12,13,1,13,0,590,93,665,18,26,177.95036055676653,1081.5499999999997,2160.982000000001,85739.9
00000283--b395338ef9--28,A_HYSTERESIS,600,10,5,6,4,6,2,5,0,391,107,494,8,18,131.65462577096176,790.1399999999992,1325.7019999999975,52926.4
00000283--b395338ef9--29,A_HYSTERESIS,600,10,7,12,12,12,0,7,1,241,49,440,13,14,142.62013634852036,806.7699999999999,1101.7019999999995,130984.1
00000283--b395338ef9--3,A_HYSTERESIS,600,19,9,14,12,14,2,9,1,546,57,411,14,26,159.34091666666683,919.4900000000002,1587.6240000000028,130218.7
00000283--b395338ef9--30,A_HYSTERESIS,600,31,15,14,12,15,2,15,0,588,54,531,17,24,149.3651092941764,892.3399999999998,1491.1479999999992,68351.1
00000283--b395338ef9--31,A_HYSTERESIS,600,50,11,21,18,21,9,12,2,473,127,606,17,20,180.53407123834862,933.53,2008.613000000004,138846.2
00000283--b395338ef9--32,A_HYSTERESIS,600,57,34,28,19,36,18,35,0,584,104,528,42,40,153.33894719307077,850.8999999999996,1733.657999999999,75291.0
00000283--b395338ef9--33,A_HYSTERESIS,600,4,2,3,3,3,0,2,0,56,14,353,4,6,115.5811635272544,607.7199999999993,903.7119999999998,59429.5
00000283--b395338ef9--34,A_HYSTERESIS,600,4,4,4,3,4,1,4,0,60,13,456,4,8,151.0648274712453,897.5099999999994,1409.1039999999998,90555.4
00000283--b395338ef9--35,A_HYSTERESIS,600,4,3,3,3,3,0,3,0,363,3,432,3,4,135.99501334222833,776.125,1054.3600000000001,94663.8
00000283--b395338ef9--36,A_HYSTERESIS,600,31,17,19,19,19,0,17,0,367,51,480,19,12,143.69094547273627,756.3,1527.408,52791.6
00000283--b395338ef9--37,A_HYSTERESIS,600,17,10,10,10,10,0,10,0,427,47,614,10,16,141.34699717185174,898.25,1330.07,48314.5
00000283--b395338ef9--38,A_HYSTERESIS,600,18,2,4,4,4,0,2,1,537,84,591,8,16,178.87724471097812,1049.7299999999987,2084.353999999999,57372.8
00000283--b395338ef9--39,A_HYSTERESIS,600,3,1,2,2,2,0,2,0,298,22,451,2,8,137.874808397201,795.3099999999996,1220.5869999999998,98249.4
00000283--b395338ef9--4,A_HYSTERESIS,600,4,4,4,3,4,1,4,0,4,0,113,4,4,99.08618333333315,564.9800000000002,786.0130000000003,39564.0
00000283--b395338ef9--40,A_HYSTERESIS,600,0,0,0,0,0,0,0,0,0,11,533,1,10,141.7794436115276,807.8799999999999,1250.6839999999975,85258.7
00000283--b395338ef9--41,A_HYSTERESIS,600,12,1,1,0,1,1,1,0,1,37,436,1,22,114.99673333333351,637.0250000000001,1206.106,56870.1
00000283--b395338ef9--42,A_HYSTERESIS,600,3,0,0,0,0,0,0,0,0,8,256,0,6,125.32422525824677,681.195,972.6649999999993,104856.9
00000283--b395338ef9--43,A_HYSTERESIS,600,12,7,6,5,7,2,7,0,56,59,435,7,16,153.17787404198566,845.2249999999993,1426.5649999999991,119992.3
00000283--b395338ef9--44,A_HYSTERESIS,600,27,11,22,14,23,9,11,4,457,168,542,23,56,184.63095000000047,962.2450000000002,2693.389000000004,81769.5
00000283--b395338ef9--45,A_HYSTERESIS,599,29,16,47,29,47,31,16,2,523,106,643,24,46,206.28968505249057,1328.1,2212.4,119898.2
00000283--b395338ef9--46,A_HYSTERESIS,600,10,8,30,30,30,20,9,2,543,10,141,15,34,169.60806263534886,1183.9999999999995,1452.2679999999993,59727.7
00000283--b395338ef9--47,A_HYSTERESIS,599,52,18,56,45,64,38,24,5,398,61,624,47,44,176.69873354440978,1016.2,1966.6,82100.7
00000283--b395338ef9--48,A_HYSTERESIS,599,36,26,41,35,45,9,30,3,586,38,339,47,48,120.4491336221262,501.66999999999985,1371.7779999999993,106413.1
00000283--b395338ef9--49,A_HYSTERESIS,28,0,0,0,0,0,0,0,0,0,0,5,0,6,80.31339869281047,391.29999999999995,491.65499999999986,774.3
00000283--b395338ef9--5,A_HYSTERESIS,600,2,0,0,0,0,0,0,0,0,20,314,1,34,160.29279759919962,820.6149999999992,1474.5809999999992,133394.0
00000283--b395338ef9--6,A_HYSTERESIS,600,25,12,15,11,15,4,12,0,569,52,507,18,30,165.6844025995659,1004.8,1614.7,118316.6
00000283--b395338ef9--7,A_HYSTERESIS,600,1,1,1,1,1,0,1,0,1,23,415,5,10,145.56863333333308,772.2450000000002,1454.987000000002,103577.6
00000283--b395338ef9--8,A_HYSTERESIS,600,29,16,16,10,18,9,17,0,333,107,647,35,36,175.5420070011671,1138.52,1954.5659999999866,93378.8
00000283--b395338ef9--9,A_HYSTERESIS,600,5,2,7,2,7,5,3,1,254,9,265,4,12,121.93802699550056,631.2,863.7,95131.0
00000285--27dca1de75--10,A_HYSTERESIS,599,25,19,18,13,19,6,19,0,536,64,450,31,24,138.88091348558103,766.6199999999999,1356.502,95004.7
00000285--27dca1de75--11,A_HYSTERESIS,599,12,5,5,5,5,0,5,0,106,25,422,9,14,142.71393565594295,755.9999999999984,1170.6859999999979,118077.6
00000285--27dca1de75--12,A_HYSTERESIS,600,6,4,5,4,5,1,5,0,113,50,491,4,16,140.53706048991862,731.6,1239.1,111597.3
00000285--27dca1de75--13,A_HYSTERESIS,600,40,18,38,21,46,33,19,4,441,83,610,28,40,209.1842307051175,1288.799999999996,2352.269999999996,119173.2
00000285--27dca1de75--14,A_HYSTERESIS,600,5,3,12,2,12,10,3,1,153,27,252,5,10,103.14294049008193,510.22999999999985,868.3999999999976,52240.7
00000285--27dca1de75--15,A_HYSTERESIS,600,15,9,15,9,15,6,10,1,448,61,391,12,14,137.04632438739787,738.6799999999995,1099.3199999999995,119260.1
00000285--27dca1de75--16,A_HYSTERESIS,600,12,4,5,3,5,2,4,0,487,60,452,5,16,142.08924999999942,842.7250000000001,1156.8330000000005,56491.0
00000285--27dca1de75--17,A_HYSTERESIS,600,13,4,6,6,6,0,4,1,223,88,465,6,12,146.51641666666654,766.415,1478.5310000000006,105230.9
00000285--27dca1de75--18,A_HYSTERESIS,600,14,7,9,9,9,0,7,0,315,77,409,9,18,145.85277453757712,790.5,1272.4,113255.4
00000285--27dca1de75--19,A_HYSTERESIS,600,54,37,40,25,50,30,41,2,495,93,724,46,40,157.40689022355699,874.1349999999977,1899.2159999999917,53624.0
00000285--27dca1de75--2,A_HYSTERESIS,600,48,17,20,16,20,4,17,1,589,326,694,28,50,224.21514999999877,1489.8200000000018,3189.6420000000057,57867.5
00000285--27dca1de75--20,A_HYSTERESIS,600,33,27,23,18,27,10,27,0,203,67,656,28,30,134.25055018339384,773.3899999999998,1260.830999999998,59790.4
00000285--27dca1de75--21,A_HYSTERESIS,600,13,11,12,9,12,3,11,0,596,41,418,17,20,125.52019006335392,627.6499999999996,1019.4449999999996,73601.8
00000285--27dca1de75--22,A_HYSTERESIS,600,5,2,2,2,2,0,2,0,386,31,356,3,10,134.56573333333338,623.3550000000001,996.1510000000012,135829.5
00000285--27dca1de75--23,A_HYSTERESIS,600,24,14,18,17,18,1,14,1,394,135,481,22,22,135.198217854764,670.2999999999989,1166.4910000000025,116216.8
00000285--27dca1de75--24,A_HYSTERESIS,600,16,9,12,11,12,1,9,0,361,78,391,13,14,113.12372542485849,588.8899999999999,914.6819999999997,72719.4
00000285--27dca1de75--25,A_HYSTERESIS,600,27,23,20,13,24,12,24,0,503,33,262,35,48,133.1719307013156,550.3699999999995,1479.9099999999828,126790.1
00000285--27dca1de75--26,A_HYSTERESIS,600,21,14,14,9,14,5,14,0,280,82,441,23,28,121.43945000000006,672.8800000000002,1217.4060000000002,49339.6
00000285--27dca1de75--27,A_HYSTERESIS,599,30,18,26,19,27,23,18,1,403,63,548,30,28,135.80206528980676,785.0949999999997,1385.8790000000001,75655.8
00000285--27dca1de75--28,A_HYSTERESIS,599,44,22,42,32,46,36,23,5,591,111,696,38,38,204.5013495501491,1378.1599999999999,2185.3940000000002,91501.7
00000285--27dca1de75--29,A_HYSTERESIS,600,48,29,107,46,108,70,36,7,578,199,765,56,48,264.8878060969509,1663.0099999999995,2822.2819999999997,129322.5
00000285--27dca1de75--3,A_HYSTERESIS,599,14,11,13,10,13,3,11,1,349,45,538,12,16,140.273195532588,842.7999999999989,1185.0099999999975,90575.1
00000285--27dca1de75--30,A_HYSTERESIS,600,88,49,102,85,114,61,58,10,507,51,662,79,32,184.75591469510232,1194.83,1919.1809999999998,86201.2
00000285--27dca1de75--31,A_HYSTERESIS,599,64,38,112,98,129,84,43,6,587,42,719,67,34,229.1682833333329,1568.8049999999998,2414.5520000000038,88142.1
00000285--27dca1de75--32,A_HYSTERESIS,599,84,38,102,75,131,76,44,8,576,70,754,65,50,172.38156666666669,1153.5700000000002,1864.5160000000026,64430.8
00000285--27dca1de75--33,A_HYSTERESIS,599,21,7,26,17,40,23,12,5,558,14,230,18,30,182.7761833333335,1225.8049999999998,1902.4340000000009,53122.5
00000285--27dca1de75--34,A_HYSTERESIS,189,0,0,0,0,0,0,0,0,0,0,45,0,10,154.3670846394987,1159.81,1417.1799999999996,3827.1
00000285--27dca1de75--4,A_HYSTERESIS,599,4,2,2,1,2,1,2,0,48,14,411,3,16,147.20048325279117,851.2,1305.8,108983.3
00000285--27dca1de75--5,A_HYSTERESIS,599,7,4,5,5,5,0,4,0,299,20,621,5,12,184.33898615974655,1135.2199999999998,1655.1279999999997,121302.6
00000285--27dca1de75--6,A_HYSTERESIS,599,4,1,1,1,1,0,1,0,402,19,485,2,12,149.9503001000336,832.1649999999996,1499.7409999999961,112691.4
00000285--27dca1de75--7,A_HYSTERESIS,599,6,3,4,4,4,0,3,0,28,30,504,4,10,163.34056352117344,1014.1,1489.383999999999,92821.3
00000285--27dca1de75--8,A_HYSTERESIS,600,6,4,4,4,4,0,4,0,298,12,454,4,10,139.7239500000006,802.7100000000002,1235.8240000000003,88731.1
00000285--27dca1de75--9,A_HYSTERESIS,600,20,11,19,12,19,8,11,3,465,56,589,22,26,160.23672278713133,907.4699999999985,1868.2859999999932,70695.4
00000286--de6bd2c087--11,A_HYSTERESIS,600,17,5,6,5,6,1,5,0,501,141,584,7,40,161.71341666666615,996.81,1877.1,73952.9
00000286--de6bd2c087--12,A_HYSTERESIS,600,6,2,2,2,2,0,2,0,422,27,367,2,12,127.08950174970838,530.5,1351.0,83412.0
00000286--de6bd2c087--13,A_HYSTERESIS,600,19,13,13,11,13,2,13,0,420,55,490,15,22,129.37063333333384,661.1100000000004,1090.0080000000003,127801.2
00000286--de6bd2c087--14,A_HYSTERESIS,600,14,9,11,8,11,3,9,1,274,72,451,14,14,144.3452607029814,824.4799999999979,1373.6779999999994,111892.5
00000286--de6bd2c087--15,A_HYSTERESIS,600,23,15,15,8,15,7,15,0,536,55,372,19,38,132.612516733601,574.6750000000001,1254.25,135170.8
00000286--de6bd2c087--16,A_HYSTERESIS,600,89,63,52,40,65,27,63,0,595,110,532,86,62,160.58346391065177,734.969999999999,2425.5999999999813,114465.3
00000286--de6bd2c087--17,A_HYSTERESIS,600,17,13,10,7,13,4,13,0,408,39,445,12,22,122.52424495244438,736.1799999999992,1194.988,2924.7
00000286--de6bd2c087--18,A_HYSTERESIS,600,10,5,6,5,6,1,5,0,292,63,629,6,8,111.68617357987655,596.9599999999998,856.5659999999992,74802.6
00000286--de6bd2c087--19,A_HYSTERESIS,600,38,25,27,17,30,15,26,1,566,67,604,29,54,163.73475508163946,897.024999999999,1750.953999999999,99974.9
00000286--de6bd2c087--20,A_HYSTERESIS,599,6,5,5,4,5,1,5,0,274,29,385,5,10,129.06923974658216,627.2,899.3329999999997,96027.0
00000286--de6bd2c087--21,A_HYSTERESIS,599,3,1,1,1,1,0,1,0,1,34,294,1,6,108.23646666666683,558.1150000000001,828.641000000001,52722.3
00000286--de6bd2c087--22,A_HYSTERESIS,600,1,0,0,0,0,0,0,0,0,10,332,0,4,81.49709951658585,400.7,577.8039999999999,43294.4
00000286--de6bd2c087--23,A_HYSTERESIS,600,2,2,2,2,2,0,2,0,44,3,377,2,4,129.89748417194255,571.1850000000001,1296.1259999999986,115837.9
00000286--de6bd2c087--24,A_HYSTERESIS,599,21,9,9,9,9,0,9,0,124,61,523,11,38,137.16918837675365,714.4499999999982,1401.4860000000003,122855.1
00000286--de6bd2c087--25,A_HYSTERESIS,599,17,8,10,10,10,0,8,1,414,53,451,12,14,110.00788111537838,583.5199999999996,1105.9359999999995,41561.6
00000286--de6bd2c087--26,A_HYSTERESIS,599,29,16,17,17,17,0,16,0,595,71,473,18,16,127.2655603735823,664.125,1391.640000000001,56173.2
00000286--de6bd2c087--27,A_HYSTERESIS,599,60,42,56,35,73,41,47,4,515,113,522,57,52,167.23953720659247,904.5299999999994,1811.7519999999975,115546.6
00000286--de6bd2c087--28,A_HYSTERESIS,600,3,1,1,1,1,0,1,0,365,32,542,1,10,146.18998500249904,834.1,1241.5,104853.9
00000286--de6bd2c087--29,A_HYSTERESIS,599,10,5,8,3,8,5,5,1,241,66,573,7,22,148.62955640471804,927.0399999999997,1399.0439999999974,66706.9
00000286--de6bd2c087--30,A_HYSTERESIS,600,0,0,0,0,0,0,0,0,0,13,456,0,6,131.55052456286458,784.26,1195.488,71894.9
00000286--de6bd2c087--31,A_HYSTERESIS,600,11,5,20,7,20,13,5,1,452,38,650,8,12,171.29276907697502,1071.6999999999996,1746.0869999999977,80858.7
00000286--de6bd2c087--32,A_HYSTERESIS,600,2,0,0,0,0,0,0,0,0,28,437,1,6,154.77690896965623,835.415,1241.9329999999998,133493.9
00000286--de6bd2c087--33,A_HYSTERESIS,600,1,1,1,1,1,0,1,0,399,11,434,1,8,147.39985000000019,833.1100000000001,1387.6120000000003,59048.1
00000286--de6bd2c087--34,A_HYSTERESIS,600,21,12,19,16,19,11,12,2,310,37,503,23,30,155.660739876687,856.1,1357.7,138038.1
0000028b--ca855432c0--10,A_HYSTERESIS,600,19,7,7,7,7,0,7,0,407,60,549,8,10,138.1683438853715,851.3799999999999,1218.2219999999982,42957.3
0000028b--ca855432c0--11,A_HYSTERESIS,599,19,6,8,7,8,1,6,1,287,65,616,10,18,165.96611666666632,928.2050000000004,1566.5130000000004,134871.7
0000028b--ca855432c0--24,A_HYSTERESIS,600,22,19,21,20,22,2,19,1,540,61,455,31,26,123.30143047238882,614.8899999999999,1207.7700000000043,86212.0
0000028b--ca855432c0--25,A_HYSTERESIS,600,10,3,5,5,5,0,3,1,273,67,523,6,36,146.70649783405528,821.2449999999997,1622.2909999999977,91512.3
0000028b--ca855432c0--33,A_HYSTERESIS,599,8,4,5,4,5,1,4,0,129,34,379,5,12,150.1428785857237,808.1500000000001,1268.3800000000008,99500.7
0000028b--ca855432c0--57,A_HYSTERESIS,599,50,19,34,26,35,12,21,3,544,317,1081,29,26,198.15042507084513,1320.989999999999,2056.6039999999953,86483.3
0000028b--ca855432c0--58,A_HYSTERESIS,600,41,18,25,19,25,6,18,2,533,225,960,25,22,171.0229243081027,1009.1849999999986,1881.5719999999994,86317.4
0000028b--ca855432c0--78,A_HYSTERESIS,600,13,8,30,22,30,22,12,4,561,38,392,19,30,142.58596989966554,797.2650000000003,1605.3570000000004,52361.1
0000028f--bc6e81a93a--32,A_HYSTERESIS,600,53,26,32,26,33,6,26,1,420,173,658,34,18,138.50597437177538,883.739999999999,1413.8320000000012,38948.9
0000028f--bc6e81a93a--35,A_HYSTERESIS,600,28,7,9,8,9,1,7,1,223,76,574,9,16,133.87501252714236,754.1599999999995,1444.612000000002,55972.5
0000028f--bc6e81a93a--36,A_HYSTERESIS,599,57,27,38,33,41,7,30,0,562,162,797,40,22,165.58935246996012,1046.205,1595.6240000000005,104560.4
0000028f--bc6e81a93a--37,A_HYSTERESIS,600,50,21,38,24,40,27,21,4,520,216,714,38,26,183.12341561040756,1148.1,1863.9900000000005,114650.6
0000028f--bc6e81a93a--38,A_HYSTERESIS,600,44,16,25,17,25,9,17,1,577,194,767,27,18,165.03014950166087,1038.0350000000008,1650.9780000000014,98072.3
00000292--6d6fbf4d88--17,A_HYSTERESIS,600,8,5,17,9,22,13,7,2,417,40,564,9,14,113.51286666666681,643.405,1003.9560000000012,66074.3
00000294--307ed6c5e3--0,A_HYSTERESIS,615,51,23,25,23,27,3,26,0,574,101,677,35,32,181.6803129074312,1107.525,1922.3799999999997,108795.5
00000294--307ed6c5e3--1,A_HYSTERESIS,600,41,30,65,58,79,49,37,6,577,38,369,45,58,167.91079052701784,1124.125,1835.3000000000022,73450.4
00000294--307ed6c5e3--10,A_HYSTERESIS,599,24,11,12,11,13,4,11,0,310,113,682,13,24,173.54771590530208,1049.475,1758.003,115157.4
00000294--307ed6c5e3--11,A_HYSTERESIS,599,5,4,5,3,5,2,4,0,144,78,652,6,20,171.19973337777046,960.0,2116.4,72111.5
00000294--307ed6c5e3--12,A_HYSTERESIS,599,9,7,9,8,9,1,7,1,458,26,522,9,18,146.6054018006,793.5499999999989,1265.5899999999992,129704.5
00000294--307ed6c5e3--13,A_HYSTERESIS,599,14,6,7,7,7,0,6,0,312,93,725,7,16,183.03226666666689,1081.4750000000006,2053.014,130511.8
00000294--307ed6c5e3--14,A_HYSTERESIS,600,7,5,5,5,5,2,5,0,355,23,610,6,8,156.49898333333283,938.825,1517.5690000000016,92665.8
00000294--307ed6c5e3--15,A_HYSTERESIS,600,15,3,4,4,4,0,3,0,426,73,835,4,16,162.13361120373463,979.4249999999995,1540.248999999998,129417.0
00000294--307ed6c5e3--16,A_HYSTERESIS,599,20,9,10,9,10,5,10,0,177,94,780,17,24,174.906069701517,1008.6199999999997,2018.9639999999997,96985.8
00000294--307ed6c5e3--17,A_HYSTERESIS,600,23,12,17,12,18,8,14,1,590,211,784,29,52,239.5198966838858,1618.6,2973.7,155744.6
00000294--307ed6c5e3--18,A_HYSTERESIS,600,29,9,18,11,21,10,12,3,589,231,859,16,58,221.92297297297364,1558.7899999999993,3006.549,77120.4
00000294--307ed6c5e3--19,A_HYSTERESIS,600,41,16,29,15,33,24,20,2,385,303,897,29,62,221.12985671442854,1516.4099999999992,2638.6049999999914,97943.3
00000294--307ed6c5e3--2,A_HYSTERESIS,600,26,17,93,45,134,101,31,10,590,32,444,41,34,169.44044325945717,1059.1,2028.0,48350.7
00000294--307ed6c5e3--20,A_HYSTERESIS,600,33,19,30,25,30,21,20,1,592,184,840,35,52,197.45360653006796,1168.3799999999999,2240.9719999999993,122407.7
00000294--307ed6c5e3--21,A_HYSTERESIS,600,26,16,19,19,19,0,17,0,572,46,558,19,18,155.84782681099065,958.7000000000003,1628.9320000000002,51215.7
00000294--307ed6c5e3--22,A_HYSTERESIS,600,4,1,1,1,1,0,1,0,1,6,150,2,18,110.56535577403791,556.0,885.9,47025.2
00000294--307ed6c5e3--23,A_HYSTERESIS,600,0,0,0,0,0,0,0,0,0,2,86,0,4,117.285785702383,595.4,793.8,109606.7
00000294--307ed6c5e3--24,A_HYSTERESIS,600,23,10,30,11,30,19,11,1,239,58,431,19,32,186.27251374312777,882.2899999999989,2342.7279999999964,117057.5
00000294--307ed6c5e3--25,A_HYSTERESIS,600,6,0,0,0,0,0,0,0,0,36,278,7,26,151.13342780927,789.2049999999997,1270.3929999999991,132291.6
00000294--307ed6c5e3--26,A_HYSTERESIS,600,17,7,9,7,9,2,8,0,399,17,159,15,20,104.98985169138516,564.8,914.5,56549.3
00000294--307ed6c5e3--27,A_HYSTERESIS,600,14,4,4,4,4,0,4,0,165,0,63,13,30,126.84510000000022,755.2200000000001,956.2140000000003,76868.4
00000294--307ed6c5e3--28,A_HYSTERESIS,600,52,23,41,32,45,25,27,5,459,80,569,43,36,173.07153807698734,1092.0,2024.2,73970.7
00000294--307ed6c5e3--3,A_HYSTERESIS,600,8,5,6,4,6,2,5,0,201,22,364,9,28,160.84507253626825,925.2799999999999,1467.56,124942.3
00000294--307ed6c5e3--4,A_HYSTERESIS,600,27,5,8,8,8,0,6,1,486,225,822,9,48,231.02558798999064,1653.8600000000015,2995.530000000002,80022.7
00000294--307ed6c5e3--5,A_HYSTERESIS,600,14,4,6,6,6,0,5,0,547,124,643,6,32,157.83304434811606,902.239999999998,1436.0869999999993,133750.0
00000294--307ed6c5e3--6,A_HYSTERESIS,600,16,11,12,10,12,2,11,0,485,88,648,13,18,129.12923333333327,699.6250000000001,1150.5080000000003,72142.2
00000294--307ed6c5e3--7,A_HYSTERESIS,600,24,7,8,8,8,1,7,0,437,82,774,8,12,127.51206666666668,757.0450000000002,1141.3840000000016,50520.6
00000294--307ed6c5e3--8,A_HYSTERESIS,599,15,4,6,5,6,1,5,0,536,119,606,6,24,128.19671557185768,628.9549999999994,1080.5179999999998,131831.6
00000294--307ed6c5e3--9,A_HYSTERESIS,599,14,6,7,6,7,1,6,0,593,64,553,7,18,140.44871666666674,751.1550000000002,1233.6220000000005,93037.4
00000299--4e4dc57170--0,A_HYSTERESIS,620,30,12,21,15,24,12,15,2,390,55,621,21,36,170.55540125948667,1073.6599999999999,1739.9119999999996,74882.9
00000299--4e4dc57170--1,A_HYSTERESIS,600,26,16,22,13,24,12,17,1,521,42,472,24,22,173.5819106368793,1004.2949999999973,2145.821,53783.5
00000299--4e4dc57170--10,A_HYSTERESIS,600,15,4,9,2,9,7,5,1,489,104,716,8,36,177.75857357107148,924.6,2182.7,101232.9
00000299--4e4dc57170--11,A_HYSTERESIS,600,26,1,1,1,1,0,1,0,129,196,648,6,50,191.97532922153704,1043.849999999997,2557.309999999981,91373.9
00000299--4e4dc57170--12,A_HYSTERESIS,600,10,5,6,6,6,0,5,0,462,75,709,6,20,156.88707097634088,973.175,1633.8939999999977,59744.5
00000299--4e4dc57170--13,A_HYSTERESIS,599,42,13,21,13,21,10,13,1,576,165,746,17,22,158.96562187395807,953.4299999999992,1727.0869999999916,55906.2
00000299--4e4dc57170--14,A_HYSTERESIS,599,44,37,37,25,52,30,39,2,441,62,588,43,48,142.40299950008333,847.8,1624.1,51254.4
00000299--4e4dc57170--15,A_HYSTERESIS,599,10,5,5,4,5,1,5,0,516,27,440,5,10,128.10478413068842,691.2699999999991,1238.075999999996,106294.3
00000299--4e4dc57170--16,A_HYSTERESIS,599,27,13,15,11,17,7,14,1,486,84,685,22,28,149.31490248374695,902.9399999999991,1436.2719999999958,108042.2
00000299--4e4dc57170--17,A_HYSTERESIS,600,18,10,23,16,32,16,12,2,277,28,516,14,38,138.38870564717624,737.419999999999,1347.9659999999926,73020.6
00000299--4e4dc57170--18,A_HYSTERESIS,599,16,7,10,5,10,8,7,1,248,117,630,12,34,151.037735534434,911.3599999999997,1512.432,77600.3
00000299--4e4dc57170--19,A_HYSTERESIS,600,21,10,10,8,10,2,10,0,532,82,603,12,16,137.94630894850903,815.1,1185.8,103206.6
00000299--4e4dc57170--2,A_HYSTERESIS,600,5,2,5,5,5,0,3,0,436,42,245,9,38,129.84507417902955,648.3899999999994,1267.2539999999963,93011.7
00000299--4e4dc57170--20,A_HYSTERESIS,600,14,7,7,5,7,2,7,0,401,105,617,10,14,150.30449999999968,901.0850000000003,1330.1200000000003,91808.3
00000299--4e4dc57170--21,A_HYSTERESIS,600,22,6,12,10,12,2,7,1,568,120,599,14,42,185.81943333333274,1237.335,2143.928000000001,83398.9
00000299--4e4dc57170--22,A_HYSTERESIS,600,6,2,2,2,2,0,2,0,31,33,382,2,26,172.97607862735282,1055.1499999999999,1677.8699999999994,124003.5
