family_id,key,route,segment,raw_pair,parent_member_sets,split_count,rejoin_count,median_split_interval_s,max_split_interval_s,median_rejoin_latency_s,pid_births,representative_retained,boundary_causes,publication_visible,internal_only
00000247--b657952782--8:174|182,00000247--b657952782--8,00000247,8,174|182,174|182,2,1,2.299430972,2.299430972,1.999239993,2,2,"{""DISTANCE_DIAMETER"":1,""DISTANCE_GROWTH"":1}",2,0
00000247--b657952782--9:4|11,00000247--b657952782--9,00000247,9,4|11,4|11,2,2,0.199182317,0.199182317,0.20143640299999999,1,1,"{""LATERAL_GROWTH"":2}",2,0
00000247--b657952782--9:5|11,00000247--b657952782--9,00000247,9,5|11,4|5|10|11;5|10|11,2,2,15.000522199,15.000522199,0.49988215950000003,2,1,"{""LATERAL_DIAMETER"":1,""LATERAL_GROWTH"":1}",2,0
00000247--b657952782--9:66|79,00000247--b657952782--9,00000247,9,66|79,66|79|80,2,1,4.100258683,4.100258683,3.899556006,2,1,"{""DISTANCE_DIAMETER"":2}",2,0
00000250--8354d55131--0:128|145,00000250--8354d55131--0,00000250,0,128|145,128|144|145,2,2,0.199422153,0.199422153,0.20017469799999998,1,2,"{""LATERAL_DIAMETER"":1,""LATERAL_GROWTH"":1}",2,0
00000250--8354d55131--0:129|130,00000250--8354d55131--0,00000250,0,129|130,129|130,2,1,0.600369442,0.600369442,0.300634892,1,2,"{""LATERAL_DIAMETER"":2}",2,0
00000250--8354d55131--0:141|177,00000250--8354d55131--0,00000250,0,141|177,141|177,3,3,1.300270055,1.699619173,0.899398392,2,2,"{""LATERAL_DIAMETER"":1,""LATERAL_GROWTH"":2}",3,0
00000250--8354d55131--0:163|164,00000250--8354d55131--0,00000250,0,163|164,163|164,2,1,1.398498726,1.398498726,0.798028407,1,1,"{""DISTANCE_DIAMETER"":1,""LATERAL_DIAMETER"":1}",2,0
00000250--8354d55131--0:164|175,00000250--8354d55131--0,00000250,0,164|175,164|175,2,1,1.700320751,1.700320751,0.900425827,1,2,"{""DISTANCE_GROWTH"":1,""LATERAL_DIAMETER"":1}",2,0
00000250--8354d55131--0:182|185,00000250--8354d55131--0,00000250,0,182|185,182|185,2,2,0.701600026,0.701600026,1.8996678585,1,1,"{""LATERAL_DIAMETER"":2}",2,0
00000250--8354d55131--0:194|199,00000250--8354d55131--0,00000250,0,194|199,194|199,2,2,0.508978871,0.508978871,0.10007598300000001,0,0,"{""LATERAL_GROWTH"":2}",2,0
00000250--8354d55131--0:194|220,00000250--8354d55131--0,00000250,0,194|220,194|199|220,2,1,4.110091361,4.110091361,4.009819234,2,2,"{""DISTANCE_DIAMETER"":1,""LATERAL_GROWTH"":1}",2,0
00000250--8354d55131--0:199|275,00000250--8354d55131--0,00000250,0,199|275,199|275;199|275|284,2,1,3.700194902,3.700194902,0.600878254,2,2,"{""LATERAL_DIAMETER"":2}",2,0
00000250--8354d55131--0:1|55,00000250--8354d55131--0,00000250,0,1|55,1|55,2,2,0.900463985,0.900463985,0.5000358555,2,2,"{""LATERAL_DIAMETER"":2}",2,0
00000250--8354d55131--0:289|299,00000250--8354d55131--0,00000250,0,289|299,289|299,2,1,1.300086928,1.300086928,1.099535923,2,2,"{""LATERAL_DIAMETER"":2}",2,0
00000250--8354d55131--0:289|312,00000250--8354d55131--0,00000250,0,289|312,289|312,2,1,2.699791637,2.699791637,2.400095639,2,2,"{""LATERAL_DIAMETER"":2}",2,0
00000250--8354d55131--0:85|86,00000250--8354d55131--0,00000250,0,85|86,82|85|86,3,2,1.8046658375,3.208360447,0.704416841,2,2,"{""DISTANCE_DIAMETER"":1,""LATERAL_GROWTH"":2}",3,0
00000250--8354d55131--1:327|355,00000250--8354d55131--1,00000250,1,327|355,327|355,2,1,1.100395579,1.100395579,0.701225671,1,1,"{""DISTANCE_DIAMETER"":1,""LATERAL_GROWTH"":1}",2,0
00000250--8354d55131--1:355|357,00000250--8354d55131--1,00000250,1,355|357,355|357,2,2,0.600045053,0.600045053,0.400016908,1,2,"{""DISTANCE_DIAMETER"":1,""LATERAL_GROWTH"":1}",2,0
00000250--8354d55131--1:445|511,00000250--8354d55131--1,00000250,1,445|511,445|511,2,2,0.200083929,0.200083929,0.1000558185,2,2,"{""DISTANCE_GROWTH"":2}",2,0
00000250--8354d55131--1:623|641,00000250--8354d55131--1,00000250,1,623|641,623|641,2,1,1.200104776,1.200104776,0.79927335,2,2,"{""DISTANCE_DIAMETER"":1,""LATERAL_DIAMETER"":1}",2,0
00000250--8354d55131--1:702|703,00000250--8354d55131--1,00000250,1,702|703,702|703|706,2,1,0.700188224,0.700188224,0.400373161,2,1,"{""LATERAL_DIAMETER"":1,""LATERAL_GROWTH"":1}",2,0
00000250--8354d55131--1:768|772,00000250--8354d55131--1,00000250,1,768|772,768|772,2,1,0.800986496,0.800986496,0.501030837,2,2,"{""LATERAL_DIAMETER"":2}",2,0
00000252--d191bee66c--0:134|147,00000252--d191bee66c--0,00000252,0,134|147,134|147,2,1,0.499631323,0.499631323,0.399354412,1,1,"{""LATERAL_DIAMETER"":1,""LATERAL_GROWTH"":1}",2,0
00000252--d191bee66c--0:1|55,00000252--d191bee66c--0,00000252,0,1|55,1|55|56,2,1,0.800207146,0.800207146,0.400453518,3,1,"{""DISTANCE_GROWTH"":1,""LATERAL_DIAMETER"":1}",2,0
00000252--d191bee66c--0:271|273,00000252--d191bee66c--0,00000252,0,271|273,271|273;271|273|278,2,0,0.500681857,0.500681857,,3,2,"{""DISTANCE_DIAMETER"":1,""LATERAL_DIAMETER"":1}",2,0
00000252--d191bee66c--0:273|283,00000252--d191bee66c--0,00000252,0,273|283,273|283;273|283|294,2,1,1.099442918,1.099442918,0.399411368,1,0,"{""DISTANCE_DIAMETER"":1,""LATERAL_GROWTH"":1}",2,0
00000252--d191bee66c--0:277|280,00000252--d191bee66c--0,00000252,0,277|280,277|280,2,2,1.099471794,1.099471794,0.650030503,1,2,"{""DISTANCE_GROWTH"":2}",2,0
00000252--d191bee66c--0:279|281,00000252--d191bee66c--0,00000252,0,279|281,279|281,3,2,0.34993184600000005,0.3999922,0.200340136,3,3,"{""LATERAL_DIAMETER"":1,""LATERAL_GROWTH"":2}",3,0
00000252--d191bee66c--0:279|284,00000252--d191bee66c--0,00000252,0,279|284,270|279|284;279|284,3,2,0.500084187,0.800387472,0.1000968,2,3,"{""LATERAL_GROWTH"":3}",3,0
00000252--d191bee66c--0:84|85,00000252--d191bee66c--0,00000252,0,84|85,84|85,2,1,1.309381207,1.309381207,0.800783743,2,2,"{""LATERAL_DIAMETER"":1,""LATERAL_GROWTH"":1}",2,0
00000252--d191bee66c--0:87|89,00000252--d191bee66c--0,00000252,0,87|89,87|89,2,2,0.899667352,0.899667352,0.449884216,2,2,"{""DISTANCE_GROWTH"":1,""LATERAL_GROWTH"":1}",2,0
00000252--d191bee66c--1:103|113,00000252--d191bee66c--1,00000252,1,103|113,103|113;103|113|121,2,1,2.799780017,2.799780017,1.69943531,1,2,"{""DISTANCE_DIAMETER"":1,""LATERAL_DIAMETER"":1}",2,0
00000252--d191bee66c--1:118|137,00000252--d191bee66c--1,00000252,1,118|137,118|137,2,2,0.50725079,0.50725079,0.150055135,2,2,"{""LATERAL_GROWTH"":2}",2,0
00000252--d191bee66c--1:240|243,00000252--d191bee66c--1,00000252,1,240|243,240|243,2,1,0.400601123,0.400601123,0.300433725,0,2,"{""DISTANCE_DIAMETER"":1,""LATERAL_GROWTH"":1}",2,0
00000252--d191bee66c--1:242|243,00000252--d191bee66c--1,00000252,1,242|243,242|243,2,1,0.400066635,0.400066635,0.100167398,1,1,"{""LATERAL_GROWTH"":2}",2,0
00000252--d191bee66c--1:32|35,00000252--d191bee66c--1,00000252,1,32|35,32|35,2,1,0.199524578,0.199524578,0.099894041,2,2,"{""DISTANCE_GROWTH"":2}",2,0
00000252--d191bee66c--1:35|56,00000252--d191bee66c--1,00000252,1,35|56,35|56;35|56|61|67,2,0,0.300046591,0.300046591,,1,1,"{""DISTANCE_GROWTH"":2}",2,0
00000254--0ac259250e--0:206|210,00000254--0ac259250e--0,00000254,0,206|210,197|206|210,2,2,0.799430594,0.799430594,0.6004847849999999,2,2,"{""DISTANCE_DIAMETER"":2}",2,0
00000254--0ac259250e--0:218|226,00000254--0ac259250e--0,00000254,0,218|226,218|226|227;218|226|229,2,0,0.999840027,0.999840027,,2,1,"{""DISTANCE_GROWTH"":1,""LATERAL_GROWTH"":1}",2,0
00000254--0ac259250e--0:221|231,00000254--0ac259250e--0,00000254,0,221|231,221|231,2,1,0.199971608,0.199971608,0.099542606,2,2,"{""LATERAL_GROWTH"":2}",2,0
00000254--0ac259250e--0:252|256,00000254--0ac259250e--0,00000254,0,252|256,252|256;252|256|259,2,0,1.998905444,1.998905444,,1,1,"{""DISTANCE_DIAMETER"":1,""LATERAL_DIAMETER"":1}",2,0
00000254--0ac259250e--0:2|10,00000254--0ac259250e--0,00000254,0,2|10,2|10;2|8|10,2,0,8.000192392,8.000192392,,0,2,"{""DISTANCE_DIAMETER"":1,""DISTANCE_GROWTH"":1}",2,0
00000254--0ac259250e--0:340|355,00000254--0ac259250e--0,00000254,0,340|355,340|355,3,2,1.5011032359999998,2.199634158,1.150005017,1,2,"{""DISTANCE_DIAMETER"":3}",3,0
00000254--0ac259250e--0:345|355,00000254--0ac259250e--0,00000254,0,345|355,345|355,2,1,1.599900715,1.599900715,0.299667496,2,2,"{""LATERAL_DIAMETER"":2}",2,0
00000254--0ac259250e--0:92|95,00000254--0ac259250e--0,00000254,0,92|95,92|95,2,2,0.400964067,0.400964067,1.050344569,2,2,"{""LATERAL_GROWTH"":2}",2,0
00000254--0ac259250e--0:95|122,00000254--0ac259250e--0,00000254,0,95|122,95|122,3,2,0.2501255065,0.300733458,0.1000473985,3,3,"{""DISTANCE_DIAMETER"":1,""DISTANCE_GROWTH"":2}",3,0
00000254--0ac259250e--1:145|157,00000254--0ac259250e--1,00000254,1,145|157,145|157;145|157|164,2,2,0.908506306,0.908506306,0.34448295500000004,2,2,"{""DISTANCE_DIAMETER"":2}",2,0
00000254--0ac259250e--1:145|187,00000254--0ac259250e--1,00000254,1,145|187,145|187|188,2,1,1.511853642,1.511853642,1.300476082,1,1,"{""DISTANCE_DIAMETER"":2}",2,0
00000254--0ac259250e--1:190|197,00000254--0ac259250e--1,00000254,1,190|197,190|197,5,4,1.105670297,1.399678985,0.854987691,4,4,"{""DISTANCE_DIAMETER"":3,""LATERAL_DIAMETER"":1,""LATERAL_GROWTH"":1}",5,0
00000254--0ac259250e--1:190|213,00000254--0ac259250e--1,00000254,1,190|213,190|213,2,1,1.700598555,1.700598555,0.500547867,1,2,"{""DISTANCE_DIAMETER"":2}",2,0
00000254--0ac259250e--1:241|246,00000254--0ac259250e--1,00000254,1,241|246,241|246,2,1,0.21079462,0.21079462,0.109722622,1,2,"{""LATERAL_DIAMETER"":1,""LATERAL_GROWTH"":1}",2,0
00000254--0ac259250e--1:242|277,00000254--0ac259250e--1,00000254,1,242|277,242|277,2,1,1.209946942,1.209946942,0.701734239,1,2,"{""DISTANCE_DIAMETER"":1,""LATERAL_GROWTH"":1}",2,0
00000254--0ac259250e--1:244|267,00000254--0ac259250e--1,00000254,1,244|267,244|267;244|267|277,3,2,0.850699204,1.391136363,0.24982593399999997,3,3,"{""LATERAL_DIAMETER"":1,""LATERAL_GROWTH"":2}",3,0
00000254--0ac259250e--1:289|295,00000254--0ac259250e--1,00000254,1,289|295,289|295,2,1,1.299769361,1.299769361,0.808910911,2,2,"{""DISTANCE_GROWTH"":1,""LATERAL_DIAMETER"":1}",2,0
00000254--0ac259250e--1:289|326,00000254--0ac259250e--1,00000254,1,289|326,289|326,2,2,1.490754255,1.490754255,0.3549119955,1,1,"{""LATERAL_GROWTH"":2}",2,0
00000254--0ac259250e--1:388|419,00000254--0ac259250e--1,00000254,1,388|419,388|419;388|419|514;388|419|557,5,3,1.0506396004999998,4.589040877,0.399986245,4,4,"{""DISTANCE_DIAMETER"":5}",5,0
00000254--0ac259250e--1:43|60,00000254--0ac259250e--1,00000254,1,43|60,43|60,2,1,2.099506612,2.099506612,1.89959932,1,2,"{""DISTANCE_GROWTH"":1,""LATERAL_GROWTH"":1}",2,0
00000254--0ac259250e--1:43|71,00000254--0ac259250e--1,00000254,1,43|71,43|71,2,1,1.199434711,1.199434711,0.199907292,1,2,"{""LATERAL_DIAMETER"":1,""LATERAL_GROWTH"":1}",2,0
00000254--0ac259250e--1:450|452,00000254--0ac259250e--1,00000254,1,450|452,450|452,2,2,4.580170076,4.580170076,0.29843135600000004,1,2,"{""LATERAL_GROWTH"":2}",2,0
00000254--0ac259250e--1:62|71,00000254--0ac259250e--1,00000254,1,62|71,62|71,4,3,0.298588148,0.600151323,0.100672915,4,4,"{""DISTANCE_GROWTH"":1,""LATERAL_GROWTH"":3}",4,0
00000254--0ac259250e--1:650|651,00000254--0ac259250e--1,00000254,1,650|651,650|651,2,1,4.200538,4.200538,0.500385844,2,2,"{""DISTANCE_DIAMETER"":2}",2,0
00000254--0ac259250e--10:92|100,00000254--0ac259250e--10,00000254,10,92|100,92|100,3,2,1.399913748,1.401752782,0.8495091545,1,1,"{""DISTANCE_DIAMETER"":1,""DISTANCE_GROWTH"":1,""LATERAL_GROWTH"":1}",3,0
00000254--0ac259250e--11:356|360,00000254--0ac259250e--11,00000254,11,356|360,356|360,3,2,1.4992894965,1.998936932,0.6995561100000001,3,3,"{""DISTANCE_DIAMETER"":3}",3,0
00000254--0ac259250e--11:476|482,00000254--0ac259250e--11,00000254,11,476|482,476|482,3,2,0.5495681575,0.599567246,0.4008076815,2,3,"{""DISTANCE_GROWTH"":2,""LATERAL_DIAMETER"":1}",3,0
00000254--0ac259250e--11:601|616,00000254--0ac259250e--11,00000254,11,601|616,601|616;601|616|657,2,1,2.001709572,2.001709572,0.200198159,3,2,"{""LATERAL_DIAMETER"":1,""LATERAL_GROWTH"":1}",2,0
00000254--0ac259250e--11:616|657,00000254--0ac259250e--11,00000254,11,616|657,616|657,2,2,0.49866446,0.49866446,0.24953383750000002,2,2,"{""LATERAL_GROWTH"":2}",2,0
00000254--0ac259250e--11:616|744,00000254--0ac259250e--11,00000254,11,616|744,616|744,3,3,2.5997990295,3.099969655,0.399817549,3,3,"{""DISTANCE_GROWTH"":1,""LATERAL_DIAMETER"":1,""LATERAL_GROWTH"":1}",3,0
00000254--0ac259250e--11:620|664,00000254--0ac259250e--11,00000254,11,620|664,620|664;620|664|829|840,2,1,13.492857026,13.492857026,11.600782453,1,1,"{""DISTANCE_DIAMETER"":1,""LATERAL_GROWTH"":1}",2,0
00000254--0ac259250e--12:203|204,00000254--0ac259250e--12,00000254,12,203|204,203|204,2,2,0.600326652,0.600326652,0.44943209100000003,2,2,"{""LATERAL_DIAMETER"":2}",2,0
00000254--0ac259250e--12:21|95,00000254--0ac259250e--12,00000254,12,21|95,21|95,2,2,3.290654222,3.290654222,1.3512126595,2,2,"{""LATERAL_DIAMETER"":1,""LATERAL_GROWTH"":1}",2,0
00000254--0ac259250e--12:333|334,00000254--0ac259250e--12,00000254,12,333|334,333|334,2,1,0.200333005,0.200333005,0.099779638,1,2,"{""DISTANCE_GROWTH"":2}",2,0
00000254--0ac259250e--12:440|489,00000254--0ac259250e--12,00000254,12,440|489,440|486|489;440|489,2,1,0.599193859,0.599193859,1.101747225,3,2,"{""DISTANCE_DIAMETER"":2}",2,0
00000254--0ac259250e--12:564|571,00000254--0ac259250e--12,00000254,12,564|571,564|571,2,2,0.699491328,0.699491328,0.4007222375,2,2,"{""DISTANCE_DIAMETER"":2}",2,0
00000254--0ac259250e--12:565|568,00000254--0ac259250e--12,00000254,12,565|568,565|567|568;565|568,2,1,0.199838757,0.199838757,0.100140846,2,2,"{""DISTANCE_GROWTH"":2}",2,0
00000254--0ac259250e--12:582|600,00000254--0ac259250e--12,00000254,12,582|600,582|600,2,1,1.100134287,1.100134287,0.400612333,2,2,"{""DISTANCE_DIAMETER"":2}",2,0
00000254--0ac259250e--12:9|21,00000254--0ac259250e--12,00000254,12,9|21,9|21,4,4,0.999468794,1.899305464,0.49640853650000005,4,4,"{""LATERAL_DIAMETER"":4}",4,0
00000254--0ac259250e--13:30|34,00000254--0ac259250e--13,00000254,13,30|34,30|31|34,3,2,2.8507520955,2.901280471,2.4001236105,3,3,"{""DISTANCE_DIAMETER"":3}",3,0
00000254--0ac259250e--13:30|94,00000254--0ac259250e--13,00000254,13,30|94,30|52|94,2,1,4.30115711,4.30115711,3.900610138,2,2,"{""DISTANCE_DIAMETER"":2}",2,0
00000254--0ac259250e--14:148|165,00000254--0ac259250e--14,00000254,14,148|165,148|165,2,1,1.898861165,1.898861165,1.300786695,1,2,"{""DISTANCE_DIAMETER"":2}",2,0
00000254--0ac259250e--16:39|131,00000254--0ac259250e--16,00000254,16,39|131,39|131,2,1,0.300102,0.300102,0.199876659,2,2,"{""LATERAL_GROWTH"":2}",2,0
00000254--0ac259250e--16:5|70,00000254--0ac259250e--16,00000254,16,5|70,5|69|70;5|70,2,2,11.399720596,11.399720596,5.5997233495000005,2,2,"{""LATERAL_DIAMETER"":1,""OTHER_STATIONARY_MOVING"":1}",2,0
00000254--0ac259250e--17:165|188,00000254--0ac259250e--17,00000254,17,165|188,165|188,2,1,2.000321199,2.000321199,0.400206532,1,2,"{""DISTANCE_DIAMETER"":2}",2,0
00000254--0ac259250e--17:166|202,00000254--0ac259250e--17,00000254,17,166|202,166|202,2,1,1.098146048,1.098146048,0.498310393,0,0,"{""DISTANCE_DIAMETER"":2}",2,0
00000254--0ac259250e--17:166|203,00000254--0ac259250e--17,00000254,17,166|203,166|203,2,2,1.400485544,1.400485544,1.0020460249999998,0,1,"{""DISTANCE_DIAMETER"":2}",2,0
00000254--0ac259250e--17:220|222,00000254--0ac259250e--17,00000254,17,220|222,220|222,2,2,5.197861688,5.197861688,0.3997712645,2,2,"{""DISTANCE_DIAMETER"":2}",2,0
00000254--0ac259250e--17:240|259,00000254--0ac259250e--17,00000254,17,240|259,240|259,2,1,3.099729639,3.099729639,2.801987587,1,2,"{""DISTANCE_DIAMETER"":2}",2,0
00000254--0ac259250e--18:147|154,00000254--0ac259250e--18,00000254,18,147|154,147|154,2,2,4.100203371,4.100203371,0.4498603395,2,2,"{""LATERAL_GROWTH"":2}",2,0
00000254--0ac259250e--18:14|118,00000254--0ac259250e--18,00000254,18,14|118,14|118,4,4,0.300575258,2.500101615,0.150757013,4,4,"{""LATERAL_DIAMETER"":1,""LATERAL_GROWTH"":3}",4,0
00000254--0ac259250e--18:338|383,00000254--0ac259250e--18,00000254,18,338|383,338|383,2,2,0.798221358,0.798221358,0.5487579625,2,2,"{""LATERAL_DIAMETER"":2}",2,0
00000254--0ac259250e--18:8|12,00000254--0ac259250e--18,00000254,18,8|12,8|12,3,3,1.4500192969999999,2.700116101,2.000456388,2,3,"{""LATERAL_DIAMETER"":2,""LATERAL_GROWTH"":1}",3,0
00000254--0ac259250e--19:12|62,00000254--0ac259250e--19,00000254,19,12|62,12|62,2,2,2.000605682,2.000605682,0.4009640835,2,2,"{""LATERAL_DIAMETER"":2}",2,0
00000254--0ac259250e--19:146|151,00000254--0ac259250e--19,00000254,19,146|151,143|146|151,2,2,0.399375648,0.399375648,0.299906341,2,2,"{""DISTANCE_DIAMETER"":2}",2,0
00000254--0ac259250e--19:236|257,00000254--0ac259250e--19,00000254,19,236|257,236|257,2,2,0.400573947,0.400573947,0.145783404,2,1,"{""DISTANCE_GROWTH"":2}",2,0
00000254--0ac259250e--19:256|257,00000254--0ac259250e--19,00000254,19,256|257,256|257,2,1,0.999407172,0.999407172,0.800158866,0,1,"{""DISTANCE_GROWTH"":2}",2,0
00000254--0ac259250e--19:3|9,00000254--0ac259250e--19,00000254,19,3|9,3|9,2,2,7.900633565,7.900633565,0.250356219,2,2,"{""LATERAL_GROWTH"":2}",2,0
00000254--0ac259250e--2:21|25,00000254--0ac259250e--2,00000254,2,21|25,21|25,2,2,2.68952669,2.68952669,1.4452449415,1,2,"{""DISTANCE_DIAMETER"":1,""DISTANCE_GROWTH"":1}",2,0
00000254--0ac259250e--2:229|231,00000254--0ac259250e--2,00000254,2,229|231,229|231,2,2,1.899317345,1.899317345,0.5495234435,1,2,"{""LATERAL_GROWTH"":2}",2,0
00000254--0ac259250e--2:229|266,00000254--0ac259250e--2,00000254,2,229|266,229|231|266;229|266,2,1,0.90026105,0.90026105,0.60172393,1,2,"{""LATERAL_GROWTH"":2}",2,0
00000254--0ac259250e--2:231|298,00000254--0ac259250e--2,00000254,2,231|298,231|266|298,3,2,1.0997525605,1.799198182,0.399501368,2,2,"{""LATERAL_GROWTH"":3}",3,0
00000254--0ac259250e--2:242|247,00000254--0ac259250e--2,00000254,2,242|247,242|243|247,2,1,0.30055619,0.30055619,0.102188878,2,1,"{""LATERAL_DIAMETER"":1,""LATERAL_GROWTH"":1}",2,0
00000254--0ac259250e--2:243|247,00000254--0ac259250e--2,00000254,2,243|247,243|247;243|247|273,3,2,0.7500782385,1.300312862,0.35033082699999996,2,3,"{""DISTANCE_DIAMETER"":1,""LATERAL_GROWTH"":2}",3,0
00000254--0ac259250e--2:247|272,00000254--0ac259250e--2,00000254,2,247|272,247|272,2,2,1.801467378,1.801467378,1.1445179725,0,2,"{""LATERAL_DIAMETER"":2}",2,0
00000254--0ac259250e--2:247|273,00000254--0ac259250e--2,00000254,2,247|273,247|273;247|273|295,3,1,1.5000799175,1.500885956,0.299270659,1,3,"{""LATERAL_DIAMETER"":3}",3,0
00000254--0ac259250e--2:247|295,00000254--0ac259250e--2,00000254,2,247|295,247|272|295;247|273|295,2,1,1.502135913,1.502135913,0.109680992,1,2,"{""LATERAL_GROWTH"":2}",2,0
00000254--0ac259250e--2:273|335,00000254--0ac259250e--2,00000254,2,273|335,273|335,4,4,0.400106578,0.599964601,0.150162273,3,4,"{""LATERAL_GROWTH"":4}",4,0
00000254--0ac259250e--2:287|311,00000254--0ac259250e--2,00000254,2,287|311,287|311,3,3,1.7499464805,2.399706992,0.300123714,3,3,"{""DISTANCE_DIAMETER"":2,""DISTANCE_GROWTH"":1}",3,0
00000254--0ac259250e--2:299|319,00000254--0ac259250e--2,00000254,2,299|319,299|319,2,2,0.600120301,0.600120301,0.6509293615,2,2,"{""DISTANCE_DIAMETER"":1,""LATERAL_DIAMETER"":1}",2,0
00000254--0ac259250e--2:299|338,00000254--0ac259250e--2,00000254,2,299|338,299|338,2,1,0.600146259,0.600146259,0.301625585,2,2,"{""DISTANCE_DIAMETER"":2}",2,0
00000254--0ac259250e--2:41|43,00000254--0ac259250e--2,00000254,2,41|43,41|43,2,1,0.70026684,0.70026684,0.400511084,1,2,"{""LATERAL_DIAMETER"":1,""LATERAL_GROWTH"":1}",2,0
00000254--0ac259250e--2:423|432,00000254--0ac259250e--2,00000254,2,423|432,423|432,2,1,0.999680915,0.999680915,0.301637021,2,2,"{""LATERAL_DIAMETER"":2}",2,0
00000254--0ac259250e--2:43|55,00000254--0ac259250e--2,00000254,2,43|55,43|55,3,2,4.2453251895,6.789865474,0.2997059185,2,2,"{""DISTANCE_GROWTH"":1,""LATERAL_GROWTH"":2}",3,0
00000254--0ac259250e--2:447|473,00000254--0ac259250e--2,00000254,2,447|473,447|473,2,1,1.989998411,1.989998411,0.599987395,1,2,"{""LATERAL_GROWTH"":2}",2,0
00000254--0ac259250e--2:469|472,00000254--0ac259250e--2,00000254,2,469|472,469|472;469|472|474,2,1,0.599847181,0.599847181,0.100606665,2,1,"{""DISTANCE_GROWTH"":2}",2,0
00000254--0ac259250e--2:49|57,00000254--0ac259250e--2,00000254,2,49|57,49|57,2,2,1.298904256,1.298904256,0.299455795,2,2,"{""DISTANCE_DIAMETER"":2}",2,0
00000254--0ac259250e--2:55|105,00000254--0ac259250e--2,00000254,2,55|105,43|55|105,4,3,0.990054671,1.791338491,0.48941735,4,4,"{""DISTANCE_DIAMETER"":4}",4,0
00000254--0ac259250e--2:610|613,00000254--0ac259250e--2,00000254,2,610|613,610|613;610|613|619,4,3,1.199482423,2.288465115,0.300290582,5,2,"{""DISTANCE_DIAMETER"":3,""DISTANCE_GROWTH"":1}",4,0
00000254--0ac259250e--2:610|619,00000254--0ac259250e--2,00000254,2,610|619,610|613|619;610|619,2,2,0.400019026,0.400019026,0.250036753,0,1,"{""DISTANCE_GROWTH"":2}",2,0
00000254--0ac259250e--2:627|632,00000254--0ac259250e--2,00000254,2,627|632,627|632,2,1,1.198260857,1.198260857,0.298155498,2,2,"{""LATERAL_GROWTH"":1,""VELOCITY_DIAMETER"":1}",2,0
00000254--0ac259250e--20:156|175,00000254--0ac259250e--20,00000254,20,156|175,156|175,2,1,2.099548445,2.099548445,0.299842972,2,2,"{""LATERAL_DIAMETER"":1,""VELOCITY_DIAMETER"":1}",2,0
00000254--0ac259250e--20:387|619,00000254--0ac259250e--20,00000254,20,387|619,387|619,2,2,0.399239681,0.399239681,0.9001645659999999,2,2,"{""LATERAL_DIAMETER"":1,""LATERAL_GROWTH"":1}",2,0
00000254--0ac259250e--20:498|601,00000254--0ac259250e--20,00000254,20,498|601,498|601,4,4,3.799365241,4.099719173,3.100183335,4,4,"{""LATERAL_DIAMETER"":4}",4,0
00000254--0ac259250e--20:531|632,00000254--0ac259250e--20,00000254,20,531|632,531|632,2,2,2.699567767,2.699567767,1.3507458475,1,2,"{""LATERAL_DIAMETER"":1,""LATERAL_GROWTH"":1}",2,0
00000254--0ac259250e--20:552|560,00000254--0ac259250e--20,00000254,20,552|560,552|560,2,1,2.199558419,2.199558419,0.199648145,2,2,"{""LATERAL_GROWTH"":2}",2,0
00000254--0ac259250e--20:552|636,00000254--0ac259250e--20,00000254,20,552|636,552|636;552|636|710,4,4,1.600032335,2.50028289,1.200465526,3,2,"{""LATERAL_DIAMETER"":2,""LATERAL_GROWTH"":2}",4,0
