family_id,key,route,segment,raw_pair,parent_member_sets,split_count,rejoin_count,median_split_interval_s,max_split_interval_s,median_rejoin_latency_s,pid_births,representative_retained,boundary_causes,publication_visible,internal_only
00000255--d1d0ee73c5--39:215|226,00000255--d1d0ee73c5--39,00000255,39,215|226,215|226,3,2,0.7499349405,0.800618776,0.5002417085,2,2,"{""DISTANCE_DIAMETER"":3}",3,0
00000255--d1d0ee73c5--39:26|31,00000255--d1d0ee73c5--39,00000255,39,26|31,26|31,2,1,1.500407569,1.500407569,0.801790893,2,2,"{""LATERAL_DIAMETER"":2}",2,0
00000255--d1d0ee73c5--39:405|415,00000255--d1d0ee73c5--39,00000255,39,405|415,405|415,2,2,0.500001696,0.500001696,0.801431171,1,2,"{""DISTANCE_GROWTH"":1,""LATERAL_GROWTH"":1}",2,0
00000255--d1d0ee73c5--39:435|465,00000255--d1d0ee73c5--39,00000255,39,435|465,435|465,2,2,1.500802297,1.500802297,0.400684231,2,2,"{""LATERAL_GROWTH"":2}",2,0
00000255--d1d0ee73c5--39:440|445,00000255--d1d0ee73c5--39,00000255,39,440|445,440|442|445,2,1,0.599494707,0.599494707,0.199957939,2,1,"{""DISTANCE_DIAMETER"":1,""LATERAL_GROWTH"":1}",2,0
00000255--d1d0ee73c5--39:463|481,00000255--d1d0ee73c5--39,00000255,39,463|481,463|481;463|481|485,2,2,4.799214385,4.799214385,0.35030815,2,1,"{""LATERAL_GROWTH"":2}",2,0
00000255--d1d0ee73c5--39:483|538,00000255--d1d0ee73c5--39,00000255,39,483|538,483|538,2,1,0.299287185,0.299287185,0.100211586,1,2,"{""DISTANCE_GROWTH"":1,""LATERAL_GROWTH"":1}",2,0
00000255--d1d0ee73c5--39:504|523,00000255--d1d0ee73c5--39,00000255,39,504|523,504|523;504|523|548,3,2,1.900397498,2.201575591,1.2994687085,3,2,"{""DISTANCE_DIAMETER"":1,""LATERAL_DIAMETER"":1,""LATERAL_GROWTH"":1}",3,0
00000255--d1d0ee73c5--39:50|58,00000255--d1d0ee73c5--39,00000255,39,50|58,50|58,2,1,0.798515165,0.798515165,0.698811868,2,2,"{""DISTANCE_DIAMETER"":1,""LATERAL_GROWTH"":1}",2,0
00000255--d1d0ee73c5--39:586|595,00000255--d1d0ee73c5--39,00000255,39,586|595,586|590|595,2,1,2.098616289,2.098616289,1.999554632,2,1,"{""DISTANCE_DIAMETER"":2}",2,0
00000255--d1d0ee73c5--39:82|102,00000255--d1d0ee73c5--39,00000255,39,82|102,82|102;82|102|111,2,0,0.399921638,0.399921638,,1,2,"{""DISTANCE_DIAMETER"":2}",2,0
00000255--d1d0ee73c5--40:131|232,00000255--d1d0ee73c5--40,00000255,40,131|232,131|198|232;131|232,3,2,3.800249758,4.199793682,2.2504131655,3,3,"{""DISTANCE_DIAMETER"":2,""DISTANCE_GROWTH"":1}",3,0
00000257--d1cacb63a0--0:182|193,00000257--d1cacb63a0--0,00000257,0,182|193,182|192|193;182|193,2,1,0.499420308,0.499420308,0.199938559,2,2,"{""LATERAL_GROWTH"":2}",2,0
00000257--d1cacb63a0--0:1|76,00000257--d1cacb63a0--0,00000257,0,1|76,1|76,2,1,3.000570321,3.000570321,0.598302102,2,2,"{""DISTANCE_DIAMETER"":1,""OTHER_STATIONARY_MOVING"":1}",2,0
00000257--d1cacb63a0--0:236|268,00000257--d1cacb63a0--0,00000257,0,236|268,236|268,2,1,2.800242003,2.800242003,0.100715769,2,2,"{""DISTANCE_DIAMETER"":1,""LATERAL_GROWTH"":1}",2,0
00000257--d1cacb63a0--0:291|318,00000257--d1cacb63a0--0,00000257,0,291|318,291|311|318;291|318|334,2,0,2.597196096,2.597196096,,1,0,"{""DISTANCE_DIAMETER"":1,""LATERAL_GROWTH"":1}",2,0
00000257--d1cacb63a0--0:347|380,00000257--d1cacb63a0--0,00000257,0,347|380,347|380,2,1,0.700339825,0.700339825,0.30201393,2,2,"{""LATERAL_DIAMETER"":2}",2,0
00000257--d1cacb63a0--0:395|398,00000257--d1cacb63a0--0,00000257,0,395|398,395|398,2,1,0.599829219,0.599829219,0.400830911,2,2,"{""DISTANCE_DIAMETER"":1,""LATERAL_DIAMETER"":1}",2,0
00000257--d1cacb63a0--0:47|53,00000257--d1cacb63a0--0,00000257,0,47|53,47|53,3,2,0.5996662229999999,0.999896523,0.3496511185,2,3,"{""LATERAL_GROWTH"":3}",3,0
00000257--d1cacb63a0--1:113|131,00000257--d1cacb63a0--1,00000257,1,113|131,113|131,3,2,1.250186987,1.599595754,0.700159164,3,3,"{""DISTANCE_DIAMETER"":3}",3,0
00000257--d1cacb63a0--1:115|120,00000257--d1cacb63a0--1,00000257,1,115|120,115|116|120,2,1,0.499889156,0.499889156,0.299194843,2,1,"{""DISTANCE_DIAMETER"":2}",2,0
00000257--d1cacb63a0--1:186|190,00000257--d1cacb63a0--1,00000257,1,186|190,186|190,2,1,0.999391408,0.999391408,0.500264268,1,2,"{""DISTANCE_DIAMETER"":1,""DISTANCE_GROWTH"":1}",2,0
00000257--d1cacb63a0--1:188|203,00000257--d1cacb63a0--1,00000257,1,188|203,188|199|203;188|203,2,0,1.398496469,1.398496469,,2,2,"{""DISTANCE_DIAMETER"":2}",2,0
00000257--d1cacb63a0--1:193|198,00000257--d1cacb63a0--1,00000257,1,193|198,193|198,2,1,1.098848125,1.098848125,0.89868149,2,2,"{""LATERAL_DIAMETER"":2}",2,0
00000257--d1cacb63a0--1:232|235,00000257--d1cacb63a0--1,00000257,1,232|235,232|235,2,1,1.599314268,1.599314268,1.098911689,2,2,"{""DISTANCE_DIAMETER"":2}",2,0
00000257--d1cacb63a0--1:341|351,00000257--d1cacb63a0--1,00000257,1,341|351,341|351;341|351|376|380;341|351|476,3,2,15.1952531865,28.290031989,0.8499112815000001,3,3,"{""DISTANCE_DIAMETER"":3}",3,0
00000257--d1cacb63a0--1:387|395,00000257--d1cacb63a0--1,00000257,1,387|395,387|395;387|395|466,2,1,25.702080108,25.702080108,3.600351846,2,2,"{""DISTANCE_DIAMETER"":2}",2,0
00000257--d1cacb63a0--11:115|117,00000257--d1cacb63a0--11,00000257,11,115|117,115|117|129,5,4,0.9504452210000001,1.299900902,0.7497880275,5,2,"{""DISTANCE_DIAMETER"":5}",5,0
00000257--d1cacb63a0--12:207|225,00000257--d1cacb63a0--12,00000257,12,207|225,207|225,2,2,1.199505172,1.199505172,0.399649327,2,2,"{""LATERAL_DIAMETER"":2}",2,0
00000257--d1cacb63a0--12:7|39,00000257--d1cacb63a0--12,00000257,12,7|39,7|39,2,1,0.900437946,0.900437946,0.600505557,1,2,"{""DISTANCE_DIAMETER"":2}",2,0
00000257--d1cacb63a0--13:238|241,00000257--d1cacb63a0--13,00000257,13,238|241,238|241,2,1,1.008862764,1.008862764,0.408794362,0,2,"{""DISTANCE_DIAMETER"":2}",2,0
00000257--d1cacb63a0--13:261|262,00000257--d1cacb63a0--13,00000257,13,261|262,261|262,2,1,1.700088713,1.700088713,0.801329829,2,2,"{""LATERAL_GROWTH"":2}",2,0
00000257--d1cacb63a0--13:32|33,00000257--d1cacb63a0--13,00000257,13,32|33,32|33,2,1,0.5080873,0.5080873,0.308175525,2,2,"{""DISTANCE_DIAMETER"":1,""LATERAL_DIAMETER"":1}",2,0
00000257--d1cacb63a0--14:103|117,00000257--d1cacb63a0--14,00000257,14,103|117,103|110|117;103|117,2,0,1.098580461,1.098580461,,1,2,"{""DISTANCE_DIAMETER"":2}",2,0
00000257--d1cacb63a0--14:164|167,00000257--d1cacb63a0--14,00000257,14,164|167,164|165|167,2,1,0.392014462,0.392014462,0.290521727,1,2,"{""DISTANCE_DIAMETER"":2}",2,0
00000257--d1cacb63a0--14:243|283,00000257--d1cacb63a0--14,00000257,14,243|283,243|283,2,1,0.800414256,0.800414256,0.299684842,2,2,"{""DISTANCE_DIAMETER"":2}",2,0
00000257--d1cacb63a0--14:291|324,00000257--d1cacb63a0--14,00000257,14,291|324,291|295|324;291|324,3,2,1.100049729,1.600175865,0.7007524184999999,2,2,"{""DISTANCE_DIAMETER"":2,""VELOCITY_DIAMETER"":1}",3,0
00000257--d1cacb63a0--14:405|416,00000257--d1cacb63a0--14,00000257,14,405|416,405|416,2,2,0.400634739,0.400634739,0.2503504875,0,1,"{""DISTANCE_GROWTH"":2}",2,0
00000257--d1cacb63a0--14:445|453,00000257--d1cacb63a0--14,00000257,14,445|453,445|453,2,1,0.999005257,0.999005257,0.799545363,2,2,"{""DISTANCE_GROWTH"":1,""LATERAL_GROWTH"":1}",2,0
00000257--d1cacb63a0--14:460|461,00000257--d1cacb63a0--14,00000257,14,460|461,460|461,2,2,1.999420342,1.999420342,0.450264204,2,2,"{""DISTANCE_GROWTH"":2}",2,0
00000257--d1cacb63a0--14:523|541,00000257--d1cacb63a0--14,00000257,14,523|541,523|541,2,1,0.699967223,0.699967223,0.499591365,1,2,"{""DISTANCE_DIAMETER"":2}",2,0
00000257--d1cacb63a0--14:533|541,00000257--d1cacb63a0--14,00000257,14,533|541,533|541,2,2,1.900316884,1.900316884,1.100275476,2,2,"{""DISTANCE_DIAMETER"":1,""DISTANCE_GROWTH"":1}",2,0
00000257--d1cacb63a0--15:219|227,00000257--d1cacb63a0--15,00000257,15,219|227,219|227,2,2,0.500071197,0.500071197,0.30005799099999997,2,2,"{""DISTANCE_DIAMETER"":2}",2,0
00000257--d1cacb63a0--15:221|240,00000257--d1cacb63a0--15,00000257,15,221|240,221|240,2,2,0.199971266,0.199971266,0.1500497265,2,2,"{""LATERAL_GROWTH"":2}",2,0
00000257--d1cacb63a0--15:282|288,00000257--d1cacb63a0--15,00000257,15,282|288,282|288,2,2,0.600049079,0.600049079,0.30033634,2,2,"{""DISTANCE_DIAMETER"":2}",2,0
00000257--d1cacb63a0--15:334|341,00000257--d1cacb63a0--15,00000257,15,334|341,334|341,2,1,1.700751659,1.700751659,0.600544242,2,2,"{""LATERAL_DIAMETER"":1,""LATERAL_GROWTH"":1}",2,0
00000257--d1cacb63a0--15:355|358,00000257--d1cacb63a0--15,00000257,15,355|358,355|358,2,1,0.700466832,0.700466832,0.301779418,2,2,"{""DISTANCE_DIAMETER"":2}",2,0
00000257--d1cacb63a0--15:382|383,00000257--d1cacb63a0--15,00000257,15,382|383,382|383;382|383|391;382|383|410,3,1,2.2011638685,2.401682906,0.199967391,2,2,"{""LATERAL_GROWTH"":3}",3,0
00000257--d1cacb63a0--15:411|412,00000257--d1cacb63a0--15,00000257,15,411|412,411|412,3,2,0.5501899305,0.800354792,0.2002018025,3,3,"{""DISTANCE_GROWTH"":2,""LATERAL_DIAMETER"":1}",3,0
00000257--d1cacb63a0--15:72|82,00000257--d1cacb63a0--15,00000257,15,72|82,72|82,2,1,0.899492071,0.899492071,0.399052729,2,2,"{""LATERAL_DIAMETER"":1,""OTHER_STATIONARY_MOVING"":1}",2,0
00000257--d1cacb63a0--16:234|260,00000257--d1cacb63a0--16,00000257,16,234|260,234|260,2,2,0.300124945,0.300124945,0.10026011600000001,2,2,"{""LATERAL_GROWTH"":2}",2,0
00000257--d1cacb63a0--16:30|31,00000257--d1cacb63a0--16,00000257,16,30|31,30|31,9,8,2.9999930155000003,8.099997433,0.500244235,6,8,"{""DISTANCE_DIAMETER"":8,""LATERAL_DIAMETER"":1}",9,0
00000257--d1cacb63a0--16:359|376,00000257--d1cacb63a0--16,00000257,16,359|376,359|376|378,2,1,1.600272643,1.600272643,1.099505675,0,1,"{""DISTANCE_DIAMETER"":2}",2,0
00000257--d1cacb63a0--16:4|8,00000257--d1cacb63a0--16,00000257,16,4|8,4|8|17,2,1,45.400774067,45.400774067,1.599958367,0,1,"{""DISTANCE_DIAMETER"":2}",2,0
00000257--d1cacb63a0--16:7|11,00000257--d1cacb63a0--16,00000257,16,7|11,7|11,3,2,3.949943319,5.50015133,3.4004559645,3,3,"{""DISTANCE_DIAMETER"":3}",3,0
00000257--d1cacb63a0--17:21|58,00000257--d1cacb63a0--17,00000257,17,21|58,21|53|58,2,1,1.999711369,1.999711369,0.400430183,2,1,"{""DISTANCE_DIAMETER"":2}",2,0
00000257--d1cacb63a0--17:313|344,00000257--d1cacb63a0--17,00000257,17,313|344,313|344,3,3,0.6998950530000001,1.000169542,0.200229012,2,2,"{""LATERAL_DIAMETER"":1,""LATERAL_GROWTH"":2}",3,0
00000257--d1cacb63a0--18:291|293,00000257--d1cacb63a0--18,00000257,18,291|293,291|293,3,2,0.5499531625,0.900356632,0.1502943155,3,3,"{""LATERAL_DIAMETER"":1,""LATERAL_GROWTH"":2}",3,0
00000257--d1cacb63a0--19:191|277,00000257--d1cacb63a0--19,00000257,19,191|277,191|277,5,4,3.0001010535,5.699760992,0.5499486415,3,5,"{""DISTANCE_DIAMETER"":4,""LATERAL_GROWTH"":1}",5,0
00000257--d1cacb63a0--19:29|30,00000257--d1cacb63a0--19,00000257,19,29|30,29|30,2,1,1.800121387,1.800121387,0.399360158,2,2,"{""DISTANCE_DIAMETER"":1,""OTHER_STATIONARY_MOVING"":1}",2,0
00000257--d1cacb63a0--2:304|328,00000257--d1cacb63a0--2,00000257,2,304|328,304|328,3,3,2.9997347344999996,4.900197721,0.800197404,3,3,"{""DISTANCE_GROWTH"":1,""LATERAL_DIAMETER"":2}",3,0
00000257--d1cacb63a0--2:68|69,00000257--d1cacb63a0--2,00000257,2,68|69,68|69,2,2,0.399943457,0.399943457,0.1998405085,2,2,"{""LATERAL_GROWTH"":2}",2,0
00000257--d1cacb63a0--2:78|83,00000257--d1cacb63a0--2,00000257,2,78|83,78|83,2,2,0.499956758,0.499956758,0.6006542845,1,2,"{""LATERAL_DIAMETER"":1,""LATERAL_GROWTH"":1}",2,0
00000257--d1cacb63a0--2:83|87,00000257--d1cacb63a0--2,00000257,2,83|87,83|87,2,1,0.200159209,0.200159209,0.099115647,1,2,"{""LATERAL_GROWTH"":2}",2,0
00000257--d1cacb63a0--21:195|197,00000257--d1cacb63a0--21,00000257,21,195|197,195|197,2,1,3.500878066,3.500878066,1.101363099,2,2,"{""DISTANCE_DIAMETER"":1,""LATERAL_DIAMETER"":1}",2,0
00000257--d1cacb63a0--21:246|266,00000257--d1cacb63a0--21,00000257,21,246|266,246|266,2,1,0.599369844,0.599369844,0.399616701,2,2,"{""DISTANCE_DIAMETER"":2}",2,0
00000257--d1cacb63a0--21:278|296,00000257--d1cacb63a0--21,00000257,21,278|296,278|296,2,1,0.999962841,0.999962841,0.599813241,2,2,"{""DISTANCE_DIAMETER"":2}",2,0
00000257--d1cacb63a0--21:67|74,00000257--d1cacb63a0--21,00000257,21,67|74,67|74,3,2,0.849580378,1.098957755,0.250061173,3,3,"{""DISTANCE_DIAMETER"":2,""LATERAL_GROWTH"":1}",3,0
00000257--d1cacb63a0--22:307|397,00000257--d1cacb63a0--22,00000257,22,307|397,307|397,4,3,0.301467849,0.399666789,0.201024394,4,4,"{""DISTANCE_GROWTH"":2,""LATERAL_DIAMETER"":1,""LATERAL_GROWTH"":1}",4,0
00000257--d1cacb63a0--22:589|590,00000257--d1cacb63a0--22,00000257,22,589|590,589|590,2,1,2.000195981,2.000195981,0.799306246,2,2,"{""DISTANCE_DIAMETER"":1,""DISTANCE_GROWTH"":1}",2,0
00000257--d1cacb63a0--22:65|85,00000257--d1cacb63a0--22,00000257,22,65|85,65|85,3,3,1.950307564,3.40009392,0.300345774,3,3,"{""DISTANCE_DIAMETER"":2,""LATERAL_GROWTH"":1}",3,0
00000257--d1cacb63a0--23:11|35,00000257--d1cacb63a0--23,00000257,23,11|35,11|35,3,3,19.9996265935,39.799778033,0.399571576,3,3,"{""DISTANCE_GROWTH"":1,""LATERAL_GROWTH"":2}",3,0
00000257--d1cacb63a0--23:193|250,00000257--d1cacb63a0--23,00000257,23,193|250,193|250,2,1,0.500201144,0.500201144,0.399743013,2,2,"{""LATERAL_DIAMETER"":2}",2,0
00000257--d1cacb63a0--23:87|88,00000257--d1cacb63a0--23,00000257,23,87|88,87|88,3,3,2.849703712,3.499466893,1.500187797,3,3,"{""LATERAL_DIAMETER"":3}",3,0
00000257--d1cacb63a0--23:88|137,00000257--d1cacb63a0--23,00000257,23,88|137,88|137,4,4,2.398323837,5.701853848,1.9987588339999998,3,4,"{""LATERAL_DIAMETER"":3,""LATERAL_GROWTH"":1}",4,0
00000257--d1cacb63a0--24:230|234,00000257--d1cacb63a0--24,00000257,24,230|234,230|234,3,3,0.8001991804999999,0.898104283,0.798125641,3,3,"{""LATERAL_DIAMETER"":3}",3,0
00000257--d1cacb63a0--24:389|390,00000257--d1cacb63a0--24,00000257,24,389|390,389|390,2,2,1.599894442,1.599894442,1.100225303,1,2,"{""DISTANCE_GROWTH"":2}",2,0
00000257--d1cacb63a0--24:433|437,00000257--d1cacb63a0--24,00000257,24,433|437,433|437,2,1,0.993666129,0.993666129,0.800450139,2,2,"{""LATERAL_DIAMETER"":2}",2,0
00000257--d1cacb63a0--24:478|488,00000257--d1cacb63a0--24,00000257,24,478|488,478|488,2,2,4.600197985,4.600197985,0.653390178,2,2,"{""DISTANCE_GROWTH"":1,""LATERAL_DIAMETER"":1}",2,0
00000257--d1cacb63a0--25:31|33,00000257--d1cacb63a0--25,00000257,25,31|33,31|33,2,2,2.500869285,2.500869285,0.800566052,1,2,"{""DISTANCE_GROWTH"":2}",2,0
00000257--d1cacb63a0--25:609|623,00000257--d1cacb63a0--25,00000257,25,609|623,609|623;609|623|661,2,2,2.600882144,2.600882144,1.500188142,1,1,"{""DISTANCE_DIAMETER"":2}",2,0
00000257--d1cacb63a0--25:689|708,00000257--d1cacb63a0--25,00000257,25,689|708,689|708,2,1,0.499696604,0.499696604,0.400034261,1,2,"{""DISTANCE_DIAMETER"":2}",2,0
00000257--d1cacb63a0--26:412|477,00000257--d1cacb63a0--26,00000257,26,412|477,412|477,2,1,3.900454848,3.900454848,0.09960894,2,2,"{""DISTANCE_DIAMETER"":1,""LATERAL_GROWTH"":1}",2,0
00000257--d1cacb63a0--26:429|434,00000257--d1cacb63a0--26,00000257,26,429|434,429|434,2,2,0.899751104,0.899751104,1.049756791,1,1,"{""DISTANCE_DIAMETER"":2}",2,0
00000257--d1cacb63a0--26:525|528,00000257--d1cacb63a0--26,00000257,26,525|528,403|525|528;525|528,2,1,2.800302068,2.800302068,2.201711644,1,2,"{""LATERAL_GROWTH"":1,""OTHER_STATIONARY_MOVING"":1}",2,0
00000257--d1cacb63a0--26:79|97,00000257--d1cacb63a0--26,00000257,26,79|97,79|97,2,1,1.899608078,1.899608078,0.299316234,1,1,"{""DISTANCE_DIAMETER"":2}",2,0
00000257--d1cacb63a0--27:150|152,00000257--d1cacb63a0--27,00000257,27,150|152,150|152,5,4,1.0001207585,1.700301139,0.6995452785,4,4,"{""LATERAL_DIAMETER"":5}",5,0
00000257--d1cacb63a0--27:199|211,00000257--d1cacb63a0--27,00000257,27,199|211,199|211,2,1,4.60180093,4.60180093,0.300633789,2,2,"{""DISTANCE_DIAMETER"":2}",2,0
00000257--d1cacb63a0--27:209|230,00000257--d1cacb63a0--27,00000257,27,209|230,209|230,4,4,0.799916966,2.701660458,0.4005798475,4,4,"{""DISTANCE_DIAMETER"":4}",4,0
00000257--d1cacb63a0--27:258|261,00000257--d1cacb63a0--27,00000257,27,258|261,258|261,2,2,0.799762677,0.799762677,1.1001579065,2,2,"{""DISTANCE_DIAMETER"":2}",2,0
00000257--d1cacb63a0--27:282|283,00000257--d1cacb63a0--27,00000257,27,282|283,282|283,4,3,1.298968648,1.301740123,0.398463261,4,4,"{""DISTANCE_DIAMETER"":3,""LATERAL_GROWTH"":1}",4,0
00000257--d1cacb63a0--27:47|53,00000257--d1cacb63a0--27,00000257,27,47|53,47|53,2,2,7.299938791,7.299938791,1.4000314755,2,2,"{""DISTANCE_DIAMETER"":1,""LATERAL_DIAMETER"":1}",2,0
00000257--d1cacb63a0--27:55|70,00000257--d1cacb63a0--27,00000257,27,55|70,55|67|70,2,2,0.299156267,0.299156267,0.2000097925,2,2,"{""DISTANCE_GROWTH"":2}",2,0
00000257--d1cacb63a0--27:94|107,00000257--d1cacb63a0--27,00000257,27,94|107,94|107,3,2,2.0998437335,2.200098421,0.7499848035,3,3,"{""DISTANCE_DIAMETER"":2,""LATERAL_DIAMETER"":1}",3,0
00000257--d1cacb63a0--27:9|39,00000257--d1cacb63a0--27,00000257,27,9|39,9|39,2,2,1.000588191,1.000588191,1.350725478,1,2,"{""LATERAL_DIAMETER"":1,""LATERAL_GROWTH"":1}",2,0
00000257--d1cacb63a0--28:282|309,00000257--d1cacb63a0--28,00000257,28,282|309,282|309,2,1,1.29152387,1.29152387,1.000807337,2,2,"{""DISTANCE_DIAMETER"":1,""LATERAL_GROWTH"":1}",2,0
00000257--d1cacb63a0--28:306|321,00000257--d1cacb63a0--28,00000257,28,306|321,306|321,5,5,0.2542691865,0.30046037,0.109488263,5,5,"{""LATERAL_DIAMETER"":1,""LATERAL_GROWTH"":4}",5,0
00000257--d1cacb63a0--28:35|36,00000257--d1cacb63a0--28,00000257,28,35|36,33|35|36;35|36;35|36|73,4,1,1.399954889,4.392258637,0.500006469,4,3,"{""DISTANCE_DIAMETER"":4}",4,0
00000257--d1cacb63a0--28:411|436,00000257--d1cacb63a0--28,00000257,28,411|436,411|436,2,1,2.708189249,2.708189249,2.598834408,1,1,"{""DISTANCE_GROWTH"":2}",2,0
00000257--d1cacb63a0--28:461|468,00000257--d1cacb63a0--28,00000257,28,461|468,461|468,2,1,0.487918389,0.487918389,0.398315018,2,2,"{""LATERAL_DIAMETER"":1,""LATERAL_GROWTH"":1}",2,0
00000257--d1cacb63a0--28:528|533,00000257--d1cacb63a0--28,00000257,28,528|533,528|533,3,2,0.54983976,0.689273651,0.29470969950000003,3,3,"{""DISTANCE_DIAMETER"":2,""LATERAL_GROWTH"":1}",3,0
00000257--d1cacb63a0--28:594|629,00000257--d1cacb63a0--28,00000257,28,594|629,594|629,2,1,1.600019199,1.600019199,0.89963948,1,1,"{""DISTANCE_DIAMETER"":2}",2,0
00000257--d1cacb63a0--28:711|722,00000257--d1cacb63a0--28,00000257,28,711|722,711|722,3,3,0.3501075255,0.499943387,0.199224221,3,3,"{""LATERAL_GROWTH"":3}",3,0
00000257--d1cacb63a0--29:14|32,00000257--d1cacb63a0--29,00000257,29,14|32,14|32,2,2,0.800128519,0.800128519,0.750800889,2,2,"{""DISTANCE_DIAMETER"":2}",2,0
00000257--d1cacb63a0--29:191|211,00000257--d1cacb63a0--29,00000257,29,191|211,191|211;191|211|249,2,1,2.30166988,2.30166988,1.700581913,1,1,"{""DISTANCE_DIAMETER"":1,""DISTANCE_GROWTH"":1}",2,0
00000257--d1cacb63a0--29:278|309,00000257--d1cacb63a0--29,00000257,29,278|309,278|309,5,5,1.7495342925,4.000057445,0.498964627,5,5,"{""LATERAL_DIAMETER"":2,""LATERAL_GROWTH"":3}",5,0
00000257--d1cacb63a0--29:296|401,00000257--d1cacb63a0--29,00000257,29,296|401,296|310|401,2,1,0.500347894,0.500347894,0.100282933,2,2,"{""LATERAL_DIAMETER"":1,""LATERAL_GROWTH"":1}",2,0
00000257--d1cacb63a0--29:318|319,00000257--d1cacb63a0--29,00000257,29,318|319,318|319,2,1,1.700729914,1.700729914,0.60059193,2,2,"{""LATERAL_DIAMETER"":2}",2,0
00000257--d1cacb63a0--29:425|435,00000257--d1cacb63a0--29,00000257,29,425|435,425|435,2,1,1.300397888,1.300397888,0.300676718,2,2,"{""DISTANCE_DIAMETER"":1,""LATERAL_DIAMETER"":1}",2,0
00000257--d1cacb63a0--29:88|166,00000257--d1cacb63a0--29,00000257,29,88|166,88|166;88|166|177,2,1,1.199893985,1.199893985,0.300102583,2,1,"{""DISTANCE_DIAMETER"":2}",2,0
00000257--d1cacb63a0--3:283|287,00000257--d1cacb63a0--3,00000257,3,283|287,283|287,2,2,0.399791005,0.399791005,0.5498484235000001,2,2,"{""DISTANCE_GROWTH"":1,""OTHER_STATIONARY_MOVING"":1}",2,0
00000257--d1cacb63a0--30:112|120,00000257--d1cacb63a0--30,00000257,30,112|120,103|112|120;112|120,2,1,1.400257431,1.400257431,1.099813977,1,0,"{""DISTANCE_DIAMETER"":1,""DISTANCE_GROWTH"":1}",2,0
00000257--d1cacb63a0--30:156|178,00000257--d1cacb63a0--30,00000257,30,156|178,144|156|178,3,2,0.7503221245,1.000848304,0.4018841825,3,2,"{""DISTANCE_DIAMETER"":3}",3,0
00000257--d1cacb63a0--30:175|239,00000257--d1cacb63a0--30,00000257,30,175|239,175|239,2,1,3.697749386,3.697749386,3.498523186,1,2,"{""DISTANCE_DIAMETER"":1,""LATERAL_GROWTH"":1}",2,0
00000257--d1cacb63a0--30:228|240,00000257--d1cacb63a0--30,00000257,30,228|240,228|240,2,1,0.900034395,0.900034395,0.800792211,2,2,"{""DISTANCE_GROWTH"":1,""LATERAL_GROWTH"":1}",2,0
00000257--d1cacb63a0--30:28|34,00000257--d1cacb63a0--30,00000257,30,28|34,27|28|34,2,1,0.498794025,0.498794025,0.299218748,2,2,"{""DISTANCE_DIAMETER"":1,""LATERAL_DIAMETER"":1}",2,0
00000257--d1cacb63a0--30:499|535,00000257--d1cacb63a0--30,00000257,30,499|535,499|535,2,2,1.399358616,1.399358616,0.700033919,2,2,"{""LATERAL_DIAMETER"":2}",2,0
00000257--d1cacb63a0--30:549|562,00000257--d1cacb63a0--30,00000257,30,549|562,549|562,3,2,2.9502146125,5.400871423,2.7003541385,3,3,"{""DISTANCE_GROWTH"":1,""LATERAL_DIAMETER"":2}",3,0
00000257--d1cacb63a0--30:549|587,00000257--d1cacb63a0--30,00000257,30,549|587,549|587,3,2,0.4501698565,0.60027158,0.1001551505,2,2,"{""DISTANCE_GROWTH"":2,""LATERAL_GROWTH"":1}",3,0
00000257--d1cacb63a0--30:562|587,00000257--d1cacb63a0--30,00000257,30,562|587,562|563|587,2,1,1.200528958,1.200528958,0.30000923,2,1,"{""DISTANCE_DIAMETER"":2}",2,0
00000257--d1cacb63a0--31:11|13,00000257--d1cacb63a0--31,00000257,31,11|13,11|13,2,1,7.200440018,7.200440018,6.199607494,2,2,"{""LATERAL_DIAMETER"":2}",2,0
00000257--d1cacb63a0--31:1|8,00000257--d1cacb63a0--31,00000257,31,1|8,1|8,2,1,0.79947368,0.79947368,0.100087023,1,2,"{""LATERAL_GROWTH"":2}",2,0
00000257--d1cacb63a0--31:3|7,00000257--d1cacb63a0--31,00000257,31,3|7,3|7,2,2,5.600210776,5.600210776,0.5994883710000001,2,2,"{""LATERAL_GROWTH"":2}",2,0
00000257--d1cacb63a0--31:47|54,00000257--d1cacb63a0--31,00000257,31,47|54,47|54,2,1,0.600252247,0.600252247,0.500092714,2,2,"{""LATERAL_DIAMETER"":1,""OTHER_STATIONARY_MOVING"":1}",2,0
00000257--d1cacb63a0--4:171|187,00000257--d1cacb63a0--4,00000257,4,171|187,171|187,2,2,0.401046955,0.401046955,0.794801018,1,1,"{""LATERAL_DIAMETER"":1,""LATERAL_GROWTH"":1}",2,0
00000257--d1cacb63a0--5:335|341,00000257--d1cacb63a0--5,00000257,5,335|341,335|341,2,2,0.300371449,0.300371449,0.09965352799999999,2,2,"{""LATERAL_GROWTH"":2}",2,0
00000257--d1cacb63a0--5:403|412,00000257--d1cacb63a0--5,00000257,5,403|412,403|412,3,2,1.099760064,1.700438852,0.7489275345,2,2,"{""DISTANCE_DIAMETER"":3}",3,0
00000257--d1cacb63a0--5:73|76,00000257--d1cacb63a0--5,00000257,5,73|76,73|76,3,3,1.1999109155,1.6997587,0.099496131,3,3,"{""DISTANCE_GROWTH"":2,""LATERAL_GROWTH"":1}",3,0
