key,policy,scans,baseline_rep_changes,candidate_rep_changes,suppressed_transitions,suppressed_pingpong_returns,grouping_mismatch,pid_mismatch,member_mismatch,stale_representative,publication_changed_scans,legacy_p1_publication_changed_scans,publication_set_changed_scans,alias_changed_scans,aLead_changed_scans,radarstate_changed_scans,planner_input_changed_scans,lead_coordinate_only,lead_id_changed,lead_gain,lead_loss,lead1_lead2_change,lead_aLead_changed,state_peak,cutin_delay_ms,cutin_target_coordinate_changed_scans,route2bc_window_scans,route2bc_window_regression_scans,route2bc_window_rep_changes,p0_publication_duration_delta_scans
0000026d--2363789071--52,E,599,17,12,6,3,0,0,0,0,12,12,0,0,8,0,0,0,0,0,0,0,0,0,,,,,,
0000026d--2363789071--53,E,599,1,1,1,0,0,0,0,0,4,4,0,0,18,0,0,0,0,0,0,0,0,0,,,,,,
0000026d--2363789071--54,E,599,58,51,8,4,0,0,0,0,21,21,0,0,59,0,0,0,0,0,0,0,0,0,,,,,,
0000026d--2363789071--55,E,599,26,16,10,5,0,0,0,0,24,24,0,0,140,0,0,0,0,0,0,0,0,0,,,,,,
0000026d--2363789071--56,E,599,39,27,12,8,0,0,0,0,34,34,0,0,51,0,0,0,0,0,0,0,0,0,,,,,,0
0000026d--2363789071--57,E,600,71,68,3,2,0,23,23,0,140,140,12,125,22,0,0,0,0,0,0,0,0,0,,,,,,
0000026d--2363789071--58,E,600,37,31,10,6,0,0,0,0,14,14,0,0,55,0,0,0,0,0,0,0,0,0,,,,,,
0000026d--2363789071--59,E,600,9,3,6,3,0,0,0,0,6,6,0,0,59,0,0,0,0,0,0,0,0,0,,,,,,
0000026d--2363789071--6,E,599,54,47,9,4,0,0,0,0,18,18,0,0,36,0,0,0,0,0,0,0,0,0,,,,,,
0000026d--2363789071--60,E,600,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0
0000026d--2363789071--61,E,600,38,32,6,2,0,4,4,0,11,11,1,1,54,0,0,0,0,0,0,0,0,0,,,,,,
0000026d--2363789071--62,E,600,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
0000026d--2363789071--63,E,600,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
0000026d--2363789071--64,E,600,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
0000026d--2363789071--65,E,600,5,5,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
0000026d--2363789071--66,E,600,50,44,6,4,0,0,0,0,11,11,0,0,18,0,0,0,0,0,0,0,0,0,,,,,,
0000026d--2363789071--67,E,600,44,38,8,4,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
0000026d--2363789071--68,E,600,10,6,4,3,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
0000026d--2363789071--69,E,600,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
0000026d--2363789071--7,E,600,43,41,4,2,0,9,9,0,18,18,0,0,37,0,0,0,0,0,0,0,0,0,,,,,,
0000026d--2363789071--70,E,600,61,59,3,1,0,0,0,0,8,8,0,0,27,0,0,0,0,0,0,0,0,0,,,,,,
0000026d--2363789071--71,E,600,49,45,6,2,0,27,27,0,220,220,18,205,47,0,0,0,0,0,0,0,0,0,,,,,,
0000026d--2363789071--72,E,600,17,14,4,1,0,27,27,0,36,36,25,25,10,0,0,0,0,0,0,0,0,0,,,,,,
0000026d--2363789071--73,E,600,34,29,8,4,0,0,0,0,8,8,0,0,40,0,0,0,0,0,0,0,0,0,,,,,,
0000026d--2363789071--74,E,600,22,16,7,4,0,0,0,0,11,11,0,0,29,0,0,0,0,0,0,0,0,0,,,,,,
0000026d--2363789071--75,E,600,23,19,5,2,0,0,0,0,11,11,0,0,32,0,0,0,0,0,0,0,0,0,,,,,,
0000026d--2363789071--76,E,600,32,24,9,5,0,0,0,0,10,10,0,0,44,0,0,0,0,0,0,0,0,0,,,,,,
0000026d--2363789071--77,E,599,34,32,5,2,0,0,0,0,8,8,0,0,19,0,0,0,0,0,0,0,0,0,,,,,,
0000026d--2363789071--78,E,599,43,35,8,7,0,0,0,0,13,13,0,0,45,0,0,0,0,0,0,0,0,0,,,,,,
0000026d--2363789071--79,E,599,18,14,4,3,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
0000026d--2363789071--8,E,600,48,44,5,3,0,0,0,0,9,9,0,0,4,0,0,0,0,0,0,0,0,0,,,,,,
0000026d--2363789071--80,E,600,26,19,9,4,0,4,4,0,19,19,1,1,15,0,0,0,0,0,0,0,0,0,,,,,,
0000026d--2363789071--81,E,600,41,33,9,5,0,0,0,0,12,12,0,0,13,0,0,0,0,0,0,0,0,0,,,,,,
0000026d--2363789071--82,E,599,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
0000026d--2363789071--83,E,599,20,18,3,1,0,0,0,0,2,2,0,0,8,0,0,0,0,0,0,0,0,0,,,,,,
0000026d--2363789071--84,E,599,5,3,2,1,0,0,0,0,1,1,0,0,11,0,0,0,0,0,0,0,0,0,,,,,,
0000026d--2363789071--85,E,600,9,9,2,1,0,0,0,0,11,11,0,0,13,0,0,0,0,0,0,0,0,0,,,,,,
0000026d--2363789071--86,E,600,8,6,2,2,0,0,0,0,5,5,0,0,21,0,0,0,0,0,0,0,0,0,,,,,,
0000026d--2363789071--87,E,600,28,24,5,3,0,0,0,0,6,6,0,0,10,0,0,0,0,0,0,0,0,0,,,,,,
0000026d--2363789071--88,E,600,23,23,1,1,0,0,0,0,1,1,0,0,15,0,0,0,0,0,0,0,0,0,,,,,,
0000026d--2363789071--89,E,600,37,32,5,3,0,12,12,0,39,39,1,25,11,0,0,0,0,0,0,0,0,0,,,,,,
0000026d--2363789071--9,E,600,61,59,3,3,0,0,0,0,5,5,0,0,28,0,0,0,0,0,0,0,0,0,,,,,,
0000026d--2363789071--90,E,600,64,56,11,7,0,0,0,0,18,18,0,0,35,0,0,0,0,0,0,0,0,0,,,,,,
0000026d--2363789071--91,E,600,43,43,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
