key,policy,scans,aLead_changed_scans,lead_aLead_changed
0000026d--2363789071--17,E3,600,0,0
0000026d--2363789071--17,E4,600,0,0
0000026d--2363789071--17,E5,600,26,0
0000026d--2363789071--18,E,600,7,0
0000026d--2363789071--18,E1,600,2,0
0000026d--2363789071--18,E2,600,2,0
0000026d--2363789071--18,E3,600,2,0
0000026d--2363789071--18,E4,600,2,0
0000026d--2363789071--18,E5,600,93,0
0000026d--2363789071--19,E,600,172,0
0000026d--2363789071--19,E1,600,32,0
0000026d--2363789071--19,E2,600,28,0
0000026d--2363789071--19,E3,600,46,0
0000026d--2363789071--19,E4,600,0,0
0000026d--2363789071--19,E5,600,265,0
0000026d--2363789071--2,E,599,25,0
0000026d--2363789071--2,E1,599,10,0
0000026d--2363789071--2,E2,599,18,0
0000026d--2363789071--2,E3,599,18,0
0000026d--2363789071--2,E4,599,0,0
0000026d--2363789071--2,E5,599,147,0
0000026d--2363789071--20,E,600,44,0
0000026d--2363789071--20,E1,600,32,0
0000026d--2363789071--20,E2,600,44,0
0000026d--2363789071--20,E3,600,44,0
0000026d--2363789071--20,E4,600,0,0
0000026d--2363789071--20,E5,600,155,0
0000026d--2363789071--21,E,600,10,0
0000026d--2363789071--21,E1,600,0,0
0000026d--2363789071--21,E2,600,10,0
0000026d--2363789071--21,E3,600,10,0
0000026d--2363789071--21,E4,600,10,0
0000026d--2363789071--21,E5,600,224,0
0000026d--2363789071--22,E,599,19,0
0000026d--2363789071--22,E1,599,0,0
0000026d--2363789071--22,E2,599,4,0
0000026d--2363789071--22,E3,599,4,0
0000026d--2363789071--22,E4,599,0,0
0000026d--2363789071--22,E5,599,92,0
0000026d--2363789071--23,E,600,23,0
0000026d--2363789071--23,E1,600,0,0
0000026d--2363789071--23,E2,600,23,0
0000026d--2363789071--23,E3,600,23,0
0000026d--2363789071--23,E4,600,23,0
0000026d--2363789071--23,E5,600,102,0
0000026d--2363789071--24,E,599,42,0
0000026d--2363789071--24,E1,599,0,0
0000026d--2363789071--24,E2,599,42,0
0000026d--2363789071--24,E3,599,42,0
0000026d--2363789071--24,E4,599,42,0
0000026d--2363789071--24,E5,599,121,0
0000026d--2363789071--25,E,600,12,0
0000026d--2363789071--25,E1,600,12,0
0000026d--2363789071--25,E2,600,12,0
0000026d--2363789071--25,E3,600,12,0
0000026d--2363789071--25,E4,600,0,0
0000026d--2363789071--25,E5,600,108,0
0000026d--2363789071--26,E,599,39,0
0000026d--2363789071--26,E1,599,0,0
0000026d--2363789071--26,E2,599,39,0
0000026d--2363789071--26,E3,599,39,0
0000026d--2363789071--26,E4,599,0,0
0000026d--2363789071--26,E5,599,54,0
0000026d--2363789071--27,E,599,0,0
0000026d--2363789071--27,E1,599,0,0
0000026d--2363789071--27,E2,599,0,0
0000026d--2363789071--27,E3,599,0,0
0000026d--2363789071--27,E4,599,0,0
0000026d--2363789071--27,E5,599,77,0
0000026d--2363789071--28,E,599,2,0
0000026d--2363789071--28,E1,599,0,0
0000026d--2363789071--28,E2,599,0,0
0000026d--2363789071--28,E3,599,0,0
0000026d--2363789071--28,E4,599,0,0
0000026d--2363789071--28,E5,599,89,0
0000026d--2363789071--29,E,599,0,0
0000026d--2363789071--29,E1,599,0,0
0000026d--2363789071--29,E2,599,0,0
0000026d--2363789071--29,E3,599,0,0
0000026d--2363789071--29,E4,599,0,0
0000026d--2363789071--29,E5,599,271,0
0000026d--2363789071--3,E,599,20,0
0000026d--2363789071--3,E1,599,0,0
0000026d--2363789071--3,E2,599,5,0
0000026d--2363789071--3,E3,599,5,0
0000026d--2363789071--3,E4,599,0,0
0000026d--2363789071--3,E5,599,136,0
0000026d--2363789071--30,E,600,0,0
0000026d--2363789071--30,E1,600,0,0
0000026d--2363789071--30,E2,600,0,0
0000026d--2363789071--30,E3,600,0,0
0000026d--2363789071--30,E4,600,0,0
0000026d--2363789071--30,E5,600,56,0
0000026d--2363789071--31,E,600,29,0
0000026d--2363789071--31,E1,600,0,0
0000026d--2363789071--31,E2,600,0,0
0000026d--2363789071--31,E3,600,0,0
0000026d--2363789071--31,E4,600,0,0
0000026d--2363789071--31,E5,600,56,0
0000026d--2363789071--32,E,600,0,0
0000026d--2363789071--32,E1,600,0,0
0000026d--2363789071--32,E2,600,0,0
0000026d--2363789071--32,E3,600,0,0
0000026d--2363789071--32,E4,600,0,0
0000026d--2363789071--32,E5,600,2,0
0000026d--2363789071--33,E,600,30,0
0000026d--2363789071--33,E1,600,30,0
0000026d--2363789071--33,E2,600,30,0
0000026d--2363789071--33,E3,600,30,0
0000026d--2363789071--33,E4,600,25,0
0000026d--2363789071--33,E5,600,71,0
0000026d--2363789071--34,E,600,23,0
0000026d--2363789071--34,E1,600,0,0
0000026d--2363789071--34,E2,600,23,0
0000026d--2363789071--34,E3,600,23,0
0000026d--2363789071--34,E4,600,0,0
0000026d--2363789071--34,E5,600,23,0
0000026d--2363789071--35,E,600,14,0
0000026d--2363789071--35,E1,600,0,0
0000026d--2363789071--35,E2,600,14,0
0000026d--2363789071--35,E3,600,14,0
0000026d--2363789071--35,E4,600,14,0
0000026d--2363789071--35,E5,600,14,0
0000026d--2363789071--36,E,600,34,0
0000026d--2363789071--36,E1,600,5,0
0000026d--2363789071--36,E2,600,18,0
0000026d--2363789071--36,E3,600,18,0
0000026d--2363789071--36,E4,600,0,0
0000026d--2363789071--36,E5,600,39,0
0000026d--2363789071--37,E,600,0,0
0000026d--2363789071--37,E1,600,0,0
0000026d--2363789071--37,E2,600,0,0
0000026d--2363789071--37,E3,600,0,0
0000026d--2363789071--37,E4,600,0,0
0000026d--2363789071--37,E5,600,146,0
0000026d--2363789071--38,E,600,4,0
0000026d--2363789071--38,E1,600,0,0
0000026d--2363789071--38,E2,600,0,0
0000026d--2363789071--38,E3,600,0,0
0000026d--2363789071--38,E4,600,0,0
0000026d--2363789071--38,E5,600,59,0
0000026d--2363789071--39,E,600,4,0
0000026d--2363789071--39,E1,600,3,0
0000026d--2363789071--39,E2,600,4,0
0000026d--2363789071--39,E3,600,4,0
0000026d--2363789071--39,E4,600,4,0
0000026d--2363789071--39,E5,600,117,0
0000026d--2363789071--4,E,599,21,0
0000026d--2363789071--4,E1,599,0,0
0000026d--2363789071--4,E2,599,21,0
0000026d--2363789071--4,E3,599,21,0
0000026d--2363789071--4,E4,599,0,0
0000026d--2363789071--4,E5,599,111,0
0000026d--2363789071--40,E,600,0,0
0000026d--2363789071--40,E1,600,0,0
0000026d--2363789071--40,E2,600,0,0
0000026d--2363789071--40,E3,600,0,0
0000026d--2363789071--40,E4,600,0,0
0000026d--2363789071--40,E5,600,30,0
0000026d--2363789071--41,E,600,14,0
0000026d--2363789071--41,E1,600,0,0
0000026d--2363789071--41,E2,600,14,0
0000026d--2363789071--41,E3,600,14,0
0000026d--2363789071--41,E4,600,14,0
0000026d--2363789071--41,E5,600,26,0
0000026d--2363789071--42,E,600,10,0
0000026d--2363789071--42,E1,600,0,0
0000026d--2363789071--42,E2,600,10,0
0000026d--2363789071--42,E3,600,10,0
0000026d--2363789071--42,E4,600,0,0
0000026d--2363789071--42,E5,600,106,0
0000026d--2363789071--43,E,600,83,0
0000026d--2363789071--43,E1,600,31,0
0000026d--2363789071--43,E2,600,79,0
0000026d--2363789071--43,E3,600,79,0
0000026d--2363789071--43,E4,600,31,0
0000026d--2363789071--43,E5,600,114,0
0000026d--2363789071--44,E,600,0,0
0000026d--2363789071--44,E1,600,0,0
0000026d--2363789071--44,E2,600,0,0
0000026d--2363789071--44,E3,600,0,0
0000026d--2363789071--44,E4,600,0,0
0000026d--2363789071--44,E5,600,0,0
0000026d--2363789071--45,E,600,15,0
0000026d--2363789071--45,E1,600,15,0
0000026d--2363789071--45,E2,600,15,0
0000026d--2363789071--45,E3,600,15,0
0000026d--2363789071--45,E4,600,12,0
0000026d--2363789071--45,E5,600,102,0
0000026d--2363789071--46,E,600,2,0
0000026d--2363789071--46,E1,600,0,0
0000026d--2363789071--46,E2,600,2,0
0000026d--2363789071--46,E3,600,2,0
0000026d--2363789071--46,E4,600,0,0
0000026d--2363789071--46,E5,600,449,0
0000026d--2363789071--47,E,600,3,0
0000026d--2363789071--47,E1,600,0,0
0000026d--2363789071--47,E2,600,3,0
0000026d--2363789071--47,E3,600,3,0
0000026d--2363789071--47,E4,600,0,0
0000026d--2363789071--47,E5,600,64,0
0000026d--2363789071--48,E,600,21,0
0000026d--2363789071--48,E1,600,0,0
0000026d--2363789071--48,E2,600,21,0
0000026d--2363789071--48,E3,600,21,0
0000026d--2363789071--48,E4,600,1,0
0000026d--2363789071--48,E5,600,77,0
0000026d--2363789071--49,E,600,17,0
0000026d--2363789071--49,E1,600,0,0
0000026d--2363789071--49,E2,600,12,0
0000026d--2363789071--49,E3,600,12,0
0000026d--2363789071--49,E4,600,3,0
0000026d--2363789071--49,E5,600,120,0
0000026d--2363789071--5,E,599,54,0
0000026d--2363789071--5,E1,599,47,0
0000026d--2363789071--5,E2,599,54,0
0000026d--2363789071--5,E3,599,54,0
0000026d--2363789071--5,E4,599,0,0
0000026d--2363789071--5,E5,599,179,0
0000026d--2363789071--50,E,600,2,0
0000026d--2363789071--50,E1,600,2,0
0000026d--2363789071--50,E2,600,2,0
0000026d--2363789071--50,E3,600,2,0
0000026d--2363789071--50,E4,600,0,0
0000026d--2363789071--50,E5,600,154,0
0000026d--2363789071--51,E,599,34,0
0000026d--2363789071--51,E1,599,0,0
0000026d--2363789071--51,E2,599,0,0
0000026d--2363789071--51,E3,599,0,0
0000026d--2363789071--51,E4,599,0,0
0000026d--2363789071--51,E5,599,73,0
0000026d--2363789071--52,E,599,8,0
0000026d--2363789071--52,E1,599,0,0
0000026d--2363789071--52,E2,599,8,0
0000026d--2363789071--52,E3,599,8,0
0000026d--2363789071--52,E4,599,0,0
0000026d--2363789071--52,E5,599,16,0
0000026d--2363789071--53,E,599,18,0
0000026d--2363789071--53,E1,599,0,0
0000026d--2363789071--53,E2,599,18,0
0000026d--2363789071--53,E3,599,18,0
0000026d--2363789071--53,E4,599,0,0
0000026d--2363789071--53,E5,599,18,0
0000026d--2363789071--54,E,599,59,0
0000026d--2363789071--54,E1,599,0,0
0000026d--2363789071--54,E2,599,23,0
0000026d--2363789071--54,E3,599,23,0
0000026d--2363789071--54,E4,599,0,0
0000026d--2363789071--54,E5,599,437,0
0000026d--2363789071--55,E,599,140,0
0000026d--2363789071--55,E1,599,88,0
0000026d--2363789071--55,E2,599,140,0
0000026d--2363789071--55,E3,599,140,0
0000026d--2363789071--55,E4,599,104,0
0000026d--2363789071--55,E5,599,174,0
0000026d--2363789071--56,E,599,51,0
0000026d--2363789071--56,E1,599,7,0
0000026d--2363789071--56,E2,599,39,0
0000026d--2363789071--56,E3,599,39,0
0000026d--2363789071--56,E4,599,10,0
0000026d--2363789071--56,E5,599,87,0
0000026d--2363789071--57,E,600,22,0
0000026d--2363789071--57,E1,600,13,0
0000026d--2363789071--57,E2,600,22,0
0000026d--2363789071--57,E3,600,22,0
0000026d--2363789071--57,E4,600,0,0
0000026d--2363789071--57,E5,600,403,0
0000026d--2363789071--58,E,600,55,0
0000026d--2363789071--58,E1,600,23,0
0000026d--2363789071--58,E2,600,55,0
0000026d--2363789071--58,E3,600,55,0
0000026d--2363789071--58,E4,600,17,0
0000026d--2363789071--58,E5,600,88,0
0000026d--2363789071--59,E,600,59,0
0000026d--2363789071--59,E1,600,0,0
0000026d--2363789071--59,E2,600,20,0
0000026d--2363789071--59,E3,600,20,0
0000026d--2363789071--59,E4,600,0,0
0000026d--2363789071--59,E5,600,89,0
0000026d--2363789071--6,E,599,36,0
0000026d--2363789071--6,E1,599,10,0
0000026d--2363789071--6,E2,599,16,0
0000026d--2363789071--6,E3,599,16,0
0000026d--2363789071--6,E4,599,0,0
0000026d--2363789071--6,E5,599,86,0
0000026d--2363789071--60,E,600,0,0
0000026d--2363789071--60,E1,600,0,0
0000026d--2363789071--60,E2,600,0,0
0000026d--2363789071--60,E3,600,0,0
0000026d--2363789071--60,E4,600,0,0
0000026d--2363789071--60,E5,600,11,0
0000026d--2363789071--61,E,600,54,0
0000026d--2363789071--61,E1,600,0,0
0000026d--2363789071--61,E2,600,44,0
0000026d--2363789071--61,E3,600,44,0
0000026d--2363789071--61,E4,600,40,0
0000026d--2363789071--61,E5,600,113,0
0000026d--2363789071--62,E,600,0,0
0000026d--2363789071--62,E1,600,0,0
0000026d--2363789071--62,E2,600,0,0
0000026d--2363789071--62,E3,600,0,0
0000026d--2363789071--62,E4,600,0,0
0000026d--2363789071--62,E5,600,69,0
0000026d--2363789071--63,E,600,0,0
0000026d--2363789071--63,E1,600,0,0
0000026d--2363789071--63,E2,600,0,0
0000026d--2363789071--63,E3,600,0,0
0000026d--2363789071--63,E4,600,0,0
0000026d--2363789071--63,E5,600,101,0
0000026d--2363789071--64,E,600,0,0
0000026d--2363789071--64,E1,600,0,0
0000026d--2363789071--64,E2,600,0,0
0000026d--2363789071--64,E3,600,0,0
0000026d--2363789071--64,E4,600,0,0
0000026d--2363789071--64,E5,600,0,0
0000026d--2363789071--65,E,600,0,0
0000026d--2363789071--65,E1,600,0,0
0000026d--2363789071--65,E2,600,0,0
0000026d--2363789071--65,E3,600,0,0
0000026d--2363789071--65,E4,600,0,0
0000026d--2363789071--65,E5,600,47,0
0000026d--2363789071--66,E,600,18,0
0000026d--2363789071--66,E1,600,55,0
0000026d--2363789071--66,E2,600,18,0
0000026d--2363789071--66,E3,600,18,0
0000026d--2363789071--66,E4,600,8,0
0000026d--2363789071--66,E5,600,78,0
0000026d--2363789071--67,E,600,0,0
0000026d--2363789071--67,E1,600,0,0
0000026d--2363789071--67,E2,600,0,0
0000026d--2363789071--67,E3,600,0,0
0000026d--2363789071--67,E4,600,0,0
0000026d--2363789071--67,E5,600,98,0
0000026d--2363789071--68,E,600,0,0
0000026d--2363789071--68,E1,600,13,0
0000026d--2363789071--68,E2,600,0,0
0000026d--2363789071--68,E3,600,0,0
0000026d--2363789071--68,E4,600,0,0
0000026d--2363789071--68,E5,600,40,0
0000026d--2363789071--69,E,600,0,0
0000026d--2363789071--69,E1,600,0,0
0000026d--2363789071--69,E2,600,0,0
0000026d--2363789071--69,E3,600,0,0
0000026d--2363789071--69,E4,600,0,0
0000026d--2363789071--69,E5,600,0,0
0000026d--2363789071--7,E,600,37,0
0000026d--2363789071--7,E1,600,17,0
0000026d--2363789071--7,E2,600,36,0
0000026d--2363789071--7,E3,600,36,0
0000026d--2363789071--7,E4,600,0,0
0000026d--2363789071--7,E5,600,152,0
0000026d--2363789071--70,E,600,27,0
0000026d--2363789071--70,E1,600,0,0
0000026d--2363789071--70,E2,600,27,0
0000026d--2363789071--70,E3,600,27,0
0000026d--2363789071--70,E4,600,0,0
0000026d--2363789071--70,E5,600,99,0
0000026d--2363789071--71,E,600,47,0
0000026d--2363789071--71,E1,600,5,0
0000026d--2363789071--71,E2,600,27,0
0000026d--2363789071--71,E3,600,27,0
0000026d--2363789071--71,E4,600,22,0
0000026d--2363789071--71,E5,600,113,0
0000026d--2363789071--72,E,600,10,0
0000026d--2363789071--72,E1,600,0,0
0000026d--2363789071--72,E2,600,10,0
0000026d--2363789071--72,E3,600,10,0
0000026d--2363789071--72,E4,600,0,0
0000026d--2363789071--72,E5,600,10,0
0000026d--2363789071--73,E,600,40,0
0000026d--2363789071--73,E1,600,36,0
0000026d--2363789071--73,E2,600,40,0
0000026d--2363789071--73,E3,600,40,0
0000026d--2363789071--73,E4,600,0,0
0000026d--2363789071--73,E5,600,117,0
0000026d--2363789071--74,E,600,29,0
0000026d--2363789071--74,E1,600,5,0
0000026d--2363789071--74,E2,600,29,0
0000026d--2363789071--74,E3,600,29,0
0000026d--2363789071--74,E4,600,0,0
0000026d--2363789071--74,E5,600,70,0
0000026d--2363789071--75,E,600,32,0
0000026d--2363789071--75,E1,600,0,0
0000026d--2363789071--75,E2,600,32,0
0000026d--2363789071--75,E3,600,32,0
0000026d--2363789071--75,E4,600,0,0
0000026d--2363789071--75,E5,600,64,0
0000026d--2363789071--76,E,600,44,0
0000026d--2363789071--76,E1,600,0,0
0000026d--2363789071--76,E2,600,8,0
0000026d--2363789071--76,E3,600,8,0
0000026d--2363789071--76,E4,600,0,0
0000026d--2363789071--76,E5,600,87,0
0000026d--2363789071--77,E,599,19,0
0000026d--2363789071--77,E1,599,0,0
0000026d--2363789071--77,E2,599,0,0
0000026d--2363789071--77,E3,599,0,0
0000026d--2363789071--77,E4,599,0,0
0000026d--2363789071--77,E5,599,99,0
0000026d--2363789071--78,E,599,45,0
0000026d--2363789071--78,E1,599,30,0
0000026d--2363789071--78,E2,599,32,0
0000026d--2363789071--78,E3,599,45,0
0000026d--2363789071--78,E4,599,2,0
0000026d--2363789071--78,E5,599,133,0
0000026d--2363789071--79,E,599,0,0
0000026d--2363789071--79,E1,599,0,0
0000026d--2363789071--79,E2,599,0,0
0000026d--2363789071--79,E3,599,0,0
0000026d--2363789071--79,E4,599,0,0
0000026d--2363789071--79,E5,599,30,0
0000026d--2363789071--8,E,600,4,0
0000026d--2363789071--8,E1,600,4,0
0000026d--2363789071--8,E2,600,4,0
0000026d--2363789071--8,E3,600,4,0
0000026d--2363789071--8,E4,600,0,0
0000026d--2363789071--8,E5,600,114,0
0000026d--2363789071--80,E,600,15,0
0000026d--2363789071--80,E1,600,0,0
0000026d--2363789071--80,E2,600,7,0
0000026d--2363789071--80,E3,600,7,0
0000026d--2363789071--80,E4,600,0,0
0000026d--2363789071--80,E5,600,56,0
0000026d--2363789071--81,E,600,13,0
0000026d--2363789071--81,E1,600,0,0
0000026d--2363789071--81,E2,600,13,0
0000026d--2363789071--81,E3,600,13,0
0000026d--2363789071--81,E4,600,0,0
0000026d--2363789071--81,E5,600,95,0
0000026d--2363789071--82,E,599,0,0
0000026d--2363789071--82,E1,599,0,0
0000026d--2363789071--82,E2,599,0,0
0000026d--2363789071--82,E3,599,0,0
0000026d--2363789071--82,E4,599,0,0
0000026d--2363789071--82,E5,599,0,0
0000026d--2363789071--83,E,599,8,0
0000026d--2363789071--83,E1,599,0,0
0000026d--2363789071--83,E2,599,0,0
0000026d--2363789071--83,E3,599,0,0
0000026d--2363789071--83,E4,599,0,0
0000026d--2363789071--83,E5,599,71,0
0000026d--2363789071--84,E,599,11,0
0000026d--2363789071--84,E1,599,0,0
0000026d--2363789071--84,E2,599,0,0
0000026d--2363789071--84,E3,599,0,0
0000026d--2363789071--84,E4,599,0,0
0000026d--2363789071--84,E5,599,11,0
0000026d--2363789071--85,E,600,13,0
0000026d--2363789071--85,E1,600,0,0
0000026d--2363789071--85,E2,600,13,0
0000026d--2363789071--85,E3,600,13,0
0000026d--2363789071--85,E4,600,0,0
0000026d--2363789071--85,E5,600,28,0
0000026d--2363789071--86,E,600,21,0
0000026d--2363789071--86,E1,600,21,0
0000026d--2363789071--86,E2,600,21,0
0000026d--2363789071--86,E3,600,21,0
0000026d--2363789071--86,E4,600,21,0
0000026d--2363789071--86,E5,600,22,0
0000026d--2363789071--87,E,600,10,0
0000026d--2363789071--87,E1,600,0,0
0000026d--2363789071--87,E2,600,0,0
0000026d--2363789071--87,E3,600,0,0
0000026d--2363789071--87,E4,600,0,0
0000026d--2363789071--87,E5,600,66,0
0000026d--2363789071--88,E,600,15,0
0000026d--2363789071--88,E1,600,15,0
0000026d--2363789071--88,E2,600,15,0
0000026d--2363789071--88,E3,600,15,0
0000026d--2363789071--88,E4,600,0,0
0000026d--2363789071--88,E5,600,128,0
0000026d--2363789071--89,E,600,11,0
0000026d--2363789071--89,E1,600,11,0
0000026d--2363789071--89,E2,600,11,0
0000026d--2363789071--89,E3,600,11,0
0000026d--2363789071--89,E4,600,0,0
0000026d--2363789071--89,E5,600,42,0
0000026d--2363789071--9,E,600,28,0
0000026d--2363789071--9,E1,600,28,0
0000026d--2363789071--9,E2,600,28,0
0000026d--2363789071--9,E3,600,28,0
0000026d--2363789071--9,E4,600,0,0
0000026d--2363789071--9,E5,600,180,0
0000026d--2363789071--90,E,600,35,0
0000026d--2363789071--90,E1,600,30,0
0000026d--2363789071--90,E2,600,45,0
0000026d--2363789071--90,E3,600,45,0
0000026d--2363789071--90,E4,600,29,0
0000026d--2363789071--90,E5,600,153,0
0000026d--2363789071--91,E,600,0,0
0000026d--2363789071--91,E1,600,0,0
0000026d--2363789071--91,E2,600,0,0
0000026d--2363789071--91,E3,600,0,0
0000026d--2363789071--91,E4,600,0,0
0000026d--2363789071--91,E5,600,132,0
0000026d--2363789071--92,E,600,0,0
0000026d--2363789071--92,E1,600,0,0
0000026d--2363789071--92,E2,600,0,0
0000026d--2363789071--92,E3,600,0,0
0000026d--2363789071--92,E4,600,0,0
0000026d--2363789071--92,E5,600,46,0
0000026d--2363789071--93,E,600,0,0
0000026d--2363789071--93,E1,600,0,0
0000026d--2363789071--93,E2,600,0,0
0000026d--2363789071--93,E3,600,0,0
0000026d--2363789071--93,E4,600,0,0
0000026d--2363789071--93,E5,600,52,0
0000026d--2363789071--94,E,600,32,0
0000026d--2363789071--94,E1,600,0,0
0000026d--2363789071--94,E2,600,32,0
0000026d--2363789071--94,E3,600,32,0
0000026d--2363789071--94,E4,600,0,0
0000026d--2363789071--94,E5,600,64,0
0000026d--2363789071--95,E,600,149,0
0000026d--2363789071--95,E1,600,36,0
0000026d--2363789071--95,E2,600,144,0
0000026d--2363789071--95,E3,600,144,0
0000026d--2363789071--95,E4,600,71,0
0000026d--2363789071--95,E5,600,397,0
0000026d--2363789071--96,E,600,224,0
0000026d--2363789071--96,E1,600,18,0
0000026d--2363789071--96,E2,600,206,0
0000026d--2363789071--96,E3,600,206,0
0000026d--2363789071--96,E4,600,30,0
0000026d--2363789071--96,E5,600,401,1
0000026d--2363789071--97,E,600,52,0
0000026d--2363789071--97,E1,600,0,0
0000026d--2363789071--97,E2,600,52,0
0000026d--2363789071--97,E3,600,52,0
0000026d--2363789071--97,E4,600,0,0
0000026d--2363789071--97,E5,600,290,0
0000026d--2363789071--98,E,600,167,0
0000026d--2363789071--98,E1,600,49,0
0000026d--2363789071--98,E2,600,126,0
0000026d--2363789071--98,E3,600,138,0
0000026d--2363789071--98,E4,600,29,0
0000026d--2363789071--98,E5,600,503,0
0000026d--2363789071--99,E,600,136,0
0000026d--2363789071--99,E1,600,0,0
0000026d--2363789071--99,E2,600,136,0
0000026d--2363789071--99,E3,600,136,0
0000026d--2363789071--99,E4,600,53,0
0000026d--2363789071--99,E5,600,327,60
00000273--d384c0a41a--0,E,618,0,0
00000273--d384c0a41a--0,E1,618,0,0
00000273--d384c0a41a--0,E2,618,0,0
00000273--d384c0a41a--0,E3,618,0,0
00000273--d384c0a41a--0,E4,618,0,0
00000273--d384c0a41a--0,E5,618,40,0
00000273--d384c0a41a--1,E,600,51,0
00000273--d384c0a41a--1,E1,600,44,0
00000273--d384c0a41a--1,E2,600,24,0
00000273--d384c0a41a--1,E3,600,24,0
00000273--d384c0a41a--1,E4,600,0,0
00000273--d384c0a41a--1,E5,600,116,0
00000273--d384c0a41a--10,E,599,16,0
00000273--d384c0a41a--10,E1,599,0,0
00000273--d384c0a41a--10,E2,599,0,0
00000273--d384c0a41a--10,E3,599,0,0
00000273--d384c0a41a--10,E4,599,0,0
00000273--d384c0a41a--10,E5,599,16,0
00000273--d384c0a41a--11,E,600,0,0
00000273--d384c0a41a--11,E1,600,0,0
00000273--d384c0a41a--11,E2,600,0,0
00000273--d384c0a41a--11,E3,600,0,0
00000273--d384c0a41a--11,E4,600,0,0
00000273--d384c0a41a--11,E5,600,9,0
00000273--d384c0a41a--12,E,600,8,0
00000273--d384c0a41a--12,E1,600,0,0
00000273--d384c0a41a--12,E2,600,0,0
00000273--d384c0a41a--12,E3,600,0,0
00000273--d384c0a41a--12,E4,600,0,0
00000273--d384c0a41a--12,E5,600,33,0
00000273--d384c0a41a--13,E,600,34,0
00000273--d384c0a41a--13,E1,600,23,0
00000273--d384c0a41a--13,E2,600,34,0
00000273--d384c0a41a--13,E3,600,34,0
00000273--d384c0a41a--13,E4,600,23,0
00000273--d384c0a41a--13,E5,600,113,0
00000273--d384c0a41a--14,E,600,0,0
00000273--d384c0a41a--14,E1,600,0,0
00000273--d384c0a41a--14,E2,600,0,0
00000273--d384c0a41a--14,E3,600,0,0
00000273--d384c0a41a--14,E4,600,0,0
00000273--d384c0a41a--14,E5,600,76,0
00000273--d384c0a41a--15,E,600,36,0
00000273--d384c0a41a--15,E1,600,3,0
00000273--d384c0a41a--15,E2,600,36,0
00000273--d384c0a41a--15,E3,600,36,0
00000273--d384c0a41a--15,E4,600,0,0
00000273--d384c0a41a--15,E5,600,82,0
00000273--d384c0a41a--16,E,600,0,0
00000273--d384c0a41a--16,E1,600,0,0
00000273--d384c0a41a--16,E2,600,0,0
00000273--d384c0a41a--16,E3,600,0,0
00000273--d384c0a41a--16,E4,600,0,0
00000273--d384c0a41a--16,E5,600,56,0
00000273--d384c0a41a--17,E,600,36,0
00000273--d384c0a41a--17,E1,600,0,0
00000273--d384c0a41a--17,E2,600,36,0
00000273--d384c0a41a--17,E3,600,36,0
00000273--d384c0a41a--17,E4,600,0,0
00000273--d384c0a41a--17,E5,600,115,0
00000273--d384c0a41a--18,E,600,0,0
00000273--d384c0a41a--18,E1,600,0,0
00000273--d384c0a41a--18,E2,600,0,0
00000273--d384c0a41a--18,E3,600,0,0
00000273--d384c0a41a--18,E4,600,0,0
00000273--d384c0a41a--18,E5,600,20,0
00000273--d384c0a41a--19,E,600,23,0
00000273--d384c0a41a--19,E1,600,0,0
00000273--d384c0a41a--19,E2,600,1,0
00000273--d384c0a41a--19,E3,600,1,0
00000273--d384c0a41a--19,E4,600,0,0
00000273--d384c0a41a--19,E5,600,93,0
00000273--d384c0a41a--2,E,600,5,0
00000273--d384c0a41a--2,E1,600,5,0
00000273--d384c0a41a--2,E2,600,5,0
00000273--d384c0a41a--2,E3,600,5,0
00000273--d384c0a41a--2,E4,600,0,0
00000273--d384c0a41a--2,E5,600,22,0
00000273--d384c0a41a--20,E,600,5,0
00000273--d384c0a41a--20,E1,600,0,0
00000273--d384c0a41a--20,E2,600,5,0
00000273--d384c0a41a--20,E3,600,5,0
00000273--d384c0a41a--20,E4,600,0,0
00000273--d384c0a41a--20,E5,600,41,0
00000273--d384c0a41a--21,E,600,41,0
00000273--d384c0a41a--21,E1,600,3,0
00000273--d384c0a41a--21,E2,600,32,0
00000273--d384c0a41a--21,E3,600,32,0
00000273--d384c0a41a--21,E4,600,0,0
00000273--d384c0a41a--21,E5,600,141,0
00000273--d384c0a41a--22,E,600,58,0
00000273--d384c0a41a--22,E1,600,0,0
00000273--d384c0a41a--22,E2,600,58,0
00000273--d384c0a41a--22,E3,600,58,0
00000273--d384c0a41a--22,E4,600,0,0
00000273--d384c0a41a--22,E5,600,80,0
00000273--d384c0a41a--23,E,600,18,0
00000273--d384c0a41a--23,E1,600,0,0
00000273--d384c0a41a--23,E2,600,18,0
00000273--d384c0a41a--23,E3,600,18,0
00000273--d384c0a41a--23,E4,600,11,0
00000273--d384c0a41a--23,E5,600,36,0
00000273--d384c0a41a--24,E,600,0,0
00000273--d384c0a41a--24,E1,600,0,0
00000273--d384c0a41a--24,E2,600,0,0
00000273--d384c0a41a--24,E3,600,0,0
00000273--d384c0a41a--24,E4,600,0,0
00000273--d384c0a41a--24,E5,600,41,0
00000273--d384c0a41a--25,E,600,138,0
00000273--d384c0a41a--25,E1,600,0,0
00000273--d384c0a41a--25,E2,600,133,0
00000273--d384c0a41a--25,E3,600,133,0
00000273--d384c0a41a--25,E4,600,0,0
00000273--d384c0a41a--25,E5,600,140,0
00000273--d384c0a41a--26,E,599,53,0
00000273--d384c0a41a--26,E1,599,10,0
