case,route,segment,scan_s,scan_ns,raw_slot,raw_track_id,physical_pid,public_id,d_rel_m,y_rel_m,v_rel_mps,members,representative,camera_assoc,oem_word1,published,state,prior_gt
R280_S7_FRAGMENT,route280,7,26.390077,2911750253093,23,16,1000015,47,34.5,-1.09375,0.0,16,16,0,1,1,OBSERVED_QUALIFIED,SAME_SURFACE_FRAGMENT
R280_S7_FRAGMENT,route280,7,26.390077,2911750253093,20,218,1000227,86,35.0,3.90625,0.25,218,218,0,0,1,OBSERVED_QUALIFIED,SAME_SURFACE_FRAGMENT
R280_S7_FRAGMENT,route280,7,26.490506,2911850682092,23,16,1000015,47,34.75,-1.1875,0.0,16,16,0,1,1,OBSERVED_QUALIFIED,SAME_SURFACE_FRAGMENT
R280_S7_FRAGMENT,route280,7,26.490506,2911850682092,,,1000227,,,,,218,218,,,0,INTERNAL_ONLY,SAME_SURFACE_FRAGMENT
R280_S7_FRAGMENT,route280,7,26.590416,2911950591766,23,16,1000015,47,34.75,-1.0,0.0,16,16,0,1,1,OBSERVED_QUALIFIED,SAME_SURFACE_FRAGMENT
R280_S7_FRAGMENT,route280,7,26.590416,2911950591766,,,1000227,,,,,218,218,,,0,INTERNAL_ONLY,SAME_SURFACE_FRAGMENT
R28B_S33_FALSE_LEAD,route28b,33,18.477692,2069530694064,28,116,1000118,79,58.75,-0.125,-5.75,116,116,0,0,0,OBSERVED_QUALIFIED,IDENTITY_UNVERIFIED
R28B_S33_FALSE_LEAD,route28b,33,18.577835,2069630836867,28,116,1000118,79,58.75,-0.125,-5.75,116,116,0,0,0,OBSERVED_QUALIFIED,IDENTITY_UNVERIFIED
R28B_S33_FALSE_LEAD,route28b,33,18.677742,2069730744009,28,116,1000118,79,58.25,-0.625,-6.25,116,116,0,0,0,OBSERVED_QUALIFIED,IDENTITY_UNVERIFIED
R28B_S33_FALSE_LEAD,route28b,33,18.778954,2069831956235,28,116,1000118,79,59.25,-1.375,-6.25,116,116,0,0,0,OBSERVED_QUALIFIED,IDENTITY_UNVERIFIED
R28B_S33_FALSE_LEAD,route28b,33,18.879289,2069932291448,28,116,1000118,79,58.75,-1.6875,-6.5,116,116,0,0,0,OBSERVED_QUALIFIED,IDENTITY_UNVERIFIED
R28B_S33_FALSE_LEAD,route28b,33,18.978301,2070031303206,,,1000118,,,,,116,116,,,0,INTERNAL_ONLY,IDENTITY_UNVERIFIED
R28B_S33_FALSE_LEAD,route28b,33,19.078171,2070131173085,,,1000118,,,,,116,116,,,0,INTERNAL_ONLY,IDENTITY_UNVERIFIED
R28B_S33_FALSE_LEAD,route28b,33,19.178066,2070231067996,,,1000118,,,,,116,116,,,0,INTERNAL_ONLY,IDENTITY_UNVERIFIED
R28F_S37_FALSE_LEAD,route28f,37,28.079881,6849989219705,9,3,1000002,34,80.0,-1.0,0.25,3,3,0,1,1,OBSERVED_QUALIFIED,IDENTITY_UNVERIFIED
R28F_S37_FALSE_LEAD,route28f,37,28.180221,6850089559321,9,3,1000002,34,80.0,-1.1875,0.25,3,3,0,1,1,OBSERVED_QUALIFIED,IDENTITY_UNVERIFIED
R28F_S37_FALSE_LEAD,route28f,37,28.279438,6850188776771,9,3,1000002,34,80.0,-0.875,0.5,3,3,0,1,1,OBSERVED_QUALIFIED,IDENTITY_UNVERIFIED
R28F_S37_FALSE_LEAD,route28f,37,28.380464,6850289803022,9,3,1000002,34,80.0,-0.78125,0.5,3,3,0,1,1,OBSERVED_QUALIFIED,IDENTITY_UNVERIFIED
R28F_S37_FALSE_LEAD,route28f,37,28.479722,6850389060439,9,3,1000002,34,80.0,-0.875,0.5,3,3,0,1,1,OBSERVED_QUALIFIED,IDENTITY_UNVERIFIED
R28F_S37_FALSE_LEAD,route28f,37,28.579955,6850489293845,9,3,1000002,34,80.0,-0.65625,0.25,3,3,0,1,1,OBSERVED_QUALIFIED,IDENTITY_UNVERIFIED
R28F_S37_FALSE_LEAD,route28f,37,28.679482,6850588820154,9,3,1000002,34,80.0,-0.65625,0.25,3,3,0,1,1,OBSERVED_QUALIFIED,IDENTITY_UNVERIFIED
R28F_S37_FALSE_LEAD,route28f,37,28.779727,6850689065790,9,3,1000002,34,80.0,-0.65625,0.25,3,3,0,1,1,OBSERVED_QUALIFIED,IDENTITY_UNVERIFIED
R28F_S37_FALSE_LEAD,route28f,37,28.880137,6850789475967,9,3,1000002,34,80.0,-0.875,0.25,3,3,0,1,1,OBSERVED_QUALIFIED,IDENTITY_UNVERIFIED
R28F_S37_FALSE_LEAD,route28f,37,28.981128,6850890466853,9,3,1000002,34,80.0,-0.96875,0.0,3,3,0,1,1,OBSERVED_QUALIFIED,IDENTITY_UNVERIFIED
R28F_S37_FALSE_LEAD,route28f,37,29.081728,6850991067025,9,3,1000002,34,79.75,-1.15625,0.0,3,3,0,1,1,OBSERVED_QUALIFIED,IDENTITY_UNVERIFIED
R28F_S37_FALSE_LEAD,route28f,37,29.180152,6851089490320,9,3,1000002,34,79.75,-1.15625,0.0,3,3,0,1,1,OBSERVED_QUALIFIED,IDENTITY_UNVERIFIED
R28F_S37_FALSE_LEAD,route28f,37,29.279763,6851189101581,9,3,1000002,34,79.75,-1.125,0.0,3,3,0,1,1,OBSERVED_QUALIFIED,IDENTITY_UNVERIFIED
R28F_S37_FALSE_LEAD,route28f,37,29.38053,6851289868845,9,3,1000002,34,79.75,-1.25,0.0,3,3,0,1,1,OBSERVED_QUALIFIED,IDENTITY_UNVERIFIED
R28F_S37_FALSE_LEAD,route28f,37,29.480311,6851389649510,9,3,1000002,34,79.75,-1.0625,0.0,3,3,0,1,1,OBSERVED_QUALIFIED,IDENTITY_UNVERIFIED
R28F_S37_FALSE_LEAD,route28f,37,29.579585,6851488923794,9,3,1000002,34,79.75,-0.78125,0.0,3,3,0,1,1,OBSERVED_QUALIFIED,IDENTITY_UNVERIFIED
R28F_S37_FALSE_LEAD,route28f,37,29.679774,6851589112713,9,3,1000002,34,79.75,-0.90625,0.0,3,3,0,1,1,OBSERVED_QUALIFIED,IDENTITY_UNVERIFIED
R28F_S37_FALSE_LEAD,route28f,37,29.780236,6851689574549,9,3,1000002,34,79.75,-0.75,0.0,3,3,0,1,1,OBSERVED_QUALIFIED,IDENTITY_UNVERIFIED
R28F_S37_FALSE_LEAD,route28f,37,29.880284,6851789622454,9,3,1000002,34,79.75,-0.375,0.0,3,3,0,1,1,OBSERVED_QUALIFIED,IDENTITY_UNVERIFIED
R28F_S37_FALSE_LEAD,route28f,37,29.980019,6851889357309,9,3,1000002,34,79.75,-0.3125,0.0,3,3,0,1,1,OBSERVED_QUALIFIED,IDENTITY_UNVERIFIED
R28F_S37_FALSE_LEAD,route28f,37,30.079696,6851989034177,9,3,1000002,34,79.75,-0.25,0.0,3,3,0,1,1,OBSERVED_QUALIFIED,IDENTITY_UNVERIFIED
R28F_S37_FALSE_LEAD,route28f,37,30.17966,6852088998745,9,3,1000002,34,79.75,-0.1875,-0.25,3,3,0,1,1,OBSERVED_QUALIFIED,IDENTITY_UNVERIFIED
R28F_S37_FALSE_LEAD,route28f,37,30.28003,6852189368237,9,3,1000002,34,79.75,-0.28125,-0.25,3,3,0,1,1,OBSERVED_QUALIFIED,IDENTITY_UNVERIFIED
R28F_S37_FALSE_LEAD,route28f,37,30.379897,6852289235413,9,3,1000002,34,79.75,-0.40625,-0.25,3,3,0,1,1,OBSERVED_QUALIFIED,IDENTITY_UNVERIFIED
R28F_S37_FALSE_LEAD,route28f,37,30.479507,6852388845620,9,3,1000002,34,79.75,-0.5625,-0.25,3,3,0,1,1,OBSERVED_QUALIFIED,IDENTITY_UNVERIFIED
R28F_S37_FALSE_LEAD,route28f,37,30.580372,6852489710522,9,3,1000002,34,79.75,-0.96875,-0.25,3,3,0,1,1,OBSERVED_QUALIFIED,IDENTITY_UNVERIFIED
R28F_S37_FALSE_LEAD,route28f,37,30.681049,6852590387146,9,3,1000002,34,79.75,-0.90625,-0.25,3,3,0,1,1,OBSERVED_QUALIFIED,IDENTITY_UNVERIFIED
R28F_S37_FALSE_LEAD,route28f,37,30.779677,6852689015664,9,3,1000002,34,79.75,-0.9375,-0.25,3,3,0,1,1,OBSERVED_QUALIFIED,IDENTITY_UNVERIFIED
R28F_S37_FALSE_LEAD,route28f,37,30.879686,6852789024647,9,3,1000002,34,79.5,-0.75,-0.5,3,3,0,1,1,OBSERVED_QUALIFIED,IDENTITY_UNVERIFIED
R28F_S37_FALSE_LEAD,route28f,37,30.979653,6852888991779,9,3,1000002,34,79.5,-0.875,-0.5,3,3,0,1,1,OBSERVED_QUALIFIED,IDENTITY_UNVERIFIED
R28F_S37_FALSE_LEAD,route28f,37,30.979653,6852888991779,0,338,1000369,66,68.5,-1.40625,-5.0,338,338,0,0,1,OBSERVED_QUALIFIED,IDENTITY_UNVERIFIED
R28F_S37_FALSE_LEAD,route28f,37,31.080228,6852989566585,9,3,1000002,34,79.5,-0.78125,-0.5,3,3,0,1,1,OBSERVED_QUALIFIED,IDENTITY_UNVERIFIED
R28F_S37_FALSE_LEAD,route28f,37,31.080228,6852989566585,0,338,1000369,66,67.0,-1.53125,-5.25,338,338,0,0,0,OBSERVED_QUALIFIED,IDENTITY_UNVERIFIED
R28F_S37_FALSE_LEAD,route28f,37,31.180012,6853089350175,9,3,1000002,34,79.5,-0.78125,-0.5,3,3,0,1,1,OBSERVED_QUALIFIED,IDENTITY_UNVERIFIED
R28F_S37_FALSE_LEAD,route28f,37,31.180012,6853089350175,0,338,1000369,66,67.0,-1.53125,-5.25,338,338,0,0,0,OBSERVED_QUALIFIED,IDENTITY_UNVERIFIED
R28F_S37_FALSE_LEAD,route28f,37,31.279921,6853189259111,9,3,1000002,34,79.5,-0.8125,-0.75,3,3,0,1,1,OBSERVED_QUALIFIED,IDENTITY_UNVERIFIED
R28F_S37_FALSE_LEAD,route28f,37,31.279921,6853189259111,,,1000369,,,,,338,338,,,0,INTERNAL_ONLY,IDENTITY_UNVERIFIED
R28F_S37_FALSE_LEAD,route28f,37,31.380085,6853289423266,9,3,1000002,34,79.5,-0.40625,-0.5,3,3,0,1,1,OBSERVED_QUALIFIED,IDENTITY_UNVERIFIED
R28F_S37_FALSE_LEAD,route28f,37,31.380085,6853289423266,,,1000369,,,,,338,338,,,0,INTERNAL_ONLY,IDENTITY_UNVERIFIED
R28F_S37_FALSE_LEAD,route28f,37,31.48038,6853389718535,9,3,1000002,34,79.25,-0.6875,-0.5,3,3,0,1,1,OBSERVED_QUALIFIED,IDENTITY_UNVERIFIED
R28F_S37_FALSE_LEAD,route28f,37,31.579973,6853489311875,9,3,1000002,34,79.25,-0.625,-0.5,3,3,0,1,1,OBSERVED_QUALIFIED,IDENTITY_UNVERIFIED
R28F_S37_FALSE_LEAD,route28f,37,31.679947,6853589285832,9,3,1000002,34,79.25,-0.6875,-0.5,3,3,0,1,1,OBSERVED_QUALIFIED,IDENTITY_UNVERIFIED
R28F_S37_FALSE_LEAD,route28f,37,31.779673,6853689011493,9,3,1000002,34,79.25,-0.6875,-0.5,3,3,0,1,1,OBSERVED_QUALIFIED,IDENTITY_UNVERIFIED
R28F_S37_FALSE_LEAD,route28f,37,31.880131,6853789469342,9,3,1000002,34,79.25,-0.8125,-0.75,3,3,0,1,1,OBSERVED_QUALIFIED,IDENTITY_UNVERIFIED
R28F_S37_FALSE_LEAD,route28f,37,31.980334,6853889672909,9,3,1000002,34,79.25,-0.875,-0.75,3,3,0,1,1,OBSERVED_QUALIFIED,IDENTITY_UNVERIFIED
R28F_S37_FALSE_LEAD,route28f,37,32.080074,6853989412103,9,3,1000002,34,79.0,-1.15625,-0.75,3,3,0,1,1,OBSERVED_QUALIFIED,IDENTITY_UNVERIFIED
R28F_S37_FALSE_LEAD,route28f,37,32.18178,6854091119036,9,3,1000002,34,79.0,-0.875,-0.5,3,3,0,1,1,OBSERVED_QUALIFIED,IDENTITY_UNVERIFIED
R28F_S37_FALSE_LEAD,route28f,37,32.281494,6854190833036,9,3,1000002,34,79.0,-0.40625,-0.5,3,3,0,1,1,OBSERVED_QUALIFIED,IDENTITY_UNVERIFIED
R28F_S37_FALSE_LEAD,route28f,37,32.380047,6854289385560,9,3,1000002,34,78.75,-0.4375,-0.5,3,3,0,1,1,OBSERVED_QUALIFIED,IDENTITY_UNVERIFIED
R28F_S37_FALSE_LEAD,route28f,37,32.480061,6854389399328,9,3,1000002,34,78.75,-0.46875,-0.5,3,3,0,1,1,OBSERVED_QUALIFIED,IDENTITY_UNVERIFIED
R28F_S37_FALSE_LEAD,route28f,37,32.579635,6854488973719,9,3,1000002,34,78.75,-0.96875,-0.5,3,3,0,1,1,OBSERVED_QUALIFIED,IDENTITY_UNVERIFIED
R28F_S37_FALSE_LEAD,route28f,37,32.680412,6854589750920,9,3,1000002,34,78.75,-0.96875,-0.5,3,3,0,1,1,OBSERVED_QUALIFIED,IDENTITY_UNVERIFIED
R28F_S37_FALSE_LEAD,route28f,37,32.779587,6854688925120,9,3,1000002,34,78.75,-0.65625,-0.25,3,3,0,1,1,OBSERVED_QUALIFIED,IDENTITY_UNVERIFIED
R28F_S37_FALSE_LEAD,route28f,37,32.879952,6854789290575,9,3,1000002,34,78.75,-0.65625,-0.25,3,3,0,1,1,OBSERVED_QUALIFIED,IDENTITY_UNVERIFIED
R28F_S37_FALSE_LEAD,route28f,37,32.979593,6854888931907,9,3,1000002,34,78.75,-0.9375,0.0,3,3,0,1,1,OBSERVED_QUALIFIED,IDENTITY_UNVERIFIED
R28F_S37_FALSE_LEAD,route28f,37,33.079613,6854988951203,9,3,1000002,34,78.75,-0.9375,0.0,3,3,0,1,1,OBSERVED_QUALIFIED,IDENTITY_UNVERIFIED
R28F_S37_FALSE_LEAD,route28f,37,33.180506,6855089844744,9,3,1000002,34,78.75,-1.09375,0.0,3,3,0,1,1,OBSERVED_QUALIFIED,IDENTITY_UNVERIFIED
R28F_S37_FALSE_LEAD,route28f,37,33.279611,6855188949192,9,3,1000002,34,78.75,-1.125,0.0,3,3,0,1,1,OBSERVED_QUALIFIED,IDENTITY_UNVERIFIED
R28F_S37_FALSE_LEAD,route28f,37,33.379879,6855289217410,9,3,1000002,34,78.75,-1.3125,0.0,3,3,0,1,1,OBSERVED_QUALIFIED,IDENTITY_UNVERIFIED
R28F_S37_FALSE_LEAD,route28f,37,33.479866,6855389204107,9,3,1000002,34,78.75,-1.40625,0.0,3,3,0,1,1,OBSERVED_QUALIFIED,IDENTITY_UNVERIFIED
R28F_S37_FALSE_LEAD,route28f,37,33.581355,6855490693871,9,3,1000002,34,78.75,-1.3125,0.0,3,3,0,1,1,OBSERVED_QUALIFIED,IDENTITY_UNVERIFIED
R28F_S37_FALSE_LEAD,route28f,37,33.680722,6855590060974,9,3,1000002,34,78.75,-0.90625,0.0,3,3,0,1,1,OBSERVED_QUALIFIED,IDENTITY_UNVERIFIED
R28F_S37_FALSE_LEAD,route28f,37,33.779878,6855689216531,9,3,1000002,34,78.75,-0.8125,0.0,3,3,0,1,1,OBSERVED_QUALIFIED,IDENTITY_UNVERIFIED
R28F_S37_FALSE_LEAD,route28f,37,33.880142,6855789481046,9,3,1000002,34,78.75,-0.75,0.0,3,3,0,1,1,OBSERVED_QUALIFIED,IDENTITY_UNVERIFIED
R28F_S37_FALSE_LEAD,route28f,37,33.979652,6855888991038,9,3,1000002,34,78.75,-0.46875,0.25,3,3,0,1,1,OBSERVED_QUALIFIED,IDENTITY_UNVERIFIED
R269_S7_GROUP_OWNER,route269,7,39.020269,529856567859,15|28,436|482,1000462,93,33.25,0.625,2.25,436|482,436,0,0,1,OBSERVED_QUALIFIED,SAME_CONFIRMED_VIDEO
R269_S7_GROUP_OWNER,route269,7,39.12033,529956628726,15|28,436|482,1000462,93,33.25,0.625,2.25,436|482,436,0,0,1,OBSERVED_QUALIFIED,SAME_CONFIRMED_VIDEO
R269_S7_GROUP_OWNER,route269,7,39.220216,530056514038,15|28,436|482,1000462,93,33.5,0.40625,2.25,436|482,436,0,0,1,OBSERVED_QUALIFIED,SAME_CONFIRMED_VIDEO
R269_S7_GROUP_OWNER,route269,7,39.32046,530156757937,15|28,436|482,1000462,93,33.75,0.25,2.0,436|482,436,0,0,1,OBSERVED_QUALIFIED,SAME_CONFIRMED_VIDEO
R269_S7_GROUP_OWNER,route269,7,39.419835,530256133526,15|28,436|482,1000462,93,34.0,0.15625,2.0,436|482,436,0,0,1,OBSERVED_QUALIFIED,SAME_CONFIRMED_VIDEO
R269_S7_GROUP_OWNER,route269,7,39.519837,530356135217,15|28,436|482,1000462,93,34.0,0.15625,2.0,436|482,436,0,0,1,OBSERVED_QUALIFIED,SAME_CONFIRMED_VIDEO
R269_S7_GROUP_OWNER,route269,7,39.619862,530456160461,15|28,436|482,1000462,93,34.25,0.125,2.0,436|482,436,0,0,1,OBSERVED_QUALIFIED,SAME_CONFIRMED_VIDEO
R269_S7_GROUP_OWNER,route269,7,39.720182,530556480493,15|28,436|482,1000462,93,34.75,0.125,1.75,436|482,436,0,0,1,OBSERVED_QUALIFIED,SAME_CONFIRMED_VIDEO
R269_S7_GROUP_OWNER,route269,7,39.820518,530656815948,15|28,436|482,1000462,93,35.0,0.71875,1.75,436|482,436,0,0,1,OBSERVED_QUALIFIED,SAME_CONFIRMED_VIDEO
R269_S7_GROUP_OWNER,route269,7,39.919658,530755956730,15|28,436|482,1000462,93,35.0,0.71875,1.75,436|482,436,0,0,1,OBSERVED_QUALIFIED,SAME_CONFIRMED_VIDEO
R269_S7_GROUP_OWNER,route269,7,40.019961,530856259147,28,482,1000618,94,32.75,-0.0625,1.75,482,482,0,1,1,OBSERVED_QUALIFIED,SAME_CONFIRMED_VIDEO
R269_S7_GROUP_OWNER,route269,7,40.119478,530955776580,28,482,1000618,94,33.0,0.03125,1.5,482,482,0,1,1,OBSERVED_QUALIFIED,SAME_CONFIRMED_VIDEO
R269_S7_GROUP_OWNER,route269,7,40.219544,531055842529,28,482,1000618,94,33.0,0.03125,1.5,482,482,0,1,1,OBSERVED_QUALIFIED,SAME_CONFIRMED_VIDEO
R269_S7_GROUP_OWNER,route269,7,40.320158,531156456434,28,482,1000618,94,33.25,-0.0625,1.5,482,482,0,1,1,OBSERVED_QUALIFIED,SAME_CONFIRMED_VIDEO
R269_S7_GROUP_OWNER,route269,7,40.420203,531256501507,28,482,1000618,94,33.5,-0.09375,1.5,482,482,0,1,1,OBSERVED_QUALIFIED,SAME_CONFIRMED_VIDEO
R269_S7_GROUP_OWNER,route269,7,40.520313,531356611144,15|28,436|482,1000462,93,36.0,0.84375,1.5,436|482,436,0,1,1,OBSERVED_QUALIFIED,SAME_CONFIRMED_VIDEO
R269_S7_GROUP_OWNER,route269,7,40.619171,531455468995,15|28,436|482,1000462,93,36.0,0.84375,1.5,436|482,436,0,1,1,OBSERVED_QUALIFIED,SAME_CONFIRMED_VIDEO
R269_S7_GROUP_OWNER,route269,7,40.719497,531555795618,28,482,1000634,66,34.0,-0.4375,1.5,482,482,1,1,1,OBSERVED_QUALIFIED,SAME_CONFIRMED_VIDEO
R269_S7_GROUP_OWNER,route269,7,40.820194,531656492274,15|28,436|482,1000462,93,36.5,0.75,1.25,436|482,436,1,1,1,OBSERVED_QUALIFIED,SAME_CONFIRMED_VIDEO
R269_S7_GROUP_OWNER,route269,7,40.919522,531755820626,15|28,436|482,1000462,93,36.5,0.75,1.25,436|482,436,1,1,1,OBSERVED_QUALIFIED,SAME_CONFIRMED_VIDEO
R269_S7_GROUP_OWNER,route269,7,41.019621,531855919164,15|28,436|482,1000462,93,37.0,0.625,1.5,436|482,436,0,1,1,OBSERVED_QUALIFIED,SAME_CONFIRMED_VIDEO
R269_S7_GROUP_OWNER,route269,7,41.119883,531956181379,15|28,436|482,1000462,93,37.25,0.625,1.5,436|482,436,0,1,1,OBSERVED_QUALIFIED,SAME_CONFIRMED_VIDEO
R269_S7_GROUP_OWNER,route269,7,41.22193,532058228107,15|28,436|482,1000462,93,37.5,0.25,1.5,436|482,436,0,1,1,OBSERVED_QUALIFIED,SAME_CONFIRMED_VIDEO
R269_S7_GROUP_OWNER,route269,7,41.320108,532156406685,15|28,436|482,1000462,93,37.5,0.25,1.5,436|482,436,0,1,1,OBSERVED_QUALIFIED,SAME_CONFIRMED_VIDEO
R269_S7_GROUP_OWNER,route269,7,41.420022,532256320003,15|28,436|482,1000462,93,37.75,0.1875,1.5,436|482,436,0,1,1,OBSERVED_QUALIFIED,SAME_CONFIRMED_VIDEO
R269_S7_GROUP_OWNER,route269,7,41.519908,532356206067,15|28,436|482,1000462,93,38.25,0.03125,1.5,436|482,436,0,1,1,OBSERVED_QUALIFIED,SAME_CONFIRMED_VIDEO
R269_S7_GROUP_OWNER,route269,7,41.619623,532455921784,15|28,436|482,1000462,93,38.25,0.03125,1.5,436|482,436,0,1,1,OBSERVED_QUALIFIED,SAME_CONFIRMED_VIDEO
R269_S7_GROUP_OWNER,route269,7,41.719941,532556238902,15|28,436|482,1000462,93,37.75,-0.0625,1.25,436|482,436,0,1,1,OBSERVED_QUALIFIED,SAME_CONFIRMED_VIDEO
R269_S7_GROUP_OWNER,route269,7,41.819631,532655929554,15|28,436|482,1000462,93,38.0,-0.125,1.25,436|482,436,0,1,1,OBSERVED_QUALIFIED,SAME_CONFIRMED_VIDEO
R269_S7_GROUP_OWNER,route269,7,48.499418,539335716342,28,482,1000790,88,40.0,-0.125,0.0,482,482,1,1,1,OBSERVED_QUALIFIED,SAME_CONFIRMED_VIDEO
R269_S7_GROUP_OWNER,route269,7,48.599968,539436266620,28,482,1000790,88,40.0,-0.0625,0.0,482,482,1,1,1,OBSERVED_QUALIFIED,SAME_CONFIRMED_VIDEO
R269_S7_GROUP_OWNER,route269,7,48.699802,539536100518,28,482,1000790,88,40.0,0.1875,0.0,482,482,1,1,1,OBSERVED_QUALIFIED,SAME_CONFIRMED_VIDEO
R269_S7_GROUP_OWNER,route269,7,48.799603,539635901653,28,482,1000790,88,40.0,0.125,0.0,482,482,1,1,1,OBSERVED_QUALIFIED,SAME_CONFIRMED_VIDEO
R269_S7_GROUP_OWNER,route269,7,48.900267,539736565798,28,482,1000790,88,40.0,0.09375,0.0,482,482,1,1,1,OBSERVED_QUALIFIED,SAME_CONFIRMED_VIDEO
R269_S7_GROUP_OWNER,route269,7,49.001595,539837893725,28,482,1000790,88,40.0,-0.0625,0.0,482,482,1,1,1,OBSERVED_QUALIFIED,SAME_CONFIRMED_VIDEO
R269_S7_GROUP_OWNER,route269,7,49.10193,539938228783,28,482,1000790,88,40.0,0.03125,0.0,482,482,1,1,1,OBSERVED_QUALIFIED,SAME_CONFIRMED_VIDEO
R269_S7_GROUP_OWNER,route269,7,49.201694,540037992185,28,482,1000790,88,40.0,0.03125,0.0,482,482,1,1,1,OBSERVED_QUALIFIED,SAME_CONFIRMED_VIDEO
R269_S7_GROUP_OWNER,route269,7,49.300191,540136489745,28,482,1000790,88,40.0,-0.09375,0.0,482,482,1,1,1,OBSERVED_QUALIFIED,SAME_CONFIRMED_VIDEO
R269_S7_GROUP_OWNER,route269,7,49.399974,540236272127,28,482,1000790,88,40.0,-0.09375,0.0,482,482,1,1,1,OBSERVED_QUALIFIED,SAME_CONFIRMED_VIDEO
R269_S7_GROUP_OWNER,route269,7,49.499687,540335984918,28,482,1000790,88,40.0,-0.375,0.0,482,482,1,1,1,OBSERVED_QUALIFIED,SAME_CONFIRMED_VIDEO
R269_S7_GROUP_OWNER,route269,7,49.600251,540436549303,28,482,1000790,88,40.0,-0.34375,0.0,482,482,1,1,1,OBSERVED_QUALIFIED,SAME_CONFIRMED_VIDEO
R269_S7_GROUP_OWNER,route269,7,49.699683,540535981190,28,482,1000790,88,40.0,-0.40625,0.0,482,482,1,1,1,OBSERVED_QUALIFIED,SAME_CONFIRMED_VIDEO
R269_S7_GROUP_OWNER,route269,7,49.800213,540636511611,28,482,1000790,88,40.0,-0.4375,0.0,482,482,0,1,1,OBSERVED_QUALIFIED,SAME_CONFIRMED_VIDEO
R269_S7_GROUP_OWNER,route269,7,49.90008,540736378228,28,482,1000790,88,40.0,-0.4375,0.0,482,482,0,1,1,OBSERVED_QUALIFIED,SAME_CONFIRMED_VIDEO
R269_S7_GROUP_OWNER,route269,7,49.999813,540836111480,15|28,436|482,1000462,93,43.0,-0.6875,-0.25,436|482,436,0,1,1,OBSERVED_QUALIFIED,SAME_CONFIRMED_VIDEO
R269_S7_GROUP_OWNER,route269,7,50.099649,540935947664,15|28,436|482,1000462,93,43.0,-0.625,-0.25,436|482,436,0,1,1,OBSERVED_QUALIFIED,SAME_CONFIRMED_VIDEO
R269_S7_GROUP_OWNER,route269,7,50.199929,541036227532,15|28,436|482,1000462,93,43.0,-0.5625,-0.25,436|482,436,0,1,1,OBSERVED_QUALIFIED,SAME_CONFIRMED_VIDEO
R269_S7_GROUP_OWNER,route269,7,50.299557,541135854981,28,482,1000817,91,40.0,0.15625,0.0,482,482,1,1,1,OBSERVED_QUALIFIED,SAME_CONFIRMED_VIDEO
R269_S7_GROUP_OWNER,route269,7,50.400002,541236300024,28,482,1000817,91,40.0,0.0625,0.0,482,482,1,1,1,OBSERVED_QUALIFIED,SAME_CONFIRMED_VIDEO
R269_S7_GROUP_OWNER,route269,7,50.490973,541327271860,28,482,1000817,91,40.0,0.03125,0.0,482,482,1,1,1,OBSERVED_QUALIFIED,SAME_CONFIRMED_VIDEO
R269_S7_GROUP_OWNER,route269,7,50.591098,541427395953,28,482,1000817,91,40.0,0.0,0.0,482,482,1,1,1,OBSERVED_QUALIFIED,SAME_CONFIRMED_VIDEO
R269_S7_GROUP_OWNER,route269,7,50.700806,541537103995,28,482,1000817,91,40.0,-0.03125,0.0,482,482,1,1,1,OBSERVED_QUALIFIED,SAME_CONFIRMED_VIDEO
R269_S7_GROUP_OWNER,route269,7,50.799276,541635574250,28,482,1000817,91,40.0,-0.125,0.0,482,482,1,1,1,OBSERVED_QUALIFIED,SAME_CONFIRMED_VIDEO
R269_S7_GROUP_OWNER,route269,7,50.889911,541726209656,28,482,1000817,91,40.0,-0.15625,0.0,482,482,1,1,1,OBSERVED_QUALIFIED,SAME_CONFIRMED_VIDEO
R269_S7_GROUP_OWNER,route269,7,50.989392,541825690705,28,482,1000817,91,40.0,-0.3125,-0.25,482,482,0,1,1,OBSERVED_QUALIFIED,SAME_CONFIRMED_VIDEO
R269_S7_GROUP_OWNER,route269,7,51.0892,541925498367,28,482,1000817,91,40.0,-0.21875,0.0,482,482,0,1,1,OBSERVED_QUALIFIED,SAME_CONFIRMED_VIDEO
R269_S7_GROUP_OWNER,route269,7,51.190061,542026359066,15|28,436|482,1000462,93,43.0,-0.40625,-0.25,436|482,436,0,1,1,OBSERVED_QUALIFIED,SAME_CONFIRMED_VIDEO
R269_S7_GROUP_OWNER,route269,7,51.289917,542126215669,15|28,436|482,1000462,93,43.0,-0.53125,-0.25,436|482,436,0,1,1,OBSERVED_QUALIFIED,SAME_CONFIRMED_VIDEO
R269_S7_GROUP_OWNER,route269,7,51.389495,542225793195,15|28,436|482,1000462,93,43.0,-0.4375,-0.25,436|482,436,0,1,1,OBSERVED_QUALIFIED,SAME_CONFIRMED_VIDEO
R269_S7_GROUP_OWNER,route269,7,51.889559,542725856943,28,482,1000832,52,39.75,-0.25,-0.5,482,482,1,1,1,OBSERVED_QUALIFIED,SAME_CONFIRMED_VIDEO
R269_S7_GROUP_OWNER,route269,7,51.990384,542826681965,28,482,1000832,52,39.75,-0.21875,-0.5,482,482,1,1,1,OBSERVED_QUALIFIED,SAME_CONFIRMED_VIDEO
R269_S7_GROUP_OWNER,route269,7,52.090924,542927222245,28,482,1000832,52,39.75,-0.1875,-0.5,482,482,0,1,1,OBSERVED_QUALIFIED,SAME_CONFIRMED_VIDEO
